,Case_ID,Activity,Timestamp,Time_Diff,Time_Since_Start,Time_Since_Midnight,Weekday,Remaining_Time,Next_Time_Diff,Next_Time_Since_Start,Next_Time_Since_Midnight,Next_Weekday,Next_Remaining_Time,Act_!,Act_G,Act_H,Act_I,Act_J,Next_Act_!,Next_Act_G,Next_Act_H,Next_Act_I,Next_Act_J,Next_Activity,Position,Trace_Len
17,660008,G,2019-05-27 16:26:44,0,0,59204,0,91555,9055.0,9055.0,68259.0,0.0,82500.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
18,660008,H,2019-05-27 18:57:39,9055,9055,68259,0,82500,82500.0,91555.0,64359.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
19,660008,J,2019-05-28 17:52:39,82500,91555,64359,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
20,660010,G,2019-05-28 11:12:33,0,0,40353,1,78943,17124.0,17124.0,57477.0,1.0,61819.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
21,660010,H,2019-05-28 15:57:57,17124,17124,57477,1,61819,61819.0,78943.0,32896.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
22,660010,J,2019-05-29 09:08:16,61819,78943,32896,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
23,660011,G,2019-05-28 14:22:11,0,0,51731,1,70568,5962.0,5962.0,57693.0,1.0,64606.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
24,660011,H,2019-05-28 16:01:33,5962,5962,57693,1,64606,64606.0,70568.0,35899.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
25,660011,J,2019-05-29 09:58:19,64606,70568,35899,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
26,660012,G,2019-05-28 16:07:01,0,0,58021,1,100472,86956.0,86956.0,58577.0,2.0,13516.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
27,660012,H,2019-05-29 16:16:17,86956,86956,58577,2,13516,13516.0,100472.0,72093.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
28,660012,J,2019-05-29 20:01:33,13516,100472,72093,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
29,660013,G,2019-05-28 17:21:54,0,0,62514,1,82348,76086.0,76086.0,52200.0,2.0,6262.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
30,660013,H,2019-05-29 14:30:00,76086,76086,52200,2,6262,6262.0,82348.0,58462.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
31,660013,J,2019-05-29 16:14:22,6262,82348,58462,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
32,660019,G,2019-05-29 18:01:12,0,0,64872,2,80554,5489.0,5489.0,70361.0,2.0,75065.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,4
33,660019,H,2019-05-29 19:32:41,5489,5489,70361,2,75065,63821.0,69310.0,47782.0,3.0,11244.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,I,2,4
34,660019,I,2019-05-30 13:16:22,63821,69310,47782,3,11244,11244.0,80554.0,59026.0,3.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,J,3,4
35,660019,J,2019-05-30 16:23:46,11244,80554,59026,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,4,4
36,660024,G,2019-05-31 09:59:47,0,0,35987,4,38882,10982.0,10982.0,46969.0,4.0,27900.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
37,660024,H,2019-05-31 13:02:49,10982,10982,46969,4,27900,27900.0,38882.0,74869.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
38,660024,J,2019-05-31 20:47:49,27900,38882,74869,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
39,660025,G,2019-05-31 11:02:37,0,0,39757,4,15044,8965.0,8965.0,48722.0,4.0,6079.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
40,660025,H,2019-05-31 13:32:02,8965,8965,48722,4,6079,6079.0,15044.0,54801.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
41,660025,J,2019-05-31 15:13:21,6079,15044,54801,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
42,660026,G,2019-05-31 12:36:18,0,0,45378,4,346370,266902.0,266902.0,53080.0,0.0,79468.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
43,660026,H,2019-06-03 14:44:40,266902,266902,53080,0,79468,79468.0,346370.0,46148.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
44,660026,J,2019-06-04 12:49:08,79468,346370,46148,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
45,660028,G,2019-06-03 10:42:52,0,0,38572,0,170080,39119.0,39119.0,77691.0,0.0,130961.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
46,660028,H,2019-06-03 21:34:51,39119,39119,77691,0,130961,130961.0,170080.0,35852.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
47,660028,J,2019-06-05 09:57:32,130961,170080,35852,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
48,660029,G,2019-06-03 13:21:46,0,0,48106,0,74012,6847.0,6847.0,54953.0,0.0,67165.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
49,660029,H,2019-06-03 15:15:53,6847,6847,54953,0,67165,67165.0,74012.0,35718.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
50,660029,J,2019-06-04 09:55:18,67165,74012,35718,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
51,660030,G,2019-06-03 16:22:21,0,0,58941,0,166227,68753.0,68753.0,41294.0,1.0,97474.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
52,660030,H,2019-06-04 11:28:14,68753,68753,41294,1,97474,97474.0,166227.0,52368.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
53,660030,J,2019-06-05 14:32:48,97474,166227,52368,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
54,660031,G,2019-06-03 18:10:26,0,0,65426,0,164867,140445.0,140445.0,33071.0,2.0,24422.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,4
55,660031,H,2019-06-05 09:11:11,140445,140445,33071,2,24422,16943.0,157388.0,50014.0,2.0,7479.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,I,2,4
56,660031,I,2019-06-05 13:53:34,16943,157388,50014,2,7479,7479.0,164867.0,57493.0,2.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,J,3,4
57,660031,J,2019-06-05 15:58:13,7479,164867,57493,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,4,4
58,660032,G,2019-06-03 19:30:05,0,0,70205,0,72558,57709.0,57709.0,41514.0,1.0,14849.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
59,660032,H,2019-06-04 11:31:54,57709,57709,41514,1,14849,14849.0,72558.0,56363.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
60,660032,J,2019-06-04 15:39:23,14849,72558,56363,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
61,660033,G,2019-06-04 01:00:00,0,0,3600,1,117661,36946.0,36946.0,40546.0,1.0,80715.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
62,660033,H,2019-06-04 11:15:46,36946,36946,40546,1,80715,80715.0,117661.0,34861.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
63,660033,J,2019-06-05 09:41:01,80715,117661,34861,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
64,660034,G,2019-06-04 10:21:54,0,0,37314,1,20083,3784.0,3784.0,41098.0,1.0,16299.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
65,660034,H,2019-06-04 11:24:58,3784,3784,41098,1,16299,16299.0,20083.0,57397.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
66,660034,J,2019-06-04 15:56:37,16299,20083,57397,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
67,660037,G,2019-06-04 16:01:06,0,0,57666,1,94463,3215.0,3215.0,60881.0,1.0,91248.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
68,660037,H,2019-06-04 16:54:41,3215,3215,60881,1,91248,91248.0,94463.0,65729.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
69,660037,J,2019-06-05 18:15:29,91248,94463,65729,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
70,660039,G,2019-06-05 09:43:33,0,0,35013,2,42783,19524.0,19524.0,54537.0,2.0,23259.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,4
71,660039,H,2019-06-05 15:08:57,19524,19524,54537,2,23259,4584.0,24108.0,59121.0,2.0,18675.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,I,2,4
72,660039,I,2019-06-05 16:25:21,4584,24108,59121,2,18675,18675.0,42783.0,77796.0,2.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,J,3,4
73,660039,J,2019-06-05 21:36:36,18675,42783,77796,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,4,4
74,660040,G,2019-06-05 10:43:20,0,0,38600,2,110681,21417.0,21417.0,60017.0,2.0,89264.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
75,660040,H,2019-06-05 16:40:17,21417,21417,60017,2,89264,89264.0,110681.0,62881.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
76,660040,J,2019-06-06 17:28:01,89264,110681,62881,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
77,660042,G,2019-06-05 13:57:20,0,0,50240,2,9965,9290.0,9290.0,59530.0,2.0,675.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
78,660042,H,2019-06-05 16:32:10,9290,9290,59530,2,675,675.0,9965.0,60205.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
79,660042,J,2019-06-05 16:43:25,675,9965,60205,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
80,660043,G,2019-06-05 15:22:57,0,0,55377,2,70128,15501.0,15501.0,70878.0,2.0,54627.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
81,660043,H,2019-06-05 19:41:18,15501,15501,70878,2,54627,54627.0,70128.0,39105.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
82,660043,J,2019-06-06 10:51:45,54627,70128,39105,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
83,660044,G,2019-06-05 16:31:53,0,0,59513,2,152062,72509.0,72509.0,45622.0,3.0,79553.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
84,660044,H,2019-06-06 12:40:22,72509,72509,45622,3,79553,79553.0,152062.0,38775.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
85,660044,J,2019-06-07 10:46:15,79553,152062,38775,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
86,660045,G,2019-06-06 08:37:01,0,0,31021,3,113615,6139.0,6139.0,37160.0,3.0,107476.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,4
87,660045,H,2019-06-06 10:19:20,6139,6139,37160,3,107476,14699.0,20838.0,51859.0,3.0,92777.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,I,2,4
88,660045,I,2019-06-06 14:24:19,14699,20838,51859,3,92777,92777.0,113615.0,58236.0,4.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,J,3,4
89,660045,J,2019-06-07 16:10:36,92777,113615,58236,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,4,4
90,660046,G,2019-06-06 10:21:38,0,0,37298,3,19453,2102.0,2102.0,39400.0,3.0,17351.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
91,660046,H,2019-06-06 10:56:40,2102,2102,39400,3,17351,17351.0,19453.0,56751.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
92,660046,J,2019-06-06 15:45:51,17351,19453,56751,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
93,660048,G,2019-06-06 14:37:28,0,0,52648,3,328230,67563.0,67563.0,33811.0,4.0,260667.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,4
94,660048,H,2019-06-07 09:23:31,67563,67563,33811,4,260667,11587.0,79150.0,45398.0,4.0,249080.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,I,2,4
95,660048,I,2019-06-07 12:36:38,11587,79150,45398,4,249080,249080.0,328230.0,35278.0,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,J,3,4
96,660048,J,2019-06-10 09:47:58,249080,328230,35278,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,4,4
97,660049,G,2019-06-06 16:20:03,0,0,58803,3,78265,63607.0,63607.0,36010.0,4.0,14658.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
98,660049,H,2019-06-07 10:00:10,63607,63607,36010,4,14658,14658.0,78265.0,50668.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
99,660049,J,2019-06-07 14:04:28,14658,78265,50668,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
100,660050,G,2019-06-07 10:54:38,0,0,39278,4,348147,21868.0,21868.0,61146.0,4.0,326279.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
101,660050,H,2019-06-07 16:59:06,21868,21868,61146,4,326279,326279.0,348147.0,41825.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
102,660050,J,2019-06-11 11:37:05,326279,348147,41825,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
103,660052,G,2019-06-07 13:43:45,0,0,49425,4,335632,270816.0,270816.0,61041.0,0.0,64816.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
104,660052,H,2019-06-10 16:57:21,270816,270816,61041,0,64816,64816.0,335632.0,39457.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
105,660052,J,2019-06-11 10:57:37,64816,335632,39457,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
106,660055,G,2019-06-07 21:54:37,0,0,78877,4,306293,224960.0,224960.0,44637.0,0.0,81333.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
107,660055,H,2019-06-10 12:23:57,224960,224960,44637,0,81333,81333.0,306293.0,39570.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
108,660055,J,2019-06-11 10:59:30,81333,306293,39570,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
109,660056,G,2019-06-09 01:00:00,0,0,3600,6,150314,118350.0,118350.0,35550.0,0.0,31964.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
110,660056,H,2019-06-10 09:52:30,118350,118350,35550,0,31964,31964.0,150314.0,67514.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
111,660056,J,2019-06-10 18:45:14,31964,150314,67514,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
112,660057,G,2019-06-10 10:26:27,0,0,37587,0,99740,24302.0,24302.0,61889.0,0.0,75438.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
113,660057,H,2019-06-10 17:11:29,24302,24302,61889,0,75438,75438.0,99740.0,50927.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
114,660057,J,2019-06-11 14:08:47,75438,99740,50927,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
115,660059,G,2019-06-10 15:31:20,0,0,55880,0,147646,100749.0,100749.0,70229.0,1.0,46897.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
116,660059,H,2019-06-11 19:30:29,100749,100749,70229,1,46897,46897.0,147646.0,30726.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
117,660059,J,2019-06-12 08:32:06,46897,147646,30726,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
118,660060,G,2019-06-10 16:01:39,0,0,57699,0,148962,101063.0,101063.0,72362.0,1.0,47899.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
119,660060,H,2019-06-11 20:06:02,101063,101063,72362,1,47899,47899.0,148962.0,33861.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
120,660060,J,2019-06-12 09:24:21,47899,148962,33861,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
121,660061,G,2019-06-11 11:14:02,0,0,40442,1,93829,82439.0,82439.0,36481.0,2.0,11390.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
122,660061,H,2019-06-12 10:08:01,82439,82439,36481,2,11390,11390.0,93829.0,47871.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
123,660061,J,2019-06-12 13:17:51,11390,93829,47871,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
124,660062,G,2019-06-11 11:57:25,0,0,43045,1,102102,17381.0,17381.0,60426.0,1.0,84721.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
125,660062,H,2019-06-11 16:47:06,17381,17381,60426,1,84721,84721.0,102102.0,58747.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
126,660062,J,2019-06-12 16:19:07,84721,102102,58747,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
127,660063,G,2019-06-11 15:49:49,0,0,56989,1,154176,68692.0,68692.0,39281.0,2.0,85484.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
128,660063,H,2019-06-12 10:54:41,68692,68692,39281,2,85484,85484.0,154176.0,38365.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
129,660063,J,2019-06-13 10:39:25,85484,154176,38365,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
130,660064,G,2019-06-11 16:17:39,0,0,58659,1,70350,62067.0,62067.0,34326.0,2.0,8283.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
131,660064,H,2019-06-12 09:32:06,62067,62067,34326,2,8283,8283.0,70350.0,42609.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
132,660064,J,2019-06-12 11:50:09,8283,70350,42609,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
133,660066,G,2019-06-12 09:46:21,0,0,35181,2,94409,10014.0,10014.0,45195.0,2.0,84395.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
134,660066,H,2019-06-12 12:33:15,10014,10014,45195,2,84395,84395.0,94409.0,43190.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
135,660066,J,2019-06-13 11:59:50,84395,94409,43190,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
136,660067,G,2019-06-12 12:23:12,0,0,44592,2,18311,14693.0,14693.0,59285.0,2.0,3618.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
137,660067,H,2019-06-12 16:28:05,14693,14693,59285,2,3618,3618.0,18311.0,62903.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
138,660067,J,2019-06-12 17:28:23,3618,18311,62903,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
139,660068,G,2019-06-12 12:33:07,0,0,45187,2,31842,19543.0,19543.0,64730.0,2.0,12299.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
140,660068,H,2019-06-12 17:58:50,19543,19543,64730,2,12299,12299.0,31842.0,77029.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
141,660068,J,2019-06-12 21:23:49,12299,31842,77029,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
142,660070,G,2019-06-13 15:10:08,0,0,54608,3,64589,5829.0,5829.0,60437.0,3.0,58760.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
143,660070,H,2019-06-13 16:47:17,5829,5829,60437,3,58760,58760.0,64589.0,32797.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
144,660070,J,2019-06-14 09:06:37,58760,64589,32797,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
145,660071,G,2019-06-13 15:18:03,0,0,55083,3,78770,66691.0,66691.0,35374.0,4.0,12079.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
146,660071,H,2019-06-14 09:49:34,66691,66691,35374,4,12079,12079.0,78770.0,47453.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
147,660071,J,2019-06-14 13:10:53,12079,78770,47453,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
