,Case_ID,Activity,Timestamp,Items,Customers,Orders,Amount_Items,Amount_Orders,Time_Diff,Time_Since_Start,Time_Since_Midnight,Weekday,Remaining_Time,Next_Time_Diff,Next_Time_Since_Start,Next_Time_Since_Midnight,Next_Weekday,Next_Remaining_Time,Act_!,Act_G,Act_H,Act_I,Act_J,Cust_a,Cust_b,Cust_c,Cust_d,Cust_e,Cust_f,Cust_g,Cust_h,Cust_i,Cust_j,Cust_k,Cust_l,Cust_m,Cust_n,Cust_o,Cust_p,Cust_q,Next_Act_!,Next_Act_G,Next_Act_H,Next_Act_I,Next_Act_J,Next_Activity,Position,Trace_Len
10,660004,J,2019-05-27 12:39:25,"['880026', '880078', '880024', '880028', '880010', '880113', '880012', '880011', '880023', '880025', '880077']",c,"['990028', '990019', '990003', '990008']",11,4,10164,247781,45565,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
11,660006,G,2019-05-27 11:49:13,"['880118', '880121', '880129', '880036', '880120', '880122', '880128']",g,"['990033', '990010', '990030']",7,3,0,0,42553,0,100881,88840.0,88840.0,44993.0,1.0,12041.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
12,660006,H,2019-05-28 12:29:53,"['880118', '880121', '880129', '880036', '880120', '880122', '880128']",g,"['990033', '990010', '990030']",7,3,88840,88840,44993,1,12041,12041.0,100881.0,57034.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
13,660006,J,2019-05-28 15:50:34,"['880118', '880121', '880129', '880036', '880120', '880122', '880128']",g,"['990033', '990010', '990030']",7,3,12041,100881,57034,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
14,660007,G,2019-05-27 15:11:01,"['880062', '880064', '880059', '880063']",i,['990015'],4,1,0,0,54661,0,104239,71547.0,71547.0,39808.0,1.0,32692.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
15,660007,H,2019-05-28 11:03:28,"['880062', '880064', '880059', '880063']",i,['990015'],4,1,71547,71547,39808,1,32692,32692.0,104239.0,72500.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
16,660007,J,2019-05-28 20:08:20,"['880062', '880064', '880059', '880063']",i,['990015'],4,1,32692,104239,72500,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
17,660008,G,2019-05-27 16:26:44,"['880146', '880075', '880110', '880056', '880058', '880074', '880076', '880057', '880054']",h,"['990018', '990038', '990014', '990027']",9,4,0,0,59204,0,91555,9055.0,9055.0,68259.0,0.0,82500.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
18,660008,H,2019-05-27 18:57:39,"['880146', '880075', '880110', '880056', '880058', '880074', '880076', '880057', '880054']",h,"['990018', '990038', '990014', '990027']",9,4,9055,9055,68259,0,82500,82500.0,91555.0,64359.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
19,660008,J,2019-05-28 17:52:39,"['880146', '880075', '880110', '880056', '880058', '880074', '880076', '880057', '880054']",h,"['990018', '990038', '990014', '990027']",9,4,82500,91555,64359,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
20,660010,G,2019-05-28 11:12:33,"['880090', '880091', '880148', '880123', '880092', '880089', '880088']",l,"['990031', '990040', '990023', '990022']",7,4,0,0,40353,1,78943,17124.0,17124.0,57477.0,1.0,61819.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
21,660010,H,2019-05-28 15:57:57,"['880090', '880091', '880148', '880123', '880092', '880089', '880088']",l,"['990031', '990040', '990023', '990022']",7,4,17124,17124,57477,1,61819,61819.0,78943.0,32896.0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
22,660010,J,2019-05-29 09:08:16,"['880090', '880091', '880148', '880123', '880092', '880089', '880088']",l,"['990031', '990040', '990023', '990022']",7,4,61819,78943,32896,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
23,660011,G,2019-05-28 14:22:11,"['880096', '880154', '880094', '880156', '880095', '880150']",m,"['990041', '990024']",6,2,0,0,51731,1,70568,5962.0,5962.0,57693.0,1.0,64606.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
24,660011,H,2019-05-28 16:01:33,"['880096', '880154', '880094', '880156', '880095', '880150']",m,"['990041', '990024']",6,2,5962,5962,57693,1,64606,64606.0,70568.0,35899.0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
25,660011,J,2019-05-29 09:58:19,"['880096', '880154', '880094', '880156', '880095', '880150']",m,"['990041', '990024']",6,2,64606,70568,35899,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
26,660012,G,2019-05-28 16:07:01,"['880081', '880202', '880125', '880080', '880079']",j,"['990052', '990032', '990020']",5,3,0,0,58021,1,100472,86956.0,86956.0,58577.0,2.0,13516.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
27,660012,H,2019-05-29 16:16:17,"['880081', '880202', '880125', '880080', '880079']",j,"['990052', '990032', '990020']",5,3,86956,86956,58577,2,13516,13516.0,100472.0,72093.0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
28,660012,J,2019-05-29 20:01:33,"['880081', '880202', '880125', '880080', '880079']",j,"['990052', '990032', '990020']",5,3,13516,100472,72093,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
29,660013,G,2019-05-28 17:21:54,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",b,"['990046', '990011', '990013', '990012', '990036', '990009']",12,6,0,0,62514,1,82348,76086.0,76086.0,52200.0,2.0,6262.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
30,660013,H,2019-05-29 14:30:00,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",b,"['990046', '990011', '990013', '990012', '990036', '990009']",12,6,76086,76086,52200,2,6262,6262.0,82348.0,58462.0,2.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
31,660013,J,2019-05-29 16:14:22,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",b,"['990046', '990011', '990013', '990012', '990036', '990009']",12,6,6262,82348,58462,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
32,660019,G,2019-05-29 18:01:12,"['880136', '880138', '880137', '880205', '880206', '880197', '880195']",o,"['990053', '990035', '990050']",7,3,0,0,64872,2,80554,5489.0,5489.0,70361.0,2.0,75065.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,H,1,4
33,660019,H,2019-05-29 19:32:41,"['880136', '880138', '880137', '880205', '880206', '880197', '880195']",o,"['990053', '990035', '990050']",7,3,5489,5489,70361,2,75065,63821.0,69310.0,47782.0,3.0,11244.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,I,2,4
34,660019,I,2019-05-30 13:16:22,"['880136', '880138', '880137', '880205', '880206', '880197', '880195']",o,"['990053', '990035', '990050']",7,3,63821,69310,47782,3,11244,11244.0,80554.0,59026.0,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,3,4
35,660019,J,2019-05-30 16:23:46,"['880136', '880138', '880137', '880205', '880206', '880197', '880195']",o,"['990053', '990035', '990050']",7,3,11244,80554,59026,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,!,4,4
36,660024,G,2019-05-31 09:59:47,"['880246', '880163', '880160']",e,"['990065', '990042']",3,2,0,0,35987,4,38882,10982.0,10982.0,46969.0,4.0,27900.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
37,660024,H,2019-05-31 13:02:49,"['880246', '880163', '880160']",e,"['990065', '990042']",3,2,10982,10982,46969,4,27900,27900.0,38882.0,74869.0,4.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
38,660024,J,2019-05-31 20:47:49,"['880246', '880163', '880160']",e,"['990065', '990042']",3,2,27900,38882,74869,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
39,660025,G,2019-05-31 11:02:37,"['880152', '880151', '880153']",m,['990041'],3,1,0,0,39757,4,15044,8965.0,8965.0,48722.0,4.0,6079.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
40,660025,H,2019-05-31 13:32:02,"['880152', '880151', '880153']",m,['990041'],3,1,8965,8965,48722,4,6079,6079.0,15044.0,54801.0,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
41,660025,J,2019-05-31 15:13:21,"['880152', '880151', '880153']",m,['990041'],3,1,6079,15044,54801,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
42,660026,G,2019-05-31 12:36:18,"['880204', '880203', '880207', '880209', '880126', '880208', '880276', '880210', '880201']",j,"['990052', '990032', '990071', '990054']",9,4,0,0,45378,4,346370,266902.0,266902.0,53080.0,0.0,79468.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
43,660026,H,2019-06-03 14:44:40,"['880204', '880203', '880207', '880209', '880126', '880208', '880276', '880210', '880201']",j,"['990052', '990032', '990071', '990054']",9,4,266902,266902,53080,0,79468,79468.0,346370.0,46148.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
44,660026,J,2019-06-04 12:49:08,"['880204', '880203', '880207', '880209', '880126', '880208', '880276', '880210', '880201']",j,"['990052', '990032', '990071', '990054']",9,4,79468,346370,46148,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
45,660028,G,2019-06-03 10:42:52,"['880212', '880235', '880214', '880199', '880236', '880213', '880200']",q,"['990051', '990055', '990062']",7,3,0,0,38572,0,170080,39119.0,39119.0,77691.0,0.0,130961.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,H,1,3
46,660028,H,2019-06-03 21:34:51,"['880212', '880235', '880214', '880199', '880236', '880213', '880200']",q,"['990051', '990055', '990062']",7,3,39119,39119,77691,0,130961,130961.0,170080.0,35852.0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,J,2,3
47,660028,J,2019-06-05 09:57:32,"['880212', '880235', '880214', '880199', '880236', '880213', '880200']",q,"['990051', '990055', '990062']",7,3,130961,170080,35852,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
48,660029,G,2019-06-03 13:21:46,"['880258', '880255', '880116', '880254', '880253', '880257', '880252']",n,"['990067', '990029']",7,2,0,0,48106,0,74012,6847.0,6847.0,54953.0,0.0,67165.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
49,660029,H,2019-06-03 15:15:53,"['880258', '880255', '880116', '880254', '880253', '880257', '880252']",n,"['990067', '990029']",7,2,6847,6847,54953,0,67165,67165.0,74012.0,35718.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
50,660029,J,2019-06-04 09:55:18,"['880258', '880255', '880116', '880254', '880253', '880257', '880252']",n,"['990067', '990029']",7,2,67165,74012,35718,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
51,660030,G,2019-06-03 16:22:21,"['880239', '880240', '880244', '880111']",h,"['990064', '990027']",4,2,0,0,58941,0,166227,68753.0,68753.0,41294.0,1.0,97474.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
52,660030,H,2019-06-04 11:28:14,"['880239', '880240', '880244', '880111']",h,"['990064', '990027']",4,2,68753,68753,41294,1,97474,97474.0,166227.0,52368.0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
53,660030,J,2019-06-05 14:32:48,"['880239', '880240', '880244', '880111']",h,"['990064', '990027']",4,2,97474,166227,52368,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
54,660031,G,2019-06-03 18:10:26,"['880321', '880130', '880319', '880132']",k,"['990082', '990034']",4,2,0,0,65426,0,164867,140445.0,140445.0,33071.0,2.0,24422.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,4
55,660031,H,2019-06-05 09:11:11,"['880321', '880130', '880319', '880132']",k,"['990082', '990034']",4,2,140445,140445,33071,2,24422,16943.0,157388.0,50014.0,2.0,7479.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,I,2,4
56,660031,I,2019-06-05 13:53:34,"['880321', '880130', '880319', '880132']",k,"['990082', '990034']",4,2,16943,157388,50014,2,7479,7479.0,164867.0,57493.0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,J,3,4
57,660031,J,2019-06-05 15:58:13,"['880321', '880130', '880319', '880132']",k,"['990082', '990034']",4,2,7479,164867,57493,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,4,4
58,660032,G,2019-06-03 19:30:05,"['880217', '880237', '880306', '880307', '880227', '880185']",f,"['990060', '990079', '990063', '990048', '990056']",6,5,0,0,70205,0,72558,57709.0,57709.0,41514.0,1.0,14849.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
59,660032,H,2019-06-04 11:31:54,"['880217', '880237', '880306', '880307', '880227', '880185']",f,"['990060', '990079', '990063', '990048', '990056']",6,5,57709,57709,41514,1,14849,14849.0,72558.0,56363.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
60,660032,J,2019-06-04 15:39:23,"['880217', '880237', '880306', '880307', '880227', '880185']",f,"['990060', '990079', '990063', '990048', '990056']",6,5,14849,72558,56363,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
61,660033,G,2019-06-04 01:00:00,"['880250', '880248', '880249', '880093', '880251']",l,"['990066', '990023']",5,2,0,0,3600,1,117661,36946.0,36946.0,40546.0,1.0,80715.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
62,660033,H,2019-06-04 11:15:46,"['880250', '880248', '880249', '880093', '880251']",l,"['990066', '990023']",5,2,36946,36946,40546,1,80715,80715.0,117661.0,34861.0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
63,660033,J,2019-06-05 09:41:01,"['880250', '880248', '880249', '880093', '880251']",l,"['990066', '990023']",5,2,80715,117661,34861,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
64,660034,G,2019-06-04 10:21:54,"['880300', '880294', '880295', '880135', '880296', '880298', '880299', '880196', '880293']",o,"['990035', '990077', '990076', '990050']",9,4,0,0,37314,1,20083,3784.0,3784.0,41098.0,1.0,16299.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
65,660034,H,2019-06-04 11:24:58,"['880300', '880294', '880295', '880135', '880296', '880298', '880299', '880196', '880293']",o,"['990035', '990077', '990076', '990050']",9,4,3784,3784,41098,1,16299,16299.0,20083.0,57397.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
66,660034,J,2019-06-04 15:56:37,"['880300', '880294', '880295', '880135', '880296', '880298', '880299', '880196', '880293']",o,"['990035', '990077', '990076', '990050']",9,4,16299,20083,57397,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
67,660037,G,2019-06-04 16:01:06,"['880304', '880325', '880301', '880281', '880280', '880282', '880302', '880283', '880324']",d,"['990073', '990078', '990083']",9,3,0,0,57666,1,94463,3215.0,3215.0,60881.0,1.0,91248.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
68,660037,H,2019-06-04 16:54:41,"['880304', '880325', '880301', '880281', '880280', '880282', '880302', '880283', '880324']",d,"['990073', '990078', '990083']",9,3,3215,3215,60881,1,91248,91248.0,94463.0,65729.0,2.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
69,660037,J,2019-06-05 18:15:29,"['880304', '880325', '880301', '880281', '880280', '880282', '880302', '880283', '880324']",d,"['990073', '990078', '990083']",9,3,91248,94463,65729,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
70,660039,G,2019-06-05 09:43:33,"['880045', '880178', '880340', '880342', '880284']",b,"['990046', '990074', '990086', '990012']",5,4,0,0,35013,2,42783,19524.0,19524.0,54537.0,2.0,23259.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,4
71,660039,H,2019-06-05 15:08:57,"['880045', '880178', '880340', '880342', '880284']",b,"['990046', '990074', '990086', '990012']",5,4,19524,19524,54537,2,23259,4584.0,24108.0,59121.0,2.0,18675.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,I,2,4
72,660039,I,2019-06-05 16:25:21,"['880045', '880178', '880340', '880342', '880284']",b,"['990046', '990074', '990086', '990012']",5,4,4584,24108,59121,2,18675,18675.0,42783.0,77796.0,2.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,J,3,4
73,660039,J,2019-06-05 21:36:36,"['880045', '880178', '880340', '880342', '880284']",b,"['990046', '990074', '990086', '990012']",5,4,18675,42783,77796,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,4,4
74,660040,G,2019-06-05 10:43:20,"['880279', '880311', '880312', '880313']",c,"['990080', '990072']",4,2,0,0,38600,2,110681,21417.0,21417.0,60017.0,2.0,89264.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
