,Case_ID,Activity,Timestamp,Time_Diff,Time_Since_Start,Time_Since_Midnight,Weekday,Remaining_Time,Next_Time_Diff,Next_Time_Since_Start,Next_Time_Since_Midnight,Next_Weekday,Next_Remaining_Time,Act_!,Act_G,Act_H,Act_I,Act_J,Next_Act_!,Next_Act_G,Next_Act_H,Next_Act_I,Next_Act_J,Next_Activity,Position,Trace_Len
17,660006,G,2019-05-27 11:49:13,0,0,42553,0,100881,88840.0,88840.0,44993.0,1.0,12041.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
18,660006,H,2019-05-28 12:29:53,88840,88840,44993,1,12041,12041.0,100881.0,57034.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
19,660006,J,2019-05-28 15:50:34,12041,100881,57034,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
20,660007,G,2019-05-27 15:11:01,0,0,54661,0,104239,71547.0,71547.0,39808.0,1.0,32692.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
21,660007,H,2019-05-28 11:03:28,71547,71547,39808,1,32692,32692.0,104239.0,72500.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
22,660007,J,2019-05-28 20:08:20,32692,104239,72500,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
23,660008,G,2019-05-27 16:26:44,0,0,59204,0,91555,9055.0,9055.0,68259.0,0.0,82500.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
24,660008,H,2019-05-27 18:57:39,9055,9055,68259,0,82500,82500.0,91555.0,64359.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
25,660008,J,2019-05-28 17:52:39,82500,91555,64359,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
26,660009,G,2019-05-28 09:49:33,0,0,35373,1,94326,23456.0,23456.0,58829.0,1.0,70870.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
27,660009,H,2019-05-28 16:20:29,23456,23456,58829,1,70870,70870.0,94326.0,43299.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
28,660009,J,2019-05-29 12:01:39,70870,94326,43299,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
29,660010,G,2019-05-28 11:12:33,0,0,40353,1,78943,17124.0,17124.0,57477.0,1.0,61819.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
30,660010,H,2019-05-28 15:57:57,17124,17124,57477,1,61819,61819.0,78943.0,32896.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
31,660010,J,2019-05-29 09:08:16,61819,78943,32896,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
32,660011,G,2019-05-28 14:22:11,0,0,51731,1,70568,5962.0,5962.0,57693.0,1.0,64606.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
33,660011,H,2019-05-28 16:01:33,5962,5962,57693,1,64606,64606.0,70568.0,35899.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
34,660011,J,2019-05-29 09:58:19,64606,70568,35899,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
35,660012,G,2019-05-28 16:07:01,0,0,58021,1,100472,86956.0,86956.0,58577.0,2.0,13516.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
36,660012,H,2019-05-29 16:16:17,86956,86956,58577,2,13516,13516.0,100472.0,72093.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
37,660012,J,2019-05-29 20:01:33,13516,100472,72093,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
38,660013,G,2019-05-28 17:21:54,0,0,62514,1,82348,76086.0,76086.0,52200.0,2.0,6262.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
39,660013,H,2019-05-29 14:30:00,76086,76086,52200,2,6262,6262.0,82348.0,58462.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
40,660013,J,2019-05-29 16:14:22,6262,82348,58462,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
41,660014,G,2019-05-29 11:18:17,0,0,40697,2,83787,29448.0,29448.0,70145.0,2.0,54339.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
42,660014,H,2019-05-29 19:29:05,29448,29448,70145,2,54339,54339.0,83787.0,38084.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
43,660014,J,2019-05-30 10:34:44,54339,83787,38084,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
44,660015,G,2019-05-29 13:59:21,0,0,50361,2,89481,18551.0,18551.0,68912.0,2.0,70930.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
45,660015,H,2019-05-29 19:08:32,18551,18551,68912,2,70930,70930.0,89481.0,53442.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
46,660015,J,2019-05-30 14:50:42,70930,89481,53442,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
47,660016,G,2019-05-29 15:38:06,0,0,56286,2,73480,66736.0,66736.0,36622.0,3.0,6744.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
48,660016,H,2019-05-30 10:10:22,66736,66736,36622,3,6744,6744.0,73480.0,43366.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
49,660016,J,2019-05-30 12:02:46,6744,73480,43366,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
50,660017,G,2019-05-29 16:14:37,0,0,58477,2,153930,65108.0,65108.0,37185.0,3.0,88822.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
51,660017,H,2019-05-30 10:19:45,65108,65108,37185,3,88822,88822.0,153930.0,39607.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
52,660017,J,2019-05-31 11:00:07,88822,153930,39607,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
53,660018,G,2019-05-29 17:38:50,0,0,63530,2,79447,70722.0,70722.0,47852.0,3.0,8725.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
54,660018,H,2019-05-30 13:17:32,70722,70722,47852,3,8725,8725.0,79447.0,56577.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
55,660018,J,2019-05-30 15:42:57,8725,79447,56577,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
56,660019,G,2019-05-29 18:01:12,0,0,64872,2,80554,5489.0,5489.0,70361.0,2.0,75065.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,4
57,660019,H,2019-05-29 19:32:41,5489,5489,70361,2,75065,63821.0,69310.0,47782.0,3.0,11244.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,I,2,4
58,660019,I,2019-05-30 13:16:22,63821,69310,47782,3,11244,11244.0,80554.0,59026.0,3.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,J,3,4
59,660019,J,2019-05-30 16:23:46,11244,80554,59026,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,4,4
60,660020,G,2019-05-30 01:00:00,0,0,3600,3,141499,49104.0,49104.0,52704.0,3.0,92395.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,6
61,660020,H,2019-05-30 14:38:24,49104,49104,52704,3,92395,6948.0,56052.0,59652.0,3.0,85447.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,I,2,6
62,660020,I,2019-05-30 16:34:12,6948,56052,59652,3,85447,64558.0,120610.0,37810.0,4.0,20889.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,I,3,6
63,660020,I,2019-05-31 10:30:10,64558,120610,37810,4,20889,16083.0,136693.0,53893.0,4.0,4806.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,I,4,6
64,660020,I,2019-05-31 14:58:13,16083,136693,53893,4,4806,4806.0,141499.0,58699.0,4.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,J,5,6
65,660020,J,2019-05-31 16:18:19,4806,141499,58699,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,6,6
66,660021,G,2019-05-30 15:56:05,0,0,57365,3,75785,72681.0,72681.0,43646.0,4.0,3104.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
67,660021,H,2019-05-31 12:07:26,72681,72681,43646,4,3104,3104.0,75785.0,46750.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
68,660021,J,2019-05-31 12:59:10,3104,75785,46750,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
69,660022,G,2019-05-30 17:36:37,0,0,63397,3,342044,323214.0,323214.0,41011.0,0.0,18830.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
70,660022,H,2019-06-03 11:23:31,323214,323214,41011,0,18830,18830.0,342044.0,59841.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
71,660022,J,2019-06-03 16:37:21,18830,342044,59841,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
72,660023,G,2019-05-30 20:10:16,0,0,72616,3,306261,59232.0,59232.0,45448.0,4.0,247029.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
73,660023,H,2019-05-31 12:37:28,59232,59232,45448,4,247029,247029.0,306261.0,33277.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
74,660023,J,2019-06-03 09:14:37,247029,306261,33277,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
75,660024,G,2019-05-31 09:59:47,0,0,35987,4,38882,10982.0,10982.0,46969.0,4.0,27900.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
76,660024,H,2019-05-31 13:02:49,10982,10982,46969,4,27900,27900.0,38882.0,74869.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
77,660024,J,2019-05-31 20:47:49,27900,38882,74869,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
78,660025,G,2019-05-31 11:02:37,0,0,39757,4,15044,8965.0,8965.0,48722.0,4.0,6079.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
79,660025,H,2019-05-31 13:32:02,8965,8965,48722,4,6079,6079.0,15044.0,54801.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
80,660025,J,2019-05-31 15:13:21,6079,15044,54801,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
81,660026,G,2019-05-31 12:36:18,0,0,45378,4,346370,266902.0,266902.0,53080.0,0.0,79468.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
82,660026,H,2019-06-03 14:44:40,266902,266902,53080,0,79468,79468.0,346370.0,46148.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
83,660026,J,2019-06-04 12:49:08,79468,346370,46148,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
84,660027,G,2019-05-31 19:05:24,0,0,68724,4,314812,241355.0,241355.0,50879.0,0.0,73457.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
85,660027,H,2019-06-03 14:07:59,241355,241355,50879,0,73457,73457.0,314812.0,37936.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
86,660027,J,2019-06-04 10:32:16,73457,314812,37936,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
87,660028,G,2019-06-03 10:42:52,0,0,38572,0,170080,39119.0,39119.0,77691.0,0.0,130961.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
88,660028,H,2019-06-03 21:34:51,39119,39119,77691,0,130961,130961.0,170080.0,35852.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
89,660028,J,2019-06-05 09:57:32,130961,170080,35852,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
90,660029,G,2019-06-03 13:21:46,0,0,48106,0,74012,6847.0,6847.0,54953.0,0.0,67165.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
91,660029,H,2019-06-03 15:15:53,6847,6847,54953,0,67165,67165.0,74012.0,35718.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
92,660029,J,2019-06-04 09:55:18,67165,74012,35718,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
93,660030,G,2019-06-03 16:22:21,0,0,58941,0,166227,68753.0,68753.0,41294.0,1.0,97474.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
94,660030,H,2019-06-04 11:28:14,68753,68753,41294,1,97474,97474.0,166227.0,52368.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
95,660030,J,2019-06-05 14:32:48,97474,166227,52368,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
96,660031,G,2019-06-03 18:10:26,0,0,65426,0,164867,140445.0,140445.0,33071.0,2.0,24422.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,4
97,660031,H,2019-06-05 09:11:11,140445,140445,33071,2,24422,16943.0,157388.0,50014.0,2.0,7479.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,I,2,4
98,660031,I,2019-06-05 13:53:34,16943,157388,50014,2,7479,7479.0,164867.0,57493.0,2.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,J,3,4
99,660031,J,2019-06-05 15:58:13,7479,164867,57493,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,4,4
100,660032,G,2019-06-03 19:30:05,0,0,70205,0,72558,57709.0,57709.0,41514.0,1.0,14849.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
101,660032,H,2019-06-04 11:31:54,57709,57709,41514,1,14849,14849.0,72558.0,56363.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
102,660032,J,2019-06-04 15:39:23,14849,72558,56363,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
103,660033,G,2019-06-04 01:00:00,0,0,3600,1,117661,36946.0,36946.0,40546.0,1.0,80715.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
104,660033,H,2019-06-04 11:15:46,36946,36946,40546,1,80715,80715.0,117661.0,34861.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
105,660033,J,2019-06-05 09:41:01,80715,117661,34861,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
106,660034,G,2019-06-04 10:21:54,0,0,37314,1,20083,3784.0,3784.0,41098.0,1.0,16299.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
107,660034,H,2019-06-04 11:24:58,3784,3784,41098,1,16299,16299.0,20083.0,57397.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
108,660034,J,2019-06-04 15:56:37,16299,20083,57397,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
109,660035,G,2019-06-04 12:25:02,0,0,44702,1,85978,10434.0,10434.0,55136.0,1.0,75544.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
110,660035,H,2019-06-04 15:18:56,10434,10434,55136,1,75544,75544.0,85978.0,44280.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
111,660035,J,2019-06-05 12:18:00,75544,85978,44280,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
112,660036,G,2019-06-04 15:15:34,0,0,54934,1,88570,9923.0,9923.0,64857.0,1.0,78647.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
113,660036,H,2019-06-04 18:00:57,9923,9923,64857,1,78647,78647.0,88570.0,57104.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
114,660036,J,2019-06-05 15:51:44,78647,88570,57104,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
115,660037,G,2019-06-04 16:01:06,0,0,57666,1,94463,3215.0,3215.0,60881.0,1.0,91248.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
116,660037,H,2019-06-04 16:54:41,3215,3215,60881,1,91248,91248.0,94463.0,65729.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
117,660037,J,2019-06-05 18:15:29,91248,94463,65729,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
118,660038,G,2019-06-04 19:51:21,0,0,71481,1,63110,55213.0,55213.0,40294.0,2.0,7897.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
119,660038,H,2019-06-05 11:11:34,55213,55213,40294,2,7897,7897.0,63110.0,48191.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
120,660038,J,2019-06-05 13:23:11,7897,63110,48191,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
121,660039,G,2019-06-05 09:43:33,0,0,35013,2,42783,19524.0,19524.0,54537.0,2.0,23259.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,4
122,660039,H,2019-06-05 15:08:57,19524,19524,54537,2,23259,4584.0,24108.0,59121.0,2.0,18675.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,I,2,4
123,660039,I,2019-06-05 16:25:21,4584,24108,59121,2,18675,18675.0,42783.0,77796.0,2.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,J,3,4
124,660039,J,2019-06-05 21:36:36,18675,42783,77796,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,4,4
125,660040,G,2019-06-05 10:43:20,0,0,38600,2,110681,21417.0,21417.0,60017.0,2.0,89264.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
126,660040,H,2019-06-05 16:40:17,21417,21417,60017,2,89264,89264.0,110681.0,62881.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
127,660040,J,2019-06-06 17:28:01,89264,110681,62881,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
128,660041,G,2019-06-05 11:11:42,0,0,40302,2,120885,29995.0,29995.0,70297.0,2.0,90890.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
129,660041,H,2019-06-05 19:31:37,29995,29995,70297,2,90890,90890.0,120885.0,74787.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
130,660041,J,2019-06-06 20:46:27,90890,120885,74787,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
131,660042,G,2019-06-05 13:57:20,0,0,50240,2,9965,9290.0,9290.0,59530.0,2.0,675.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
132,660042,H,2019-06-05 16:32:10,9290,9290,59530,2,675,675.0,9965.0,60205.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
133,660042,J,2019-06-05 16:43:25,675,9965,60205,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
134,660043,G,2019-06-05 15:22:57,0,0,55377,2,70128,15501.0,15501.0,70878.0,2.0,54627.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
135,660043,H,2019-06-05 19:41:18,15501,15501,70878,2,54627,54627.0,70128.0,39105.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
136,660043,J,2019-06-06 10:51:45,54627,70128,39105,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
137,660044,G,2019-06-05 16:31:53,0,0,59513,2,152062,72509.0,72509.0,45622.0,3.0,79553.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
138,660044,H,2019-06-06 12:40:22,72509,72509,45622,3,79553,79553.0,152062.0,38775.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
139,660044,J,2019-06-07 10:46:15,79553,152062,38775,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
140,660045,G,2019-06-06 08:37:01,0,0,31021,3,113615,6139.0,6139.0,37160.0,3.0,107476.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,4
141,660045,H,2019-06-06 10:19:20,6139,6139,37160,3,107476,14699.0,20838.0,51859.0,3.0,92777.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,I,2,4
142,660045,I,2019-06-06 14:24:19,14699,20838,51859,3,92777,92777.0,113615.0,58236.0,4.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,J,3,4
143,660045,J,2019-06-07 16:10:36,92777,113615,58236,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,4,4
144,660046,G,2019-06-06 10:21:38,0,0,37298,3,19453,2102.0,2102.0,39400.0,3.0,17351.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
145,660046,H,2019-06-06 10:56:40,2102,2102,39400,3,17351,17351.0,19453.0,56751.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,J,2,3
146,660046,J,2019-06-06 15:45:51,17351,19453,56751,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,!,3,3
147,660047,G,2019-06-06 14:08:08,0,0,50888,3,8622,2602.0,2602.0,53490.0,3.0,6020.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,H,1,3
