,Case_ID,Activity,Timestamp,Time_Diff,Time_Since_Start,Time_Since_Midnight,Weekday,Remaining_Time,Next_Time_Diff,Next_Time_Since_Start,Next_Time_Since_Midnight,Next_Weekday,Next_Remaining_Time,Act_!,Act_A,Act_B,Act_C,Act_D,Act_E,Act_F,Act_G,Act_H,Act_I,Act_J,Act_K,Next_Act_!,Next_Act_A,Next_Act_B,Next_Act_C,Next_Act_D,Next_Act_E,Next_Act_F,Next_Act_G,Next_Act_H,Next_Act_I,Next_Act_J,Next_Act_K,Next_Activity,Position,Trace_Len
17,990001,G,2019-06-25 11:30:01,419508,3118934,41401,1,78531,1544.0,3120478.0,42945.0,1.0,76987.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,18,20
18,990001,H,2019-06-25 11:55:45,1544,3120478,42945,1,76987,76987.0,3197465.0,33532.0,2.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,19,20
19,990001,J,2019-06-26 09:18:52,76987,3197465,33532,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,!,20,20
20,990003,A,2019-05-20 12:30:30,0,0,45030,0,944977,226.0,226.0,45256.0,0.0,944751.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,1,15
21,990003,C,2019-05-20 12:34:16,226,226,45256,0,944751,9933.0,10159.0,55189.0,0.0,934818.0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,2,15
22,990003,D,2019-05-20 15:19:49,9933,10159,55189,0,934818,9086.0,19245.0,64275.0,0.0,925732.0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,3,15
23,990003,B,2019-05-20 17:51:15,9086,19245,64275,0,925732,57106.0,76351.0,34981.0,1.0,868626.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,4,15
24,990003,B,2019-05-21 09:43:01,57106,76351,34981,1,868626,3486.0,79837.0,38467.0,1.0,865140.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,F,5,15
25,990003,F,2019-05-21 10:41:07,3486,79837,38467,1,865140,15442.0,95279.0,53909.0,1.0,849698.0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,6,15
26,990003,B,2019-05-21 14:58:29,15442,95279,53909,1,849698,93234.0,188513.0,60743.0,2.0,756464.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,E,7,15
27,990003,E,2019-05-22 16:52:23,93234,188513,60743,2,756464,169041.0,357554.0,56984.0,4.0,587423.0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,8,15
28,990003,G,2019-05-24 15:49:44,169041,357554,56984,4,587423,5816.0,363370.0,62800.0,4.0,581607.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,9,15
29,990003,B,2019-05-24 17:26:40,5816,363370,62800,4,581607,231801.0,595171.0,35401.0,0.0,349806.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,10,15
30,990003,H,2019-05-27 09:50:01,231801,595171,35401,0,349806,10164.0,605335.0,45565.0,0.0,339642.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,11,15
31,990003,J,2019-05-27 12:39:25,10164,605335,45565,0,339642,185712.0,791047.0,58477.0,2.0,153930.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,12,15
32,990003,G,2019-05-29 16:14:37,185712,791047,58477,2,153930,65108.0,856155.0,37185.0,3.0,88822.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,13,15
33,990003,H,2019-05-30 10:19:45,65108,856155,37185,3,88822,88822.0,944977.0,39607.0,4.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,14,15
34,990003,J,2019-05-31 11:00:07,88822,944977,39607,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,!,15,15
35,990004,A,2019-05-20 14:20:47,0,0,51647,0,2061428,9315.0,9315.0,60962.0,0.0,2052113.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,1,10
36,990004,B,2019-05-20 16:56:02,9315,9315,60962,0,2052113,6035.0,15350.0,66997.0,0.0,2046078.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,2,10
37,990004,C,2019-05-20 18:36:37,6035,15350,66997,0,2046078,64944.0,80294.0,45541.0,1.0,1981134.0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,3,10
38,990004,B,2019-05-21 12:39:01,64944,80294,45541,1,1981134,252631.0,332925.0,38972.0,4.0,1728503.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,4,10
39,990004,G,2019-05-24 10:49:32,252631,332925,38972,4,1728503,258641.0,591566.0,38413.0,0.0,1469862.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,5,10
40,990004,H,2019-05-27 10:40:13,258641,591566,38413,0,1469862,15368.0,606934.0,53781.0,0.0,1454494.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,I,6,10
41,990004,I,2019-05-27 14:56:21,15368,606934,53781,0,1454494,78345.0,685279.0,45726.0,1.0,1376149.0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,7,10
42,990004,J,2019-05-28 12:42:06,78345,685279,45726,1,1376149,1058071.0,1743350.0,66997.0,6.0,318078.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,K,8,10
43,990004,K,2019-06-09 18:36:37,1058071,1743350,66997,6,318078,318078.0,2061428.0,39475.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,F,9,10
44,990004,F,2019-06-13 10:57:55,318078,2061428,39475,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,!,10,10
45,990006,A,2019-05-20 17:22:31,0,0,62551,0,963801,55990.0,55990.0,32141.0,1.0,907811.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,1,9
46,990006,B,2019-05-21 08:55:41,55990,55990,32141,1,907811,11974.0,67964.0,44115.0,1.0,895837.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,2,9
47,990006,B,2019-05-21 12:15:15,11974,67964,44115,1,895837,9590.0,77554.0,53705.0,1.0,886247.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,3,9
48,990006,C,2019-05-21 14:55:05,9590,77554,53705,1,886247,69763.0,147317.0,37068.0,2.0,816484.0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,4,9
49,990006,B,2019-05-22 10:17:48,69763,147317,37068,2,816484,225732.0,373049.0,3600.0,5.0,590752.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,5,9
50,990006,G,2019-05-25 01:00:00,225732,373049,3600,5,590752,242972.0,616021.0,73772.0,0.0,347780.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,6,9
51,990006,H,2019-05-27 20:29:32,242972,616021,73772,0,347780,134464.0,750485.0,35436.0,2.0,213316.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,7,9
52,990006,J,2019-05-29 09:50:36,134464,750485,35436,2,213316,213316.0,963801.0,75952.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,F,8,9
53,990006,F,2019-05-31 21:05:52,213316,963801,75952,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,!,9,9
54,990007,A,2019-05-20 19:04:49,0,0,68689,0,2127169,56695.0,56695.0,38984.0,1.0,2070474.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,1,14
55,990007,B,2019-05-21 10:49:44,56695,56695,38984,1,2070474,13444.0,70139.0,52428.0,1.0,2057030.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,2,14
56,990007,C,2019-05-21 14:33:48,13444,70139,52428,1,2057030,8925.0,79064.0,61353.0,1.0,2048105.0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,3,14
57,990007,B,2019-05-21 17:02:33,8925,79064,61353,1,2048105,236819.0,315883.0,38972.0,4.0,1811286.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,4,14
58,990007,G,2019-05-24 10:49:32,236819,315883,38972,4,1811286,255867.0,571750.0,35639.0,0.0,1555419.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,5,14
59,990007,B,2019-05-27 09:53:59,255867,571750,35639,0,1555419,2774.0,574524.0,38413.0,0.0,1552645.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,6,14
60,990007,H,2019-05-27 10:40:13,2774,574524,38413,0,1552645,15368.0,589892.0,53781.0,0.0,1537277.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,I,7,14
61,990007,I,2019-05-27 14:56:21,15368,589892,53781,0,1537277,78345.0,668237.0,45726.0,1.0,1458932.0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,8,14
62,990007,J,2019-05-28 12:42:06,78345,668237,45726,1,1458932,96960.0,765197.0,56286.0,2.0,1361972.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,9,14
63,990007,G,2019-05-29 15:38:06,96960,765197,56286,2,1361972,66736.0,831933.0,36622.0,3.0,1295236.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,10,14
64,990007,H,2019-05-30 10:10:22,66736,831933,36622,3,1295236,6744.0,838677.0,43366.0,3.0,1288492.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,11,14
65,990007,J,2019-05-30 12:02:46,6744,838677,43366,3,1288492,959462.0,1798139.0,52428.0,0.0,329030.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,K,12,14
66,990007,K,2019-06-10 14:33:48,959462,1798139,52428,0,329030,329030.0,2127169.0,35858.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,F,13,14
67,990007,F,2019-06-14 09:57:38,329030,2127169,35858,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,!,14,14
68,990008,A,2019-05-20 21:49:13,0,0,78553,0,911454,57207.0,57207.0,49360.0,1.0,854247.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,1,17
69,990008,B,2019-05-21 13:42:40,57207,57207,49360,1,854247,4424.0,61631.0,53784.0,1.0,849823.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,2,17
70,990008,B,2019-05-21 14:56:24,4424,61631,53784,1,849823,390.0,62021.0,54174.0,1.0,849433.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,3,17
71,990008,B,2019-05-21 15:02:54,390,62021,54174,1,849433,1403.0,63424.0,55577.0,1.0,848030.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,4,17
72,990008,B,2019-05-21 15:26:17,1403,63424,55577,1,848030,1486.0,64910.0,57063.0,1.0,846544.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,5,17
73,990008,D,2019-05-21 15:51:03,1486,64910,57063,1,846544,3646.0,68556.0,60709.0,1.0,842898.0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,E,6,17
74,990008,E,2019-05-21 16:51:49,3646,68556,60709,1,842898,63731.0,132287.0,38040.0,2.0,779167.0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,7,17
75,990008,C,2019-05-22 10:34:00,63731,132287,38040,2,779167,10644.0,142931.0,48684.0,2.0,768523.0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,F,8,17
76,990008,F,2019-05-22 13:31:24,10644,142931,48684,2,768523,13352.0,156283.0,62036.0,2.0,755171.0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,9,17
77,990008,B,2019-05-22 17:13:56,13352,156283,62036,2,755171,167748.0,324031.0,56984.0,4.0,587423.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,10,17
78,990008,G,2019-05-24 15:49:44,167748,324031,56984,4,587423,237617.0,561648.0,35401.0,0.0,349806.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,11,17
79,990008,H,2019-05-27 09:50:01,237617,561648,35401,0,349806,2607.0,564255.0,38008.0,0.0,347199.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,12,17
80,990008,B,2019-05-27 10:33:28,2607,564255,38008,0,347199,7557.0,571812.0,45565.0,0.0,339642.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,13,17
81,990008,J,2019-05-27 12:39:25,7557,571812,45565,0,339642,185712.0,757524.0,58477.0,2.0,153930.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,14,17
82,990008,G,2019-05-29 16:14:37,185712,757524,58477,2,153930,65108.0,822632.0,37185.0,3.0,88822.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,15,17
83,990008,H,2019-05-30 10:19:45,65108,822632,37185,3,88822,88822.0,911454.0,39607.0,4.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,16,17
84,990008,J,2019-05-31 11:00:07,88822,911454,39607,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,!,17,17
85,990010,A,2019-05-21 09:58:19,0,0,35899,1,2068527,10131.0,10131.0,46030.0,1.0,2058396.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,1,14
86,990010,B,2019-05-21 12:47:10,10131,10131,46030,1,2058396,626.0,10757.0,46656.0,1.0,2057770.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,2,14
87,990010,D,2019-05-21 12:57:36,626,10757,46656,1,2057770,29554.0,40311.0,76210.0,1.0,2028216.0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,3,14
88,990010,C,2019-05-21 21:10:10,29554,40311,76210,1,2028216,73406.0,113717.0,63216.0,2.0,1954810.0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,E,4,14
89,990010,E,2019-05-22 17:33:36,73406,113717,63216,2,1954810,411337.0,525054.0,42553.0,0.0,1543473.0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,5,14
90,990010,G,2019-05-27 11:49:13,411337,525054,42553,0,1543473,88840.0,613894.0,44993.0,1.0,1454633.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,6,14
91,990010,H,2019-05-28 12:29:53,88840,613894,44993,1,1454633,12041.0,625935.0,57034.0,1.0,1442592.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,7,14
92,990010,J,2019-05-28 15:50:34,12041,625935,57034,1,1442592,161429.0,787364.0,45663.0,3.0,1281163.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,8,14
93,990010,B,2019-05-30 12:41:03,161429,787364,45663,3,1281163,17734.0,805098.0,63397.0,3.0,1263429.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,G,9,14
94,990010,G,2019-05-30 17:36:37,17734,805098,63397,3,1263429,323214.0,1128312.0,41011.0,0.0,940215.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H,10,14
95,990010,H,2019-06-03 11:23:31,323214,1128312,41011,0,940215,18830.0,1147142.0,59841.0,0.0,921385.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,J,11,14
96,990010,J,2019-06-03 16:37:21,18830,1147142,59841,0,921385,621169.0,1768311.0,76210.0,0.0,300216.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,K,12,14
97,990010,K,2019-06-10 21:10:10,621169,1768311,76210,0,300216,300216.0,2068527.0,30826.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,F,13,14
