,Case_ID,Activity,Timestamp,Time_Diff,Time_Since_Start,Time_Since_Midnight,Weekday,Remaining_Time,Next_Time_Diff,Next_Time_Since_Start,Next_Time_Since_Midnight,Next_Weekday,Next_Remaining_Time,Act_!,Act_A,Act_B,Act_C,Act_D,Next_Act_!,Next_Act_A,Next_Act_B,Next_Act_C,Next_Act_D,Next_Activity,Position,Trace_Len
15,990005,D,2019-06-10 10:34:23,1728000,1794781,38063,0,2010780,1728000.0,3522781.0,38063.0,6.0,282780.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,D,3,5
16,990005,D,2019-06-30 10:34:23,1728000,3522781,38063,6,282780,282780.0,3805561.0,61643.0,2.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,4,5
17,990005,C,2019-07-03 17:07:23,282780,3805561,61643,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,5,5
18,990006,A,2019-05-20 17:22:31,0,0,62551,0,963801,77554.0,77554.0,53705.0,1.0,886247.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
19,990006,B,2019-05-21 14:55:05,77554,77554,53705,1,886247,886247.0,963801.0,75952.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
20,990006,C,2019-05-31 21:05:52,886247,963801,75952,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
21,990007,A,2019-05-20 19:04:49,0,0,68689,0,2127169,70139.0,70139.0,52428.0,1.0,2057030.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
22,990007,B,2019-05-21 14:33:48,70139,70139,52428,1,2057030,1728000.0,1798139.0,52428.0,0.0,329030.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
23,990007,D,2019-06-10 14:33:48,1728000,1798139,52428,0,329030,329030.0,2127169.0,35858.0,4.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
24,990007,C,2019-06-14 09:57:38,329030,2127169,35858,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
25,990008,A,2019-05-20 21:49:13,0,0,78553,0,142931,132287.0,132287.0,38040.0,2.0,10644.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
26,990008,B,2019-05-22 10:34:00,132287,132287,38040,2,10644,10644.0,142931.0,48684.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
27,990008,C,2019-05-22 13:31:24,10644,142931,48684,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
28,990009,A,2019-05-21 07:13:12,0,0,25992,1,1316322,23220.0,23220.0,49212.0,1.0,1293102.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
29,990009,B,2019-05-21 13:40:12,23220,23220,49212,1,1293102,1293102.0,1316322.0,46314.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
30,990009,C,2019-06-05 12:51:54,1293102,1316322,46314,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
31,990010,A,2019-05-21 09:58:19,0,0,35899,1,2068527,40311.0,40311.0,76210.0,1.0,2028216.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
32,990010,B,2019-05-21 21:10:10,40311,40311,76210,1,2028216,1728000.0,1768311.0,76210.0,0.0,300216.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
33,990010,D,2019-06-10 21:10:10,1728000,1768311,76210,0,300216,300216.0,2068527.0,30826.0,4.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
34,990010,C,2019-06-14 08:33:46,300216,2068527,30826,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
35,990011,A,2019-05-21 12:16:25,0,0,44185,1,180486,2332.0,2332.0,46517.0,1.0,178154.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
36,990011,B,2019-05-21 12:55:17,2332,2332,46517,1,178154,178154.0,180486.0,51871.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
37,990011,C,2019-05-23 14:24:31,178154,180486,51871,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
38,990012,A,2019-05-21 13:52:38,0,0,49958,1,1393713,10318.0,10318.0,60276.0,1.0,1383395.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
39,990012,B,2019-05-21 16:44:36,10318,10318,60276,1,1383395,1383395.0,1393713.0,61271.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
40,990012,C,2019-06-06 17:01:11,1383395,1393713,61271,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
41,990013,A,2019-05-21 16:05:03,0,0,57903,1,673306,20119.0,20119.0,78022.0,1.0,653187.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
42,990013,B,2019-05-21 21:40:22,20119,20119,78022,1,653187,653187.0,673306.0,40009.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
43,990013,C,2019-05-29 11:06:49,653187,673306,40009,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
44,990014,A,2019-05-21 17:29:53,0,0,62993,1,230869,142770.0,142770.0,32963.0,3.0,88099.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
45,990014,B,2019-05-23 09:09:23,142770,142770,32963,3,88099,88099.0,230869.0,34662.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
46,990014,C,2019-05-24 09:37:42,88099,230869,34662,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
47,990015,A,2019-05-21 19:19:34,0,0,69574,1,740736,62440.0,62440.0,45614.0,2.0,678296.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
48,990015,B,2019-05-22 12:40:14,62440,62440,45614,2,678296,678296.0,740736.0,32710.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
49,990015,C,2019-05-30 09:05:10,678296,740736,32710,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
50,990016,A,2019-05-21 22:18:43,0,0,80323,1,557670,135613.0,135613.0,43136.0,3.0,422057.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
51,990016,B,2019-05-23 11:58:56,135613,135613,43136,3,422057,422057.0,557670.0,33193.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
52,990016,C,2019-05-28 09:13:13,422057,557670,33193,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
53,990017,A,2019-05-22 08:29:00,0,0,30540,2,612415,6745.0,6745.0,37285.0,2.0,605670.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
54,990017,B,2019-05-22 10:21:25,6745,6745,37285,2,605670,605670.0,612415.0,38155.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
55,990017,C,2019-05-29 10:35:55,605670,612415,38155,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
56,990018,A,2019-05-22 10:33:18,0,0,37998,2,103593,15049.0,15049.0,53047.0,2.0,88544.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
57,990018,B,2019-05-22 14:44:07,15049,15049,53047,2,88544,88544.0,103593.0,55191.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
58,990018,C,2019-05-23 15:19:51,88544,103593,55191,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
59,990019,A,2019-05-22 12:26:23,0,0,44783,2,1892921,11775.0,11775.0,56558.0,2.0,1881146.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
60,990019,B,2019-05-22 15:42:38,11775,11775,56558,2,1881146,1728000.0,1739775.0,56558.0,1.0,153146.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
61,990019,D,2019-06-11 15:42:38,1728000,1739775,56558,1,153146,153146.0,1892921.0,36904.0,3.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
62,990019,C,2019-06-13 10:15:04,153146,1892921,36904,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
63,990020,A,2019-05-22 14:12:34,0,0,51154,2,780197,82329.0,82329.0,47083.0,3.0,697868.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
64,990020,B,2019-05-23 13:04:43,82329,82329,47083,3,697868,697868.0,780197.0,53751.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
65,990020,C,2019-05-31 14:55:51,697868,780197,53751,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
66,990021,A,2019-05-22 15:44:55,0,0,56695,2,419681,108905.0,108905.0,79200.0,3.0,310776.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
67,990021,B,2019-05-23 22:00:00,108905,108905,79200,3,310776,310776.0,419681.0,44376.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
68,990021,C,2019-05-27 12:19:36,310776,419681,44376,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
69,990022,A,2019-05-22 17:49:37,0,0,64177,2,1012484,63208.0,63208.0,40985.0,3.0,949276.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
70,990022,B,2019-05-23 11:23:05,63208,63208,40985,3,949276,949276.0,1012484.0,39861.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
71,990022,C,2019-06-03 11:04:21,949276,1012484,39861,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
72,990023,A,2019-05-22 20:08:26,0,0,72506,2,393241,154019.0,154019.0,53725.0,4.0,239222.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
73,990023,B,2019-05-24 14:55:25,154019,154019,53725,4,239222,239222.0,393241.0,33747.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
74,990023,C,2019-05-27 09:22:27,239222,393241,33747,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
75,990024,A,2019-05-22 22:56:27,0,0,82587,2,593714,50313.0,50313.0,46500.0,3.0,543401.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
76,990024,B,2019-05-23 12:55:00,50313,50313,46500,3,543401,543401.0,593714.0,71501.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
77,990024,C,2019-05-29 19:51:41,543401,593714,71501,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
78,990025,A,2019-05-23 09:44:29,0,0,35069,3,712280,112614.0,112614.0,61283.0,4.0,599666.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
79,990025,B,2019-05-24 17:01:23,112614,112614,61283,4,599666,599666.0,712280.0,56149.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
80,990025,C,2019-05-31 15:35:49,599666,712280,56149,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
81,990026,A,2019-05-23 11:48:45,0,0,42525,3,2326307,103404.0,103404.0,59529.0,4.0,2222903.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
82,990026,B,2019-05-24 16:32:09,103404,103404,59529,4,2222903,1728000.0,1831404.0,59529.0,3.0,494903.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
83,990026,D,2019-06-13 16:32:09,1728000,1831404,59529,3,494903,494903.0,2326307.0,36032.0,2.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
84,990026,C,2019-06-19 10:00:32,494903,2326307,36032,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
85,990027,A,2019-05-23 13:57:18,0,0,50238,3,3094649,9037.0,9037.0,59275.0,3.0,3085612.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
86,990027,B,2019-05-23 16:27:55,9037,9037,59275,3,3085612,1728000.0,1737037.0,59275.0,2.0,1357612.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
87,990027,D,2019-06-12 16:27:55,1728000,1737037,59275,2,1357612,1357612.0,3094649.0,34487.0,4.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
88,990027,C,2019-06-28 09:34:47,1357612,3094649,34487,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
89,990028,A,2019-05-23 16:14:23,0,0,58463,3,1099053,58390.0,58390.0,30453.0,4.0,1040663.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
90,990028,B,2019-05-24 08:27:33,58390,58390,30453,4,1040663,1040663.0,1099053.0,34316.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
91,990028,C,2019-06-05 09:31:56,1040663,1099053,34316,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
92,990029,A,2019-05-23 17:48:34,0,0,64114,3,615949,592958.0,592958.0,52272.0,3.0,22991.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
93,990029,B,2019-05-30 14:31:12,592958,592958,52272,3,22991,22991.0,615949.0,75263.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
94,990029,C,2019-05-30 20:54:23,22991,615949,75263,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
95,990030,A,2019-05-23 20:05:16,0,0,72316,3,1896870,48625.0,48625.0,34541.0,4.0,1848245.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
96,990030,B,2019-05-24 09:35:41,48625,48625,34541,4,1848245,1728000.0,1776625.0,34541.0,3.0,120245.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
97,990030,D,2019-06-13 09:35:41,1728000,1776625,34541,3,120245,120245.0,1896870.0,68386.0,4.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
98,990030,C,2019-06-14 18:59:46,120245,1896870,68386,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
99,990031,A,2019-05-23 22:50:07,0,0,82207,3,406355,49407.0,49407.0,45214.0,4.0,356948.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
100,990031,B,2019-05-24 12:33:34,49407,49407,45214,4,356948,356948.0,406355.0,56562.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
101,990031,C,2019-05-28 15:42:42,356948,406355,56562,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
102,990032,A,2019-05-24 09:31:49,0,0,34309,4,2767652,14902.0,14902.0,49211.0,4.0,2752750.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
103,990032,B,2019-05-24 13:40:11,14902,14902,49211,4,2752750,1728000.0,1742902.0,49211.0,3.0,1024750.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
104,990032,D,2019-06-13 13:40:11,1728000,1742902,49211,3,1024750,1024750.0,2767652.0,37161.0,1.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
105,990032,C,2019-06-25 10:19:21,1024750,2767652,37161,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
106,990033,A,2019-05-24 11:23:25,0,0,41005,4,20629,2161.0,2161.0,43166.0,4.0,18468.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
107,990033,B,2019-05-24 11:59:26,2161,2161,43166,4,18468,18468.0,20629.0,61634.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
108,990033,C,2019-05-24 17:07:14,18468,20629,61634,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
109,990034,A,2019-05-24 13:06:38,0,0,47198,4,3871627,15319.0,15319.0,62517.0,4.0,3856308.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,5
110,990034,B,2019-05-24 17:21:57,15319,15319,62517,4,3856308,1728000.0,1743319.0,62517.0,3.0,2128308.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,5
111,990034,D,2019-06-13 17:21:57,1728000,1743319,62517,3,2128308,1728000.0,3471319.0,62517.0,2.0,400308.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,D,3,5
112,990034,D,2019-07-03 17:21:57,1728000,3471319,62517,2,400308,400308.0,3871627.0,30825.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,4,5
113,990034,C,2019-07-08 08:33:45,400308,3871627,30825,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,5,5
114,990035,A,2019-05-24 14:33:03,0,0,52383,4,334884,330763.0,330763.0,37546.0,1.0,4121.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
115,990035,B,2019-05-28 10:25:46,330763,330763,37546,1,4121,4121.0,334884.0,41667.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
116,990035,C,2019-05-28 11:34:27,4121,334884,41667,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
117,990036,A,2019-05-24 16:25:54,0,0,59154,4,2056940,14038.0,14038.0,73192.0,4.0,2042902.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
118,990036,B,2019-05-24 20:19:52,14038,14038,73192,4,2042902,1728000.0,1742038.0,73192.0,3.0,314902.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
119,990036,D,2019-06-13 20:19:52,1728000,1742038,73192,3,314902,314902.0,2056940.0,42494.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
120,990036,C,2019-06-17 11:48:14,314902,2056940,42494,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
121,990037,A,2019-05-24 18:11:35,0,0,65495,4,2387789,6747.0,6747.0,72242.0,4.0,2381042.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
122,990037,B,2019-05-24 20:04:02,6747,6747,72242,4,2381042,1728000.0,1734747.0,72242.0,3.0,653042.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
123,990037,D,2019-06-13 20:04:02,1728000,1734747,72242,3,653042,653042.0,2387789.0,34084.0,4.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
124,990037,C,2019-06-21 09:28:04,653042,2387789,34084,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
125,990038,A,2019-05-24 20:14:20,0,0,72860,4,2037540,409793.0,409793.0,50653.0,2.0,1627747.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
126,990038,B,2019-05-29 14:04:13,409793,409793,50653,2,1627747,1627747.0,2037540.0,36800.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
127,990038,C,2019-06-17 10:13:20,1627747,2037540,36800,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
128,990039,A,2019-05-24 23:08:15,0,0,83295,4,1167416,207039.0,207039.0,31134.0,0.0,960377.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
129,990039,B,2019-05-27 08:38:54,207039,207039,31134,0,960377,960377.0,1167416.0,41111.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
130,990039,C,2019-06-07 11:25:11,960377,1167416,41111,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
131,990040,A,2019-05-25 21:24:33,0,0,77073,5,2556122,147096.0,147096.0,51369.0,0.0,2409026.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
132,990040,B,2019-05-27 14:16:09,147096,147096,51369,0,2409026,1728000.0,1875096.0,51369.0,6.0,681026.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
133,990040,D,2019-06-16 14:16:09,1728000,1875096,51369,6,681026,681026.0,2556122.0,41195.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
134,990040,C,2019-06-24 11:26:35,681026,2556122,41195,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
135,990041,A,2019-05-26 21:36:54,0,0,77814,6,2138182,51969.0,51969.0,43383.0,0.0,2086213.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
136,990041,B,2019-05-27 12:03:03,51969,51969,43383,0,2086213,1728000.0,1779969.0,43383.0,6.0,358213.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
137,990041,D,2019-06-16 12:03:03,1728000,1779969,43383,6,358213,358213.0,2138182.0,55996.0,3.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
138,990041,C,2019-06-20 15:33:16,358213,2138182,55996,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
139,990042,A,2019-05-27 09:30:58,0,0,34258,0,2074151,30233.0,30233.0,64491.0,0.0,2043918.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
140,990042,B,2019-05-27 17:54:51,30233,30233,64491,0,2043918,1728000.0,1758233.0,64491.0,6.0,315918.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
141,990042,D,2019-06-16 17:54:51,1728000,1758233,64491,6,315918,315918.0,2074151.0,34809.0,3.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
142,990042,C,2019-06-20 09:40:09,315918,2074151,34809,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
143,990043,A,2019-05-27 11:21:43,0,0,40903,0,946037,88133.0,88133.0,42636.0,1.0,857904.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
144,990043,B,2019-05-28 11:50:36,88133,88133,42636,1,857904,857904.0,946037.0,36540.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
145,990043,C,2019-06-07 10:09:00,857904,946037,36540,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
