,Case_ID,Activity,Timestamp,Items,Customers,Packages,In_Package,Amount_Items,Time_Diff,Time_Since_Start,Time_Since_Midnight,Weekday,Remaining_Time,Next_Time_Diff,Next_Time_Since_Start,Next_Time_Since_Midnight,Next_Weekday,Next_Remaining_Time,Act_!,Act_A,Act_B,Act_C,Act_D,Cust_a,Cust_b,Cust_c,Cust_d,Cust_e,Cust_f,Cust_g,Cust_h,Cust_i,Cust_j,Cust_k,Cust_l,Cust_m,Cust_n,Cust_o,Cust_p,Cust_q,Next_Act_!,Next_Act_A,Next_Act_B,Next_Act_C,Next_Act_D,Next_Activity,Position,Trace_Len
23,990007,D,2019-06-10 14:33:48,"['880021', '880022', '880020']",d,,0,3,1728000,1798139,52428,0,329030,329030.0,2127169.0,35858.0,4.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,3,4
24,990007,C,2019-06-14 09:57:38,"['880021', '880022', '880020']",d,,0,3,329030,2127169,35858,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,4,4
25,990008,A,2019-05-20 21:49:13,"['880026', '880027', '880024', '880023', '880028', '880025']",c,,0,6,0,0,78553,0,142931,132287.0,132287.0,38040.0,2.0,10644.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
26,990008,B,2019-05-22 10:34:00,"['880026', '880027', '880024', '880023', '880028', '880025']",c,,0,6,132287,132287,38040,2,10644,10644.0,142931.0,48684.0,2.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
27,990008,C,2019-05-22 13:31:24,"['880026', '880027', '880024', '880023', '880028', '880025']",c,,0,6,10644,142931,48684,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
28,990009,A,2019-05-21 07:13:12,"['880032', '880033', '880031', '880034', '880030', '880029']",b,,0,6,0,0,25992,1,1316322,23220.0,23220.0,49212.0,1.0,1293102.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
29,990009,B,2019-05-21 13:40:12,"['880032', '880033', '880031', '880034', '880030', '880029']",b,,0,6,23220,23220,49212,1,1293102,1293102.0,1316322.0,46314.0,2.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
30,990009,C,2019-06-05 12:51:54,"['880032', '880033', '880031', '880034', '880030', '880029']",b,,0,6,1293102,1316322,46314,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
31,990010,A,2019-05-21 09:58:19,"['880035', '880036']",g,,0,2,0,0,35899,1,2068527,40311.0,40311.0,76210.0,1.0,2028216.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
32,990010,B,2019-05-21 21:10:10,"['880035', '880036']",g,,0,2,40311,40311,76210,1,2028216,1728000.0,1768311.0,76210.0,0.0,300216.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
33,990010,D,2019-06-10 21:10:10,"['880035', '880036']",g,,0,2,1728000,1768311,76210,0,300216,300216.0,2068527.0,30826.0,4.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,3,4
34,990010,C,2019-06-14 08:33:46,"['880035', '880036']",g,,0,2,300216,2068527,30826,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,4,4
35,990011,A,2019-05-21 12:16:25,"['880038', '880039', '880037', '880040']",b,,0,4,0,0,44185,1,180486,2332.0,2332.0,46517.0,1.0,178154.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
36,990011,B,2019-05-21 12:55:17,"['880038', '880039', '880037', '880040']",b,,0,4,2332,2332,46517,1,178154,178154.0,180486.0,51871.0,3.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
37,990011,C,2019-05-23 14:24:31,"['880038', '880039', '880037', '880040']",b,,0,4,178154,180486,51871,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
38,990012,A,2019-05-21 13:52:38,"['880046', '880047', '880045', '880044', '880043', '880042', '880041']",b,,0,7,0,0,49958,1,1393713,10318.0,10318.0,60276.0,1.0,1383395.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
39,990012,B,2019-05-21 16:44:36,"['880046', '880047', '880045', '880044', '880043', '880042', '880041']",b,,0,7,10318,10318,60276,1,1383395,1383395.0,1393713.0,61271.0,3.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
40,990012,C,2019-06-06 17:01:11,"['880046', '880047', '880045', '880044', '880043', '880042', '880041']",b,,0,7,1383395,1393713,61271,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
41,990013,A,2019-05-21 16:05:03,"['880049', '880053', '880048', '880050', '880051', '880052']",b,,0,6,0,0,57903,1,673306,20119.0,20119.0,78022.0,1.0,653187.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
42,990013,B,2019-05-21 21:40:22,"['880049', '880053', '880048', '880050', '880051', '880052']",b,,0,6,20119,20119,78022,1,653187,653187.0,673306.0,40009.0,2.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
43,990013,C,2019-05-29 11:06:49,"['880049', '880053', '880048', '880050', '880051', '880052']",b,,0,6,653187,673306,40009,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
44,990014,A,2019-05-21 17:29:53,"['880055', '880056', '880057', '880058', '880054']",h,,0,5,0,0,62993,1,230869,142770.0,142770.0,32963.0,3.0,88099.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
45,990014,B,2019-05-23 09:09:23,"['880055', '880056', '880057', '880058', '880054']",h,,0,5,142770,142770,32963,3,88099,88099.0,230869.0,34662.0,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
46,990014,C,2019-05-24 09:37:42,"['880055', '880056', '880057', '880058', '880054']",h,,0,5,88099,230869,34662,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
47,990015,A,2019-05-21 19:19:34,"['880062', '880060', '880064', '880061', '880059', '880063']",i,,0,6,0,0,69574,1,740736,62440.0,62440.0,45614.0,2.0,678296.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
48,990015,B,2019-05-22 12:40:14,"['880062', '880060', '880064', '880061', '880059', '880063']",i,,0,6,62440,62440,45614,2,678296,678296.0,740736.0,32710.0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
49,990015,C,2019-05-30 09:05:10,"['880062', '880060', '880064', '880061', '880059', '880063']",i,,0,6,678296,740736,32710,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
50,990016,A,2019-05-21 22:18:43,"['880065', '880066', '880068', '880067']",f,,0,4,0,0,80323,1,557670,135613.0,135613.0,43136.0,3.0,422057.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
51,990016,B,2019-05-23 11:58:56,"['880065', '880066', '880068', '880067']",f,,0,4,135613,135613,43136,3,422057,422057.0,557670.0,33193.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
52,990016,C,2019-05-28 09:13:13,"['880065', '880066', '880068', '880067']",f,,0,4,422057,557670,33193,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
53,990017,A,2019-05-22 08:29:00,"['880072', '880070', '880069', '880073', '880071']",d,,0,5,0,0,30540,2,612415,6745.0,6745.0,37285.0,2.0,605670.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
54,990017,B,2019-05-22 10:21:25,"['880072', '880070', '880069', '880073', '880071']",d,,0,5,6745,6745,37285,2,605670,605670.0,612415.0,38155.0,2.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
55,990017,C,2019-05-29 10:35:55,"['880072', '880070', '880069', '880073', '880071']",d,,0,5,605670,612415,38155,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
56,990018,A,2019-05-22 10:33:18,"['880074', '880076', '880075']",h,,0,3,0,0,37998,2,103593,15049.0,15049.0,53047.0,2.0,88544.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
57,990018,B,2019-05-22 14:44:07,"['880074', '880076', '880075']",h,,0,3,15049,15049,53047,2,88544,88544.0,103593.0,55191.0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
58,990018,C,2019-05-23 15:19:51,"['880074', '880076', '880075']",h,,0,3,88544,103593,55191,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
59,990019,A,2019-05-22 12:26:23,"['880078', '880077']",c,,0,2,0,0,44783,2,1892921,11775.0,11775.0,56558.0,2.0,1881146.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
60,990019,B,2019-05-22 15:42:38,"['880078', '880077']",c,,0,2,11775,11775,56558,2,1881146,1728000.0,1739775.0,56558.0,1.0,153146.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
61,990019,D,2019-06-11 15:42:38,"['880078', '880077']",c,,0,2,1728000,1739775,56558,1,153146,153146.0,1892921.0,36904.0,3.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,3,4
62,990019,C,2019-06-13 10:15:04,"['880078', '880077']",c,,0,2,153146,1892921,36904,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,4,4
63,990020,A,2019-05-22 14:12:34,"['880081', '880080', '880079']",j,,0,3,0,0,51154,2,780197,82329.0,82329.0,47083.0,3.0,697868.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
64,990020,B,2019-05-23 13:04:43,"['880081', '880080', '880079']",j,,0,3,82329,82329,47083,3,697868,697868.0,780197.0,53751.0,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
65,990020,C,2019-05-31 14:55:51,"['880081', '880080', '880079']",j,,0,3,697868,780197,53751,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
66,990021,A,2019-05-22 15:44:55,"['880082', '880087', '880086', '880084', '880085', '880083']",k,,0,6,0,0,56695,2,419681,108905.0,108905.0,79200.0,3.0,310776.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
67,990021,B,2019-05-23 22:00:00,"['880082', '880087', '880086', '880084', '880085', '880083']",k,,0,6,108905,108905,79200,3,310776,310776.0,419681.0,44376.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
68,990021,C,2019-05-27 12:19:36,"['880082', '880087', '880086', '880084', '880085', '880083']",k,,0,6,310776,419681,44376,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
69,990022,A,2019-05-22 17:49:37,"['880090', '880089', '880091', '880088']",l,,0,4,0,0,64177,2,1012484,63208.0,63208.0,40985.0,3.0,949276.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
70,990022,B,2019-05-23 11:23:05,"['880090', '880089', '880091', '880088']",l,,0,4,63208,63208,40985,3,949276,949276.0,1012484.0,39861.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
71,990022,C,2019-06-03 11:04:21,"['880090', '880089', '880091', '880088']",l,,0,4,949276,1012484,39861,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
72,990023,A,2019-05-22 20:08:26,"['880092', '880093']",l,,0,2,0,0,72506,2,393241,154019.0,154019.0,53725.0,4.0,239222.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
73,990023,B,2019-05-24 14:55:25,"['880092', '880093']",l,,0,2,154019,154019,53725,4,239222,239222.0,393241.0,33747.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
74,990023,C,2019-05-27 09:22:27,"['880092', '880093']",l,,0,2,239222,393241,33747,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
75,990024,A,2019-05-22 22:56:27,"['880096', '880094', '880095']",m,,0,3,0,0,82587,2,593714,50313.0,50313.0,46500.0,3.0,543401.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
76,990024,B,2019-05-23 12:55:00,"['880096', '880094', '880095']",m,,0,3,50313,50313,46500,3,543401,543401.0,593714.0,71501.0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
77,990024,C,2019-05-29 19:51:41,"['880096', '880094', '880095']",m,,0,3,543401,593714,71501,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
78,990025,A,2019-05-23 09:44:29,"['880101', '880097', '880098', '880102', '880100', '880099']",a,,0,6,0,0,35069,3,712280,112614.0,112614.0,61283.0,4.0,599666.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
79,990025,B,2019-05-24 17:01:23,"['880101', '880097', '880098', '880102', '880100', '880099']",a,,0,6,112614,112614,61283,4,599666,599666.0,712280.0,56149.0,4.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
80,990025,C,2019-05-31 15:35:49,"['880101', '880097', '880098', '880102', '880100', '880099']",a,,0,6,599666,712280,56149,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
81,990026,A,2019-05-23 11:48:45,"['880106', '880107', '880105', '880103', '880104', '880108', '880109']",d,,0,7,0,0,42525,3,2326307,103404.0,103404.0,59529.0,4.0,2222903.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
82,990026,B,2019-05-24 16:32:09,"['880106', '880107', '880105', '880103', '880104', '880108', '880109']",d,,0,7,103404,103404,59529,4,2222903,1728000.0,1831404.0,59529.0,3.0,494903.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
83,990026,D,2019-06-13 16:32:09,"['880106', '880107', '880105', '880103', '880104', '880108', '880109']",d,,0,7,1728000,1831404,59529,3,494903,494903.0,2326307.0,36032.0,2.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,3,4
84,990026,C,2019-06-19 10:00:32,"['880106', '880107', '880105', '880103', '880104', '880108', '880109']",d,,0,7,494903,2326307,36032,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,4,4
85,990027,A,2019-05-23 13:57:18,"['880110', '880111']",h,,0,2,0,0,50238,3,3094649,9037.0,9037.0,59275.0,3.0,3085612.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
86,990027,B,2019-05-23 16:27:55,"['880110', '880111']",h,,0,2,9037,9037,59275,3,3085612,1728000.0,1737037.0,59275.0,2.0,1357612.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
87,990027,D,2019-06-12 16:27:55,"['880110', '880111']",h,,0,2,1728000,1737037,59275,2,1357612,1357612.0,3094649.0,34487.0,4.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,3,4
