,Case_ID,Activity,Timestamp,Items,Customers,Packages,In_Package,Amount_Items,Time_Diff,Time_Since_Start,Time_Since_Midnight,Weekday,Remaining_Time,Next_Time_Diff,Next_Time_Since_Start,Next_Time_Since_Midnight,Next_Weekday,Next_Remaining_Time,Act_!,Act_A,Act_B,Act_C,Act_D,Cust_a,Cust_b,Cust_c,Cust_d,Cust_e,Cust_f,Cust_g,Cust_h,Cust_i,Cust_j,Cust_k,Cust_l,Cust_m,Cust_n,Cust_o,Cust_p,Cust_q,Next_Act_!,Next_Act_A,Next_Act_B,Next_Act_C,Next_Act_D,Next_Activity,Position,Trace_Len
23,990010,C,2019-06-14 08:33:46,"['880035', '880036']",g,,0,2,300216,2068527,30826,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,4,4
24,990011,A,2019-05-21 12:16:25,"['880038', '880039', '880037', '880040']",b,,0,4,0,0,44185,1,180486,2332.0,2332.0,46517.0,1.0,178154.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
25,990011,B,2019-05-21 12:55:17,"['880038', '880039', '880037', '880040']",b,,0,4,2332,2332,46517,1,178154,178154.0,180486.0,51871.0,3.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
26,990011,C,2019-05-23 14:24:31,"['880038', '880039', '880037', '880040']",b,,0,4,178154,180486,51871,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
27,990013,A,2019-05-21 16:05:03,"['880049', '880053', '880048', '880050', '880051', '880052']",b,,0,6,0,0,57903,1,673306,20119.0,20119.0,78022.0,1.0,653187.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
28,990013,B,2019-05-21 21:40:22,"['880049', '880053', '880048', '880050', '880051', '880052']",b,,0,6,20119,20119,78022,1,653187,653187.0,673306.0,40009.0,2.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
29,990013,C,2019-05-29 11:06:49,"['880049', '880053', '880048', '880050', '880051', '880052']",b,,0,6,653187,673306,40009,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
30,990016,A,2019-05-21 22:18:43,"['880065', '880066', '880068', '880067']",f,,0,4,0,0,80323,1,557670,135613.0,135613.0,43136.0,3.0,422057.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
31,990016,B,2019-05-23 11:58:56,"['880065', '880066', '880068', '880067']",f,,0,4,135613,135613,43136,3,422057,422057.0,557670.0,33193.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
32,990016,C,2019-05-28 09:13:13,"['880065', '880066', '880068', '880067']",f,,0,4,422057,557670,33193,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
33,990019,A,2019-05-22 12:26:23,"['880078', '880077']",c,,0,2,0,0,44783,2,1892921,11775.0,11775.0,56558.0,2.0,1881146.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
34,990019,B,2019-05-22 15:42:38,"['880078', '880077']",c,,0,2,11775,11775,56558,2,1881146,1728000.0,1739775.0,56558.0,1.0,153146.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
35,990019,D,2019-06-11 15:42:38,"['880078', '880077']",c,,0,2,1728000,1739775,56558,1,153146,153146.0,1892921.0,36904.0,3.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,3,4
36,990019,C,2019-06-13 10:15:04,"['880078', '880077']",c,,0,2,153146,1892921,36904,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,4,4
37,990024,A,2019-05-22 22:56:27,"['880096', '880094', '880095']",m,,0,3,0,0,82587,2,593714,50313.0,50313.0,46500.0,3.0,543401.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
38,990024,B,2019-05-23 12:55:00,"['880096', '880094', '880095']",m,,0,3,50313,50313,46500,3,543401,543401.0,593714.0,71501.0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
39,990024,C,2019-05-29 19:51:41,"['880096', '880094', '880095']",m,,0,3,543401,593714,71501,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
40,990025,A,2019-05-23 09:44:29,"['880101', '880097', '880098', '880102', '880100', '880099']",a,,0,6,0,0,35069,3,712280,112614.0,112614.0,61283.0,4.0,599666.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
41,990025,B,2019-05-24 17:01:23,"['880101', '880097', '880098', '880102', '880100', '880099']",a,,0,6,112614,112614,61283,4,599666,599666.0,712280.0,56149.0,4.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
42,990025,C,2019-05-31 15:35:49,"['880101', '880097', '880098', '880102', '880100', '880099']",a,,0,6,599666,712280,56149,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
43,990026,A,2019-05-23 11:48:45,"['880106', '880107', '880105', '880103', '880104', '880108', '880109']",d,,0,7,0,0,42525,3,2326307,103404.0,103404.0,59529.0,4.0,2222903.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
44,990026,B,2019-05-24 16:32:09,"['880106', '880107', '880105', '880103', '880104', '880108', '880109']",d,,0,7,103404,103404,59529,4,2222903,1728000.0,1831404.0,59529.0,3.0,494903.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
45,990026,D,2019-06-13 16:32:09,"['880106', '880107', '880105', '880103', '880104', '880108', '880109']",d,,0,7,1728000,1831404,59529,3,494903,494903.0,2326307.0,36032.0,2.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,3,4
46,990026,C,2019-06-19 10:00:32,"['880106', '880107', '880105', '880103', '880104', '880108', '880109']",d,,0,7,494903,2326307,36032,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,4,4
47,990028,A,2019-05-23 16:14:23,"['880114', '880112', '880113']",c,,0,3,0,0,58463,3,1099053,58390.0,58390.0,30453.0,4.0,1040663.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
48,990028,B,2019-05-24 08:27:33,"['880114', '880112', '880113']",c,,0,3,58390,58390,30453,4,1040663,1040663.0,1099053.0,34316.0,2.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
49,990028,C,2019-06-05 09:31:56,"['880114', '880112', '880113']",c,,0,3,1040663,1099053,34316,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
50,990029,A,2019-05-23 17:48:34,"['880115', '880116', '880117']",n,,0,3,0,0,64114,3,615949,592958.0,592958.0,52272.0,3.0,22991.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
51,990029,B,2019-05-30 14:31:12,"['880115', '880116', '880117']",n,,0,3,592958,592958,52272,3,22991,22991.0,615949.0,75263.0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
52,990029,C,2019-05-30 20:54:23,"['880115', '880116', '880117']",n,,0,3,22991,615949,75263,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
53,990030,A,2019-05-23 20:05:16,"['880121', '880118', '880119', '880122', '880120']",g,,0,5,0,0,72316,3,1896870,48625.0,48625.0,34541.0,4.0,1848245.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
54,990030,B,2019-05-24 09:35:41,"['880121', '880118', '880119', '880122', '880120']",g,,0,5,48625,48625,34541,4,1848245,1728000.0,1776625.0,34541.0,3.0,120245.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
55,990030,D,2019-06-13 09:35:41,"['880121', '880118', '880119', '880122', '880120']",g,,0,5,1728000,1776625,34541,3,120245,120245.0,1896870.0,68386.0,4.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,3,4
56,990030,C,2019-06-14 18:59:46,"['880121', '880118', '880119', '880122', '880120']",g,,0,5,120245,1896870,68386,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,4,4
57,990031,A,2019-05-23 22:50:07,['880123'],l,,0,1,0,0,82207,3,406355,49407.0,49407.0,45214.0,4.0,356948.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
58,990031,B,2019-05-24 12:33:34,['880123'],l,,0,1,49407,49407,45214,4,356948,356948.0,406355.0,56562.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
59,990031,C,2019-05-28 15:42:42,['880123'],l,,0,1,356948,406355,56562,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
60,990032,A,2019-05-24 09:31:49,"['880124', '880125', '880127', '880126']",j,,0,4,0,0,34309,4,2767652,14902.0,14902.0,49211.0,4.0,2752750.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
61,990032,B,2019-05-24 13:40:11,"['880124', '880125', '880127', '880126']",j,,0,4,14902,14902,49211,4,2752750,1728000.0,1742902.0,49211.0,3.0,1024750.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
62,990032,D,2019-06-13 13:40:11,"['880124', '880125', '880127', '880126']",j,,0,4,1728000,1742902,49211,3,1024750,1024750.0,2767652.0,37161.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,3,4
63,990032,C,2019-06-25 10:19:21,"['880124', '880125', '880127', '880126']",j,,0,4,1024750,2767652,37161,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,4,4
64,990033,A,2019-05-24 11:23:25,"['880129', '880128']",g,,0,2,0,0,41005,4,20629,2161.0,2161.0,43166.0,4.0,18468.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
65,990033,B,2019-05-24 11:59:26,"['880129', '880128']",g,,0,2,2161,2161,43166,4,18468,18468.0,20629.0,61634.0,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
66,990033,C,2019-05-24 17:07:14,"['880129', '880128']",g,,0,2,18468,20629,61634,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
67,990034,A,2019-05-24 13:06:38,"['880134', '880133', '880130', '880131', '880132']",k,,0,5,0,0,47198,4,3871627,15319.0,15319.0,62517.0,4.0,3856308.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,5
68,990034,B,2019-05-24 17:21:57,"['880134', '880133', '880130', '880131', '880132']",k,,0,5,15319,15319,62517,4,3856308,1728000.0,1743319.0,62517.0,3.0,2128308.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,D,2,5
69,990034,D,2019-06-13 17:21:57,"['880134', '880133', '880130', '880131', '880132']",k,,0,5,1728000,1743319,62517,3,2128308,1728000.0,3471319.0,62517.0,2.0,400308.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,D,3,5
70,990034,D,2019-07-03 17:21:57,"['880134', '880133', '880130', '880131', '880132']",k,,0,5,1728000,3471319,62517,2,400308,400308.0,3871627.0,30825.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,4,5
71,990034,C,2019-07-08 08:33:45,"['880134', '880133', '880130', '880131', '880132']",k,,0,5,400308,3871627,30825,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,5,5
72,990039,A,2019-05-24 23:08:15,['880147'],j,,0,1,0,0,83295,4,1167416,207039.0,207039.0,31134.0,0.0,960377.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
73,990039,B,2019-05-27 08:38:54,['880147'],j,,0,1,207039,207039,31134,0,960377,960377.0,1167416.0,41111.0,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
74,990039,C,2019-06-07 11:25:11,['880147'],j,,0,1,960377,1167416,41111,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
75,990040,A,2019-05-25 21:24:33,"['880148', '880149']",l,,0,2,0,0,77073,5,2556122,147096.0,147096.0,51369.0,0.0,2409026.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
76,990040,B,2019-05-27 14:16:09,"['880148', '880149']",l,,0,2,147096,147096,51369,0,2409026,1728000.0,1875096.0,51369.0,6.0,681026.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
77,990040,D,2019-06-16 14:16:09,"['880148', '880149']",l,,0,2,1728000,1875096,51369,6,681026,681026.0,2556122.0,41195.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,3,4
78,990040,C,2019-06-24 11:26:35,"['880148', '880149']",l,,0,2,681026,2556122,41195,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,4,4
79,990042,A,2019-05-27 09:30:58,"['880158', '880159', '880163', '880157', '880161', '880162', '880160']",e,,0,7,0,0,34258,0,2074151,30233.0,30233.0,64491.0,0.0,2043918.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
80,990042,B,2019-05-27 17:54:51,"['880158', '880159', '880163', '880157', '880161', '880162', '880160']",e,,0,7,30233,30233,64491,0,2043918,1728000.0,1758233.0,64491.0,6.0,315918.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
81,990042,D,2019-06-16 17:54:51,"['880158', '880159', '880163', '880157', '880161', '880162', '880160']",e,,0,7,1728000,1758233,64491,6,315918,315918.0,2074151.0,34809.0,3.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,3,4
82,990042,C,2019-06-20 09:40:09,"['880158', '880159', '880163', '880157', '880161', '880162', '880160']",e,,0,7,315918,2074151,34809,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,4,4
83,990043,A,2019-05-27 11:21:43,"['880164', '880167', '880165', '880166']",g,,0,4,0,0,40903,0,946037,88133.0,88133.0,42636.0,1.0,857904.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
84,990043,B,2019-05-28 11:50:36,"['880164', '880167', '880165', '880166']",g,,0,4,88133,88133,42636,1,857904,857904.0,946037.0,36540.0,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
85,990043,C,2019-06-07 10:09:00,"['880164', '880167', '880165', '880166']",g,,0,4,857904,946037,36540,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,!,3,3
86,990044,A,2019-05-27 13:03:14,"['880171', '880169', '880168', '880170', '880172', '880174', '880173']",i,,0,7,0,0,46994,0,190011,98809.0,98809.0,59403.0,1.0,91202.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
87,990044,B,2019-05-28 16:30:03,"['880171', '880169', '880168', '880170', '880172', '880174', '880173']",i,,0,7,98809,98809,59403,1,91202,91202.0,190011.0,64205.0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
