,Case_ID,Activity,Timestamp,Time_Diff,Time_Since_Start,Time_Since_Midnight,Weekday,Remaining_Time,Next_Time_Diff,Next_Time_Since_Start,Next_Time_Since_Midnight,Next_Weekday,Next_Remaining_Time,Act_!,Act_A,Act_B,Act_C,Act_D,Next_Act_!,Next_Act_A,Next_Act_B,Next_Act_C,Next_Act_D,Next_Activity,Position,Trace_Len
15,990007,D,2019-06-10 14:33:48,1728000,1798139,52428,0,329030,329030.0,2127169.0,35858.0,4.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
16,990007,C,2019-06-14 09:57:38,329030,2127169,35858,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
17,990008,A,2019-05-20 21:49:13,0,0,78553,0,142931,132287.0,132287.0,38040.0,2.0,10644.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
18,990008,B,2019-05-22 10:34:00,132287,132287,38040,2,10644,10644.0,142931.0,48684.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
19,990008,C,2019-05-22 13:31:24,10644,142931,48684,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
20,990010,A,2019-05-21 09:58:19,0,0,35899,1,2068527,40311.0,40311.0,76210.0,1.0,2028216.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
21,990010,B,2019-05-21 21:10:10,40311,40311,76210,1,2028216,1728000.0,1768311.0,76210.0,0.0,300216.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
22,990010,D,2019-06-10 21:10:10,1728000,1768311,76210,0,300216,300216.0,2068527.0,30826.0,4.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
23,990010,C,2019-06-14 08:33:46,300216,2068527,30826,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
24,990011,A,2019-05-21 12:16:25,0,0,44185,1,180486,2332.0,2332.0,46517.0,1.0,178154.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
25,990011,B,2019-05-21 12:55:17,2332,2332,46517,1,178154,178154.0,180486.0,51871.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
26,990011,C,2019-05-23 14:24:31,178154,180486,51871,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
27,990013,A,2019-05-21 16:05:03,0,0,57903,1,673306,20119.0,20119.0,78022.0,1.0,653187.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
28,990013,B,2019-05-21 21:40:22,20119,20119,78022,1,653187,653187.0,673306.0,40009.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
29,990013,C,2019-05-29 11:06:49,653187,673306,40009,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
30,990016,A,2019-05-21 22:18:43,0,0,80323,1,557670,135613.0,135613.0,43136.0,3.0,422057.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
31,990016,B,2019-05-23 11:58:56,135613,135613,43136,3,422057,422057.0,557670.0,33193.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
32,990016,C,2019-05-28 09:13:13,422057,557670,33193,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
33,990019,A,2019-05-22 12:26:23,0,0,44783,2,1892921,11775.0,11775.0,56558.0,2.0,1881146.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
34,990019,B,2019-05-22 15:42:38,11775,11775,56558,2,1881146,1728000.0,1739775.0,56558.0,1.0,153146.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
35,990019,D,2019-06-11 15:42:38,1728000,1739775,56558,1,153146,153146.0,1892921.0,36904.0,3.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
36,990019,C,2019-06-13 10:15:04,153146,1892921,36904,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
37,990024,A,2019-05-22 22:56:27,0,0,82587,2,593714,50313.0,50313.0,46500.0,3.0,543401.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
38,990024,B,2019-05-23 12:55:00,50313,50313,46500,3,543401,543401.0,593714.0,71501.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
39,990024,C,2019-05-29 19:51:41,543401,593714,71501,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
40,990025,A,2019-05-23 09:44:29,0,0,35069,3,712280,112614.0,112614.0,61283.0,4.0,599666.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
41,990025,B,2019-05-24 17:01:23,112614,112614,61283,4,599666,599666.0,712280.0,56149.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
42,990025,C,2019-05-31 15:35:49,599666,712280,56149,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
43,990026,A,2019-05-23 11:48:45,0,0,42525,3,2326307,103404.0,103404.0,59529.0,4.0,2222903.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
44,990026,B,2019-05-24 16:32:09,103404,103404,59529,4,2222903,1728000.0,1831404.0,59529.0,3.0,494903.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
45,990026,D,2019-06-13 16:32:09,1728000,1831404,59529,3,494903,494903.0,2326307.0,36032.0,2.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
46,990026,C,2019-06-19 10:00:32,494903,2326307,36032,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
47,990028,A,2019-05-23 16:14:23,0,0,58463,3,1099053,58390.0,58390.0,30453.0,4.0,1040663.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
48,990028,B,2019-05-24 08:27:33,58390,58390,30453,4,1040663,1040663.0,1099053.0,34316.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
49,990028,C,2019-06-05 09:31:56,1040663,1099053,34316,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
50,990029,A,2019-05-23 17:48:34,0,0,64114,3,615949,592958.0,592958.0,52272.0,3.0,22991.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
51,990029,B,2019-05-30 14:31:12,592958,592958,52272,3,22991,22991.0,615949.0,75263.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
52,990029,C,2019-05-30 20:54:23,22991,615949,75263,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
53,990030,A,2019-05-23 20:05:16,0,0,72316,3,1896870,48625.0,48625.0,34541.0,4.0,1848245.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
54,990030,B,2019-05-24 09:35:41,48625,48625,34541,4,1848245,1728000.0,1776625.0,34541.0,3.0,120245.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
55,990030,D,2019-06-13 09:35:41,1728000,1776625,34541,3,120245,120245.0,1896870.0,68386.0,4.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
56,990030,C,2019-06-14 18:59:46,120245,1896870,68386,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
57,990031,A,2019-05-23 22:50:07,0,0,82207,3,406355,49407.0,49407.0,45214.0,4.0,356948.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
58,990031,B,2019-05-24 12:33:34,49407,49407,45214,4,356948,356948.0,406355.0,56562.0,1.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
59,990031,C,2019-05-28 15:42:42,356948,406355,56562,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
60,990032,A,2019-05-24 09:31:49,0,0,34309,4,2767652,14902.0,14902.0,49211.0,4.0,2752750.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
61,990032,B,2019-05-24 13:40:11,14902,14902,49211,4,2752750,1728000.0,1742902.0,49211.0,3.0,1024750.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
62,990032,D,2019-06-13 13:40:11,1728000,1742902,49211,3,1024750,1024750.0,2767652.0,37161.0,1.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
63,990032,C,2019-06-25 10:19:21,1024750,2767652,37161,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
64,990033,A,2019-05-24 11:23:25,0,0,41005,4,20629,2161.0,2161.0,43166.0,4.0,18468.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
65,990033,B,2019-05-24 11:59:26,2161,2161,43166,4,18468,18468.0,20629.0,61634.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
66,990033,C,2019-05-24 17:07:14,18468,20629,61634,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
67,990034,A,2019-05-24 13:06:38,0,0,47198,4,3871627,15319.0,15319.0,62517.0,4.0,3856308.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,5
68,990034,B,2019-05-24 17:21:57,15319,15319,62517,4,3856308,1728000.0,1743319.0,62517.0,3.0,2128308.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,5
69,990034,D,2019-06-13 17:21:57,1728000,1743319,62517,3,2128308,1728000.0,3471319.0,62517.0,2.0,400308.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,D,3,5
70,990034,D,2019-07-03 17:21:57,1728000,3471319,62517,2,400308,400308.0,3871627.0,30825.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,4,5
71,990034,C,2019-07-08 08:33:45,400308,3871627,30825,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,5,5
72,990039,A,2019-05-24 23:08:15,0,0,83295,4,1167416,207039.0,207039.0,31134.0,0.0,960377.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
73,990039,B,2019-05-27 08:38:54,207039,207039,31134,0,960377,960377.0,1167416.0,41111.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
74,990039,C,2019-06-07 11:25:11,960377,1167416,41111,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
75,990040,A,2019-05-25 21:24:33,0,0,77073,5,2556122,147096.0,147096.0,51369.0,0.0,2409026.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
76,990040,B,2019-05-27 14:16:09,147096,147096,51369,0,2409026,1728000.0,1875096.0,51369.0,6.0,681026.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
77,990040,D,2019-06-16 14:16:09,1728000,1875096,51369,6,681026,681026.0,2556122.0,41195.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
78,990040,C,2019-06-24 11:26:35,681026,2556122,41195,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
79,990042,A,2019-05-27 09:30:58,0,0,34258,0,2074151,30233.0,30233.0,64491.0,0.0,2043918.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
80,990042,B,2019-05-27 17:54:51,30233,30233,64491,0,2043918,1728000.0,1758233.0,64491.0,6.0,315918.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
81,990042,D,2019-06-16 17:54:51,1728000,1758233,64491,6,315918,315918.0,2074151.0,34809.0,3.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
82,990042,C,2019-06-20 09:40:09,315918,2074151,34809,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
83,990043,A,2019-05-27 11:21:43,0,0,40903,0,946037,88133.0,88133.0,42636.0,1.0,857904.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
84,990043,B,2019-05-28 11:50:36,88133,88133,42636,1,857904,857904.0,946037.0,36540.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
85,990043,C,2019-06-07 10:09:00,857904,946037,36540,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
86,990044,A,2019-05-27 13:03:14,0,0,46994,0,190011,98809.0,98809.0,59403.0,1.0,91202.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
87,990044,B,2019-05-28 16:30:03,98809,98809,59403,1,91202,91202.0,190011.0,64205.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
88,990044,C,2019-05-29 17:50:05,91202,190011,64205,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
89,990045,A,2019-05-27 14:26:15,0,0,51975,0,597609,8666.0,8666.0,60641.0,0.0,588943.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
90,990045,B,2019-05-27 16:50:41,8666,8666,60641,0,588943,588943.0,597609.0,44784.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
91,990045,C,2019-06-03 12:26:24,588943,597609,44784,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
92,990046,A,2019-05-27 16:12:18,0,0,58338,0,779880,145116.0,145116.0,30654.0,2.0,634764.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
93,990046,B,2019-05-29 08:30:54,145116,145116,30654,2,634764,634764.0,779880.0,60618.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
94,990046,C,2019-06-05 16:50:18,634764,779880,60618,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
95,990048,A,2019-05-27 19:52:44,0,0,71564,0,138624,80909.0,80909.0,66073.0,1.0,57715.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
96,990048,B,2019-05-28 18:21:13,80909,80909,66073,1,57715,57715.0,138624.0,37388.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
97,990048,C,2019-05-29 10:23:08,57715,138624,37388,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
98,990049,A,2019-05-27 23:25:03,0,0,84303,0,209267,62615.0,62615.0,60518.0,1.0,146652.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
99,990049,B,2019-05-28 16:48:38,62615,62615,60518,1,146652,146652.0,209267.0,34370.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
100,990049,C,2019-05-30 09:32:50,146652,209267,34370,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
101,990050,A,2019-05-28 09:21:38,0,0,33698,1,699406,111175.0,111175.0,58473.0,2.0,588231.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
102,990050,B,2019-05-29 16:14:33,111175,111175,58473,2,588231,588231.0,699406.0,41904.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
103,990050,C,2019-06-05 11:38:24,588231,699406,41904,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
104,990052,A,2019-05-28 12:25:54,0,0,44754,1,511707,97339.0,97339.0,55693.0,2.0,414368.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
105,990052,B,2019-05-29 15:28:13,97339,97339,55693,2,414368,414368.0,511707.0,38061.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
106,990052,C,2019-06-03 10:34:21,414368,511707,38061,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
107,990053,A,2019-05-28 14:11:35,0,0,51095,1,689938,94683.0,94683.0,59378.0,2.0,595255.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
108,990053,B,2019-05-29 16:29:38,94683,94683,59378,2,595255,595255.0,689938.0,49833.0,2.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
109,990053,C,2019-06-05 13:50:33,595255,689938,49833,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
110,990055,A,2019-05-28 17:45:43,0,0,63943,1,165919,60119.0,60119.0,37662.0,2.0,105800.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
111,990055,B,2019-05-29 10:27:42,60119,60119,37662,2,105800,105800.0,165919.0,57062.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
112,990055,C,2019-05-30 15:51:02,105800,165919,57062,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
113,990056,A,2019-05-28 19:56:44,0,0,71804,1,243493,70028.0,70028.0,55432.0,2.0,173465.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
114,990056,B,2019-05-29 15:23:52,70028,70028,55432,2,173465,173465.0,243493.0,56097.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
115,990056,C,2019-05-31 15:34:57,173465,243493,56097,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
116,990057,A,2019-05-28 23:33:03,0,0,84783,1,146631,41803.0,41803.0,40186.0,2.0,104828.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
117,990057,B,2019-05-29 11:09:46,41803,41803,40186,2,104828,104828.0,146631.0,58614.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
118,990057,C,2019-05-30 16:16:54,104828,146631,58614,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
119,990058,A,2019-05-29 09:31:14,0,0,34274,2,88943,8321.0,8321.0,42595.0,2.0,80622.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
120,990058,B,2019-05-29 11:49:55,8321,8321,42595,2,80622,80622.0,88943.0,36817.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
121,990058,C,2019-05-30 10:13:37,80622,88943,36817,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
122,990059,A,2019-05-29 11:22:16,0,0,40936,2,1397596,80191.0,80191.0,34727.0,3.0,1317405.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
123,990059,B,2019-05-30 09:38:47,80191,80191,34727,3,1317405,1317405.0,1397596.0,56132.0,4.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
124,990059,C,2019-06-14 15:35:32,1317405,1397596,56132,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
125,990060,A,2019-05-29 13:04:19,0,0,47059,2,697217,72741.0,72741.0,33400.0,3.0,624476.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
126,990060,B,2019-05-30 09:16:40,72741,72741,33400,3,624476,624476.0,697217.0,53076.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
127,990060,C,2019-06-06 14:44:36,624476,697217,53076,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
128,990061,A,2019-05-29 14:28:25,0,0,52105,2,687644,169799.0,169799.0,49104.0,4.0,517845.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
129,990061,B,2019-05-31 13:38:24,169799,169799,49104,4,517845,517845.0,687644.0,48549.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
130,990061,C,2019-06-06 13:29:09,517845,687644,48549,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
131,990063,A,2019-05-29 17:53:03,0,0,64383,2,1269886,68290.0,68290.0,46273.0,3.0,1201596.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
132,990063,B,2019-05-30 12:51:13,68290,68290,46273,3,1201596,1201596.0,1269886.0,38269.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
133,990063,C,2019-06-13 10:37:49,1201596,1269886,38269,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
134,990064,A,2019-05-29 20:18:44,0,0,73124,2,656656,74169.0,74169.0,60893.0,3.0,582487.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
135,990064,B,2019-05-30 16:54:53,74169,74169,60893,3,582487,582487.0,656656.0,38580.0,3.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
136,990064,C,2019-06-06 10:43:00,582487,656656,38580,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,3,3
137,990066,A,2019-05-30 09:12:02,0,0,33122,3,3048648,90629.0,90629.0,37351.0,4.0,2958019.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
138,990066,B,2019-05-31 10:22:31,90629,90629,37351,4,2958019,1728000.0,1818629.0,37351.0,3.0,1230019.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
139,990066,D,2019-06-20 10:22:31,1728000,1818629,37351,3,1230019,1230019.0,3048648.0,57770.0,3.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
140,990066,C,2019-07-04 16:02:50,1230019,3048648,57770,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
141,990067,A,2019-05-30 10:43:52,0,0,38632,3,2333461,36526.0,36526.0,75158.0,3.0,2296935.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,4
142,990067,B,2019-05-30 20:52:38,36526,36526,75158,3,2296935,1728000.0,1764526.0,75158.0,2.0,568935.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,D,2,4
143,990067,D,2019-06-19 20:52:38,1728000,1764526,75158,2,568935,568935.0,2333461.0,39293.0,2.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,C,3,4
144,990067,C,2019-06-26 10:54:53,568935,2333461,39293,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,!,4,4
145,990068,A,2019-05-30 12:47:31,0,0,46051,3,353572,4459.0,4459.0,50510.0,3.0,349113.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,B,1,3
146,990068,B,2019-05-30 14:01:50,4459,4459,50510,3,349113,349113.0,353572.0,54023.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,C,2,3
