,Case_ID,Activity,Timestamp
115,880018,C,2019-05-21 14:55:05
116,880018,B,2019-05-22 10:17:48
117,880018,F,2019-05-25 01:00:00
118,880018,G,2019-05-27 20:29:32
119,880018,I,2019-05-29 09:50:36
120,880019,A,2019-05-20 17:22:31
121,880019,B,2019-05-21 08:55:41
122,880019,C,2019-05-21 14:55:05
123,880019,F,2019-05-25 01:00:00
124,880019,G,2019-05-27 20:29:32
125,880019,I,2019-05-29 09:50:36
126,880020,A,2019-05-20 19:04:49
127,880020,C,2019-05-21 14:33:48
128,880020,B,2019-05-21 17:02:33
129,880020,F,2019-05-24 10:49:32
130,880020,G,2019-05-27 10:40:13
131,880020,H,2019-05-27 14:56:21
132,880020,I,2019-05-28 12:42:06
133,880021,A,2019-05-20 19:04:49
134,880021,C,2019-05-21 14:33:48
135,880021,B,2019-05-27 09:53:59
136,880021,F,2019-05-29 15:38:06
137,880021,G,2019-05-30 10:10:22
138,880021,I,2019-05-30 12:02:46
139,880022,A,2019-05-20 19:04:49
140,880022,B,2019-05-21 10:49:44
141,880022,C,2019-05-21 14:33:48
142,880022,F,2019-05-24 10:49:32
143,880022,G,2019-05-27 10:40:13
144,880022,H,2019-05-27 14:56:21
145,880022,I,2019-05-28 12:42:06
146,880023,A,2019-05-20 21:49:13
147,880023,C,2019-05-22 10:34:00
148,880023,B,2019-05-22 17:13:56
149,880023,F,2019-05-24 15:49:44
150,880023,G,2019-05-27 09:50:01
151,880023,I,2019-05-27 12:39:25
152,880024,A,2019-05-20 21:49:13
153,880024,B,2019-05-21 13:42:40
154,880024,C,2019-05-22 10:34:00
155,880024,F,2019-05-24 15:49:44
156,880024,G,2019-05-27 09:50:01
157,880024,I,2019-05-27 12:39:25
158,880025,A,2019-05-20 21:49:13
159,880025,B,2019-05-21 14:56:24
160,880025,C,2019-05-22 10:34:00
161,880025,F,2019-05-24 15:49:44
162,880025,G,2019-05-27 09:50:01
163,880025,I,2019-05-27 12:39:25
164,880026,A,2019-05-20 21:49:13
165,880026,B,2019-05-21 15:02:54
166,880026,C,2019-05-22 10:34:00
167,880026,F,2019-05-24 15:49:44
168,880026,G,2019-05-27 09:50:01
169,880026,I,2019-05-27 12:39:25
170,880027,A,2019-05-20 21:49:13
171,880027,D,2019-05-21 15:51:03
172,880027,E,2019-05-21 16:51:49
173,880027,C,2019-05-22 10:34:00
174,880027,B,2019-05-27 10:33:28
175,880027,F,2019-05-29 16:14:37
176,880027,G,2019-05-30 10:19:45
177,880027,I,2019-05-31 11:00:07
178,880028,A,2019-05-20 21:49:13
179,880028,B,2019-05-21 15:26:17
180,880028,C,2019-05-22 10:34:00
181,880028,F,2019-05-24 15:49:44
182,880028,G,2019-05-27 09:50:01
183,880028,I,2019-05-27 12:39:25
184,880029,A,2019-05-21 07:13:12
185,880029,D,2019-05-21 09:14:32
186,880029,C,2019-05-21 13:40:12
187,880029,E,2019-05-23 18:54:48
188,880029,B,2019-05-30 19:28:01
189,880029,F,2019-05-31 19:05:24
190,880029,G,2019-06-03 14:07:59
191,880029,I,2019-06-04 10:32:16
192,880030,A,2019-05-21 07:13:12
193,880030,B,2019-05-21 08:23:42
194,880030,C,2019-05-21 13:40:12
195,880030,F,2019-05-23 11:00:25
196,880030,G,2019-05-23 14:22:59
197,880030,H,2019-05-23 14:48:41
198,880030,I,2019-05-23 19:14:00
199,880031,A,2019-05-21 07:13:12
200,880031,C,2019-05-21 13:40:12
201,880031,B,2019-05-21 14:14:14
202,880031,F,2019-05-23 11:00:25
203,880031,G,2019-05-23 14:22:59
204,880031,H,2019-05-23 14:48:41
205,880031,I,2019-05-23 19:14:00
206,880032,A,2019-05-21 07:13:12
207,880032,C,2019-05-21 13:40:12
208,880032,B,2019-05-21 15:32:29
209,880032,F,2019-05-23 11:00:25
210,880032,G,2019-05-23 14:22:59
211,880032,H,2019-05-23 14:48:41
212,880032,I,2019-05-23 19:14:00
213,880033,A,2019-05-21 07:13:12
214,880033,C,2019-05-21 13:40:12
215,880033,B,2019-05-22 09:49:11
216,880033,F,2019-05-23 11:00:25
217,880033,G,2019-05-23 14:22:59
218,880033,H,2019-05-23 14:48:41
219,880033,I,2019-05-23 19:14:00
220,880034,A,2019-05-21 07:13:12
221,880034,C,2019-05-21 13:40:12
222,880034,B,2019-05-23 16:07:14
223,880034,F,2019-05-28 17:21:54
224,880034,G,2019-05-29 14:30:00
225,880034,I,2019-05-29 16:14:22
226,880035,A,2019-05-21 09:58:19
227,880035,D,2019-05-21 12:57:36
228,880035,C,2019-05-21 21:10:10
229,880035,E,2019-05-22 17:33:36
230,880035,B,2019-05-30 12:41:03
231,880035,F,2019-05-30 17:36:37
232,880035,G,2019-06-03 11:23:31
233,880035,I,2019-06-03 16:37:21
234,880036,A,2019-05-21 09:58:19
235,880036,B,2019-05-21 12:47:10
236,880036,C,2019-05-21 21:10:10
237,880036,F,2019-05-27 11:49:13
238,880036,G,2019-05-28 12:29:53
239,880036,I,2019-05-28 15:50:34
240,880037,A,2019-05-21 12:16:25
241,880037,C,2019-05-21 12:55:17
242,880037,B,2019-05-28 16:41:43
243,880037,F,2019-05-28 17:21:54
244,880037,G,2019-05-29 14:30:00
245,880037,I,2019-05-29 16:14:22
246,880038,A,2019-05-21 12:16:25
247,880038,C,2019-05-21 12:55:17
248,880038,B,2019-05-22 14:18:39
249,880038,F,2019-05-23 11:00:25
250,880038,G,2019-05-23 14:22:59
251,880038,H,2019-05-23 14:48:41
252,880038,I,2019-05-23 19:14:00
253,880039,A,2019-05-21 12:16:25
254,880039,C,2019-05-21 12:55:17
255,880039,B,2019-05-23 13:39:57
256,880039,F,2019-05-28 17:21:54
257,880039,G,2019-05-29 14:30:00
258,880039,I,2019-05-29 16:14:22
259,880040,A,2019-05-21 12:16:25
260,880040,C,2019-05-21 12:55:17
261,880040,B,2019-05-23 10:45:43
262,880040,F,2019-05-23 11:00:25
263,880040,G,2019-05-23 14:22:59
264,880040,H,2019-05-23 14:48:41
265,880040,I,2019-05-23 19:14:00
266,880041,A,2019-05-21 13:52:38
267,880041,C,2019-05-21 16:44:36
268,880041,B,2019-05-22 11:47:12
269,880041,F,2019-05-23 11:00:25
270,880041,G,2019-05-23 14:22:59
271,880041,H,2019-05-23 14:48:41
272,880041,I,2019-05-23 19:14:00
273,880042,A,2019-05-21 13:52:38
274,880042,C,2019-05-21 16:44:36
275,880042,B,2019-05-23 17:26:26
276,880042,F,2019-05-28 17:21:54
277,880042,G,2019-05-29 14:30:00
278,880042,I,2019-05-29 16:14:22
279,880043,A,2019-05-21 13:52:38
280,880043,C,2019-05-21 16:44:36
281,880043,B,2019-05-22 11:00:23
282,880043,F,2019-05-23 11:00:25
283,880043,G,2019-05-23 14:22:59
284,880043,H,2019-05-23 14:48:41
285,880043,I,2019-05-23 19:14:00
286,880044,A,2019-05-21 13:52:38
287,880044,C,2019-05-21 16:44:36
288,880044,B,2019-05-28 12:19:52
289,880044,F,2019-05-28 17:21:54
290,880044,G,2019-05-29 14:30:00
291,880044,I,2019-05-29 16:14:22
292,880045,A,2019-05-21 13:52:38
293,880045,C,2019-05-21 16:44:36
294,880045,D,2019-05-23 10:19:26
295,880045,E,2019-05-27 09:35:00
296,880045,B,2019-06-03 19:30:05
297,880045,F,2019-06-05 09:43:33
298,880045,G,2019-06-05 15:08:57
299,880045,H,2019-06-05 16:25:21
300,880045,I,2019-06-05 21:36:36
301,880046,A,2019-05-21 13:52:38
302,880046,C,2019-05-21 16:44:36
303,880046,D,2019-05-21 19:19:13
304,880046,E,2019-05-23 10:27:00
305,880046,B,2019-05-28 17:21:54
306,880046,F,2019-05-28 17:21:54
307,880046,G,2019-05-29 14:30:00
308,880046,I,2019-05-29 16:14:22
309,880047,A,2019-05-21 13:52:38
310,880047,C,2019-05-21 16:44:36
311,880047,B,2019-05-22 11:36:46
312,880047,F,2019-05-23 11:00:25
313,880047,G,2019-05-23 14:22:59
314,880047,H,2019-05-23 14:48:41
315,880047,I,2019-05-23 19:14:00
316,880048,A,2019-05-21 16:05:03
317,880048,C,2019-05-21 21:40:22
318,880048,B,2019-05-22 09:37:12
319,880048,F,2019-05-23 11:00:25
320,880048,G,2019-05-23 14:22:59
321,880048,H,2019-05-23 14:48:41
322,880048,I,2019-05-23 19:14:00
323,880049,A,2019-05-21 16:05:03
324,880049,B,2019-05-21 17:15:32
325,880049,C,2019-05-21 21:40:22
326,880049,F,2019-05-23 11:00:25
327,880049,G,2019-05-23 14:22:59
328,880049,H,2019-05-23 14:48:41
329,880049,I,2019-05-23 19:14:00
330,880050,A,2019-05-21 16:05:03
331,880050,C,2019-05-21 21:40:22
332,880050,D,2019-05-22 09:29:44
333,880050,E,2019-05-23 12:09:19
334,880050,B,2019-06-17 14:24:54
335,880050,F,2019-06-17 15:48:31
336,880050,G,2019-06-18 13:41:56
337,880050,I,2019-06-18 14:55:46
338,880051,A,2019-05-21 16:05:03
339,880051,C,2019-05-21 21:40:22
340,880051,B,2019-05-22 16:07:56
341,880051,F,2019-05-23 11:00:25
342,880051,G,2019-05-23 14:22:59
343,880051,H,2019-05-23 14:48:41
344,880051,I,2019-05-23 19:14:00
345,880052,A,2019-05-21 16:05:03
346,880052,C,2019-05-21 21:40:22
347,880052,B,2019-05-27 14:01:57
348,880052,F,2019-05-28 17:21:54
349,880052,G,2019-05-29 14:30:00
350,880052,I,2019-05-29 16:14:22
351,880053,A,2019-05-21 16:05:03
352,880053,C,2019-05-21 21:40:22
353,880053,D,2019-05-22 09:31:49
354,880053,E,2019-05-24 12:01:37
355,880053,B,2019-06-28 17:45:57
356,880053,F,2019-07-01 14:59:43
357,880053,G,2019-07-02 09:22:35
358,880053,I,2019-07-03 16:37:19
359,880054,A,2019-05-21 17:29:53
360,880054,B,2019-05-22 11:13:31
361,880054,C,2019-05-23 09:09:23
362,880054,F,2019-05-27 16:26:44
363,880054,G,2019-05-27 18:57:39
364,880054,I,2019-05-28 17:52:39
365,880055,A,2019-05-21 17:29:53
366,880055,D,2019-05-22 10:22:31
367,880055,E,2019-05-22 14:29:53
368,880055,C,2019-05-23 09:09:23
369,880055,B,2019-06-05 09:17:23
370,880055,F,2019-06-05 16:31:53
371,880055,G,2019-06-06 12:40:22
372,880055,I,2019-06-07 10:46:15
373,880056,A,2019-05-21 17:29:53
374,880056,C,2019-05-23 09:09:23
375,880056,B,2019-05-23 12:53:00
376,880056,F,2019-05-27 16:26:44
377,880056,G,2019-05-27 18:57:39
378,880056,I,2019-05-28 17:52:39
379,880057,A,2019-05-21 17:29:53
380,880057,B,2019-05-22 17:38:56
381,880057,C,2019-05-23 09:09:23
382,880057,F,2019-05-27 16:26:44
383,880057,G,2019-05-27 18:57:39
384,880057,I,2019-05-28 17:52:39
385,880058,A,2019-05-21 17:29:53
386,880058,B,2019-05-22 10:52:34
387,880058,C,2019-05-23 09:09:23
388,880058,F,2019-05-27 16:26:44
389,880058,G,2019-05-27 18:57:39
390,880058,I,2019-05-28 17:52:39
391,880059,A,2019-05-21 19:19:34
392,880059,B,2019-05-21 20:34:29
393,880059,C,2019-05-22 12:40:14
394,880059,F,2019-05-27 15:11:01
395,880059,G,2019-05-28 11:03:28
396,880059,I,2019-05-28 20:08:20
397,880060,A,2019-05-21 19:19:34
398,880060,C,2019-05-22 12:40:14
399,880060,B,2019-05-28 16:42:56
400,880060,F,2019-05-30 15:56:05
401,880060,G,2019-05-31 12:07:26
402,880060,I,2019-05-31 12:59:10
403,880061,A,2019-05-21 19:19:34
404,880061,C,2019-05-22 12:40:14
405,880061,B,2019-05-28 09:49:33
406,880061,F,2019-05-30 15:56:05
407,880061,G,2019-05-31 12:07:26
408,880061,I,2019-05-31 12:59:10
409,880062,A,2019-05-21 19:19:34
410,880062,C,2019-05-22 12:40:14
411,880062,D,2019-05-23 11:08:24
412,880062,E,2019-05-23 12:33:06
413,880062,B,2019-05-24 15:49:44
414,880062,F,2019-05-27 15:11:01
415,880062,G,2019-05-28 11:03:28
416,880062,I,2019-05-28 20:08:20
417,880063,A,2019-05-21 19:19:34
418,880063,C,2019-05-22 12:40:14
419,880063,B,2019-05-23 10:53:08
420,880063,F,2019-05-27 15:11:01
421,880063,G,2019-05-28 11:03:28
422,880063,I,2019-05-28 20:08:20
423,880064,A,2019-05-21 19:19:34
424,880064,C,2019-05-22 12:40:14
425,880064,B,2019-05-22 16:54:39
426,880064,F,2019-05-27 15:11:01
427,880064,G,2019-05-28 11:03:28
428,880064,I,2019-05-28 20:08:20
429,880065,A,2019-05-21 22:18:43
430,880065,D,2019-05-22 11:14:47
431,880065,E,2019-05-22 15:44:52
432,880065,C,2019-05-23 11:58:56
433,880065,B,2019-05-23 15:34:32
434,880065,F,2019-05-25 01:00:00
435,880065,G,2019-05-27 20:29:32
436,880065,I,2019-05-29 09:50:36
437,880066,A,2019-05-21 22:18:43
438,880066,D,2019-05-23 09:26:37
439,880066,C,2019-05-23 11:58:56
440,880066,E,2019-05-27 11:36:36
441,880066,B,2019-05-27 15:11:01
442,880066,F,2019-05-30 01:00:00
443,880066,G,2019-05-30 14:38:24
444,880066,H,2019-05-30 16:34:12
445,880066,H,2019-05-31 10:30:10
446,880066,H,2019-05-31 14:58:13
447,880066,I,2019-05-31 16:18:19
448,880067,A,2019-05-21 22:18:43
449,880067,B,2019-05-22 17:19:25
450,880067,C,2019-05-23 11:58:56
451,880067,F,2019-05-25 01:00:00
452,880067,G,2019-05-27 20:29:32
453,880067,I,2019-05-29 09:50:36
454,880068,A,2019-05-21 22:18:43
455,880068,B,2019-05-22 11:45:06
456,880068,C,2019-05-23 11:58:56
457,880068,F,2019-05-25 01:00:00
458,880068,G,2019-05-27 20:29:32
459,880068,I,2019-05-29 09:50:36
460,880069,A,2019-05-22 08:29:00
461,880069,C,2019-05-22 10:21:25
462,880069,B,2019-05-22 11:34:42
463,880069,F,2019-05-24 10:49:32
464,880069,G,2019-05-27 10:40:13
465,880069,H,2019-05-27 14:56:21
466,880069,I,2019-05-28 12:42:06
467,880070,A,2019-05-22 08:29:00
468,880070,C,2019-05-22 10:21:25
469,880070,B,2019-05-22 11:06:36
470,880070,F,2019-05-24 10:49:32
471,880070,G,2019-05-27 10:40:13
472,880070,H,2019-05-27 14:56:21
473,880070,I,2019-05-28 12:42:06
474,880071,A,2019-05-22 08:29:00
475,880071,C,2019-05-22 10:21:25
476,880071,B,2019-05-22 16:14:21
477,880071,F,2019-05-24 10:49:32
478,880071,G,2019-05-27 10:40:13
479,880071,H,2019-05-27 14:56:21
480,880071,I,2019-05-28 12:42:06
481,880072,A,2019-05-22 08:29:00
482,880072,C,2019-05-22 10:21:25
483,880072,B,2019-05-23 08:44:21
484,880072,F,2019-05-24 10:49:32
485,880072,G,2019-05-27 10:40:13
486,880072,H,2019-05-27 14:56:21
487,880072,I,2019-05-28 12:42:06
488,880073,A,2019-05-22 08:29:00
489,880073,C,2019-05-22 10:21:25
490,880073,B,2019-05-24 10:49:32
491,880073,F,2019-05-24 10:49:32
492,880073,G,2019-05-27 10:40:13
493,880073,H,2019-05-27 14:56:21
494,880073,I,2019-05-28 12:42:06
495,880074,A,2019-05-22 10:33:18
496,880074,D,2019-05-22 11:39:24
497,880074,C,2019-05-22 14:44:07
498,880074,E,2019-05-23 15:28:01
499,880074,B,2019-05-24 14:07:48
500,880074,F,2019-05-27 16:26:44
501,880074,G,2019-05-27 18:57:39
502,880074,I,2019-05-28 17:52:39
503,880075,A,2019-05-22 10:33:18
504,880075,C,2019-05-22 14:44:07
505,880075,B,2019-05-23 16:46:01
506,880075,F,2019-05-27 16:26:44
507,880075,G,2019-05-27 18:57:39
508,880075,I,2019-05-28 17:52:39
509,880076,A,2019-05-22 10:33:18
510,880076,B,2019-05-22 13:53:26
511,880076,C,2019-05-22 14:44:07
512,880076,F,2019-05-27 16:26:44
513,880076,G,2019-05-27 18:57:39
514,880076,I,2019-05-28 17:52:39
515,880077,A,2019-05-22 12:26:23
516,880077,C,2019-05-22 15:42:38
517,880077,B,2019-05-23 08:42:25
518,880077,F,2019-05-24 15:49:44
519,880077,G,2019-05-27 09:50:01
520,880077,I,2019-05-27 12:39:25
521,880078,A,2019-05-22 12:26:23
522,880078,C,2019-05-22 15:42:38
523,880078,B,2019-05-23 16:16:20
524,880078,F,2019-05-24 15:49:44
525,880078,G,2019-05-27 09:50:01
526,880078,I,2019-05-27 12:39:25
527,880079,A,2019-05-22 14:12:34
528,880079,C,2019-05-23 13:04:43
529,880079,D,2019-05-23 16:07:36
530,880079,E,2019-05-24 09:21:25
531,880079,B,2019-05-28 14:51:35
532,880079,F,2019-05-28 16:07:01
533,880079,G,2019-05-29 16:16:17
534,880079,I,2019-05-29 20:01:33
535,880080,A,2019-05-22 14:12:34
536,880080,C,2019-05-23 13:04:43
537,880080,B,2019-05-23 13:32:53
538,880080,F,2019-05-28 16:07:01
539,880080,G,2019-05-29 16:16:17
540,880080,I,2019-05-29 20:01:33
541,880081,A,2019-05-22 14:12:34
542,880081,C,2019-05-23 13:04:43
543,880081,B,2019-05-24 14:22:07
544,880081,F,2019-05-28 16:07:01
545,880081,G,2019-05-29 16:16:17
546,880081,I,2019-05-29 20:01:33
547,880082,A,2019-05-22 15:44:55
548,880082,C,2019-05-23 22:00:00
549,880082,D,2019-05-24 14:39:58
550,880082,E,2019-05-24 17:48:27
551,880082,B,2019-05-27 17:00:36
552,880082,F,2019-05-29 11:18:17
553,880082,G,2019-05-29 19:29:05
554,880082,I,2019-05-30 10:34:44
555,880083,A,2019-05-22 15:44:55
556,880083,C,2019-05-23 22:00:00
557,880083,B,2019-05-27 10:25:30
558,880083,F,2019-05-29 11:18:17
559,880083,G,2019-05-29 19:29:05
560,880083,I,2019-05-30 10:34:44
561,880084,A,2019-05-22 15:44:55
562,880084,C,2019-05-23 22:00:00
563,880084,B,2019-05-24 09:41:01
564,880084,F,2019-05-29 11:18:17
565,880084,G,2019-05-29 19:29:05
566,880084,I,2019-05-30 10:34:44
567,880085,A,2019-05-22 15:44:55
568,880085,C,2019-05-23 22:00:00
569,880085,B,2019-05-27 12:21:13
570,880085,F,2019-05-29 11:18:17
571,880085,G,2019-05-29 19:29:05
572,880085,I,2019-05-30 10:34:44
573,880086,A,2019-05-22 15:44:55
574,880086,C,2019-05-23 22:00:00
575,880086,D,2019-05-29 14:23:06
576,880086,E,2019-05-30 16:47:55
577,880086,B,2019-06-04 10:18:03
578,880086,F,2019-06-06 10:21:38
579,880086,G,2019-06-06 10:56:40
580,880086,I,2019-06-06 15:45:51
581,880087,A,2019-05-22 15:44:55
582,880087,B,2019-05-23 17:01:33
583,880087,C,2019-05-23 22:00:00
584,880087,F,2019-05-29 11:18:17
585,880087,G,2019-05-29 19:29:05
586,880087,I,2019-05-30 10:34:44
587,880088,A,2019-05-22 17:49:37
588,880088,C,2019-05-23 11:23:05
589,880088,B,2019-05-24 13:23:15
590,880088,F,2019-05-28 11:12:33
591,880088,G,2019-05-28 15:57:57
592,880088,I,2019-05-29 09:08:16
593,880089,A,2019-05-22 17:49:37
594,880089,C,2019-05-23 11:23:05
595,880089,B,2019-05-28 11:12:33
596,880089,F,2019-05-28 11:12:33
597,880089,G,2019-05-28 15:57:57
598,880089,I,2019-05-29 09:08:16
599,880090,A,2019-05-22 17:49:37
600,880090,B,2019-05-23 10:03:08
601,880090,C,2019-05-23 11:23:05
602,880090,F,2019-05-28 11:12:33
603,880090,G,2019-05-28 15:57:57
604,880090,I,2019-05-29 09:08:16
605,880091,A,2019-05-22 17:49:37
606,880091,D,2019-05-23 11:07:19
607,880091,C,2019-05-23 11:23:05
608,880091,E,2019-05-23 12:13:24
609,880091,B,2019-05-27 15:29:21
610,880091,F,2019-05-28 11:12:33
611,880091,G,2019-05-28 15:57:57
612,880091,I,2019-05-29 09:08:16
613,880092,A,2019-05-22 20:08:26
614,880092,B,2019-05-24 11:05:13
615,880092,C,2019-05-24 14:55:25
616,880092,F,2019-05-28 11:12:33
617,880092,G,2019-05-28 15:57:57
618,880092,I,2019-05-29 09:08:16
619,880093,A,2019-05-22 20:08:26
620,880093,D,2019-05-23 10:29:24
621,880093,C,2019-05-24 14:55:25
622,880093,E,2019-05-28 10:47:51
623,880093,B,2019-06-03 21:19:52
624,880093,F,2019-06-04 01:00:00
625,880093,G,2019-06-04 11:15:46
626,880093,I,2019-06-05 09:41:01
627,880094,A,2019-05-22 22:56:27
628,880094,B,2019-05-23 11:57:31
629,880094,C,2019-05-23 12:55:00
630,880094,F,2019-05-28 14:22:11
631,880094,G,2019-05-28 16:01:33
632,880094,I,2019-05-29 09:58:19
633,880095,A,2019-05-22 22:56:27
634,880095,C,2019-05-23 12:55:00
635,880095,B,2019-05-24 10:09:07
636,880095,F,2019-05-28 14:22:11
637,880095,G,2019-05-28 16:01:33
638,880095,I,2019-05-29 09:58:19
639,880096,A,2019-05-22 22:56:27
640,880096,C,2019-05-23 12:55:00
641,880096,D,2019-05-23 15:38:19
642,880096,E,2019-05-23 16:56:29
643,880096,B,2019-05-28 13:31:07
644,880096,F,2019-05-28 14:22:11
645,880096,G,2019-05-28 16:01:33
646,880096,I,2019-05-29 09:58:19
647,880097,A,2019-05-23 09:44:29
648,880097,C,2019-05-24 17:01:23
649,880097,B,2019-05-28 14:20:52
650,880097,F,2019-05-29 13:59:21
651,880097,G,2019-05-29 19:08:32
652,880097,I,2019-05-30 14:50:42
653,880098,A,2019-05-23 09:44:29
654,880098,B,2019-05-23 10:52:26
655,880098,F,2019-05-23 17:26:26
656,880098,G,2019-05-23 17:43:12
657,880098,I,2019-05-24 15:54:44
658,880098,C,2019-05-24 17:01:23
659,880099,A,2019-05-23 09:44:29
660,880099,B,2019-05-23 12:15:16
661,880099,F,2019-05-23 17:26:26
662,880099,G,2019-05-23 17:43:12
663,880099,I,2019-05-24 15:54:44
664,880099,C,2019-05-24 17:01:23
665,880100,A,2019-05-23 09:44:29
666,880100,B,2019-05-23 19:15:44
667,880100,C,2019-05-24 17:01:23
668,880100,F,2019-05-29 13:59:21
669,880100,G,2019-05-29 19:08:32
670,880100,I,2019-05-30 14:50:42
671,880101,A,2019-05-23 09:44:29
672,880101,B,2019-05-23 15:00:45
673,880101,F,2019-05-23 17:26:26
674,880101,G,2019-05-23 17:43:12
675,880101,I,2019-05-24 15:54:44
676,880101,C,2019-05-24 17:01:23
677,880102,A,2019-05-23 09:44:29
678,880102,D,2019-05-24 12:33:21
679,880102,E,2019-05-24 15:56:27
680,880102,C,2019-05-24 17:01:23
681,880102,B,2019-05-31 10:56:50
682,880102,F,2019-06-04 15:15:34
683,880102,G,2019-06-04 18:00:57
684,880102,I,2019-06-05 15:51:44
685,880103,A,2019-05-23 11:48:45
686,880103,B,2019-05-23 14:49:52
687,880103,F,2019-05-24 10:49:32
688,880103,C,2019-05-24 16:32:09
689,880103,G,2019-05-27 10:40:13
690,880103,H,2019-05-27 14:56:21
691,880103,I,2019-05-28 12:42:06
692,880104,A,2019-05-23 11:48:45
693,880104,C,2019-05-24 16:32:09
694,880104,B,2019-05-24 17:39:53
695,880104,F,2019-05-29 15:38:06
696,880104,G,2019-05-30 10:10:22
697,880104,I,2019-05-30 12:02:46
