,Case_ID,Activity,Timestamp,Items,Customers,Packages
69,990006,C,2019-05-21 14:55:05,"['880018', '880019', '880017']",f,
70,990006,B,2019-05-22 10:17:48,['880018'],f,
71,990006,G,2019-05-25 01:00:00,"['880065', '880018', '880068', '880067', '880019', '880017']",f,660005
72,990006,H,2019-05-27 20:29:32,"['880065', '880018', '880068', '880067', '880019', '880017']",f,660005
73,990006,J,2019-05-29 09:50:36,"['880065', '880018', '880068', '880067', '880019', '880017']",f,660005
74,990006,F,2019-05-31 21:05:52,"['880018', '880019', '880017']",f,
75,990007,A,2019-05-20 19:04:49,"['880021', '880022', '880020']",d,
76,990007,B,2019-05-21 10:49:44,['880022'],d,
77,990007,C,2019-05-21 14:33:48,"['880021', '880022', '880020']",d,
78,990007,B,2019-05-21 17:02:33,['880020'],d,
79,990007,G,2019-05-24 10:49:32,"['880106', '880070', '880103', '880069', '880073', '880022', '880020', '880109', '880014', '880071', '880072', '880013']",d,660003
80,990007,B,2019-05-27 09:53:59,['880021'],d,
81,990007,H,2019-05-27 10:40:13,"['880106', '880070', '880103', '880069', '880073', '880022', '880020', '880109', '880014', '880071', '880072', '880013']",d,660003
82,990007,I,2019-05-27 14:56:21,"['880106', '880070', '880103', '880069', '880073', '880022', '880020', '880109', '880014', '880071', '880072', '880013']",d,660003
83,990007,J,2019-05-28 12:42:06,"['880106', '880070', '880103', '880069', '880073', '880022', '880020', '880109', '880014', '880071', '880072', '880013']",d,660003
84,990007,G,2019-05-29 15:38:06,"['880021', '880107', '880105', '880104']",d,660016
85,990007,H,2019-05-30 10:10:22,"['880021', '880107', '880105', '880104']",d,660016
86,990007,J,2019-05-30 12:02:46,"['880021', '880107', '880105', '880104']",d,660016
87,990007,K,2019-06-10 14:33:48,"['880021', '880022', '880020']",d,
88,990007,F,2019-06-14 09:57:38,"['880021', '880022', '880020']",d,
89,990008,A,2019-05-20 21:49:13,"['880026', '880027', '880024', '880023', '880028', '880025']",c,
90,990008,B,2019-05-21 13:42:40,['880024'],c,
91,990008,B,2019-05-21 14:56:24,['880025'],c,
92,990008,B,2019-05-21 15:02:54,['880026'],c,
93,990008,B,2019-05-21 15:26:17,['880028'],c,
94,990008,D,2019-05-21 15:51:03,['880027'],c,
95,990008,E,2019-05-21 16:51:49,['880027'],c,
96,990008,C,2019-05-22 10:34:00,"['880026', '880027', '880024', '880023', '880028', '880025']",c,
97,990008,F,2019-05-22 13:31:24,"['880026', '880027', '880024', '880023', '880028', '880025']",c,
98,990008,B,2019-05-22 17:13:56,['880023'],c,
99,990008,G,2019-05-24 15:49:44,"['880026', '880078', '880024', '880028', '880010', '880113', '880012', '880011', '880023', '880025', '880077']",c,660004
100,990008,H,2019-05-27 09:50:01,"['880026', '880078', '880024', '880028', '880010', '880113', '880012', '880011', '880023', '880025', '880077']",c,660004
101,990008,B,2019-05-27 10:33:28,['880027'],c,
102,990008,J,2019-05-27 12:39:25,"['880026', '880078', '880024', '880028', '880010', '880113', '880012', '880011', '880023', '880025', '880077']",c,660004
103,990008,G,2019-05-29 16:14:37,"['880027', '880114', '880009', '880112']",c,660017
104,990008,H,2019-05-30 10:19:45,"['880027', '880114', '880009', '880112']",c,660017
105,990008,J,2019-05-31 11:00:07,"['880027', '880114', '880009', '880112']",c,660017
106,990009,A,2019-05-21 07:13:12,"['880032', '880033', '880031', '880034', '880030', '880029']",b,
107,990009,B,2019-05-21 08:23:42,['880030'],b,
108,990009,D,2019-05-21 09:14:32,['880029'],b,
109,990009,C,2019-05-21 13:40:12,"['880032', '880033', '880031', '880034', '880030', '880029']",b,
110,990009,B,2019-05-21 14:14:14,['880031'],b,
111,990009,B,2019-05-21 15:32:29,['880032'],b,
112,990009,B,2019-05-22 09:49:11,['880033'],b,
113,990009,G,2019-05-23 11:00:25,"['880032', '880038', '880006', '880051', '880040', '880008', '880033', '880043', '880048', '880007', '880030', '880047', '880031', '880049', '880005', '880041']",b,660001
114,990009,H,2019-05-23 14:22:59,"['880032', '880038', '880006', '880051', '880040', '880008', '880033', '880043', '880048', '880007', '880030', '880047', '880031', '880049', '880005', '880041']",b,660001
115,990009,I,2019-05-23 14:48:41,"['880032', '880038', '880006', '880051', '880040', '880008', '880033', '880043', '880048', '880007', '880030', '880047', '880031', '880049', '880005', '880041']",b,660001
116,990009,B,2019-05-23 16:07:14,['880034'],b,
117,990009,E,2019-05-23 18:54:48,['880029'],b,
118,990009,J,2019-05-23 19:14:00,"['880032', '880038', '880006', '880051', '880040', '880008', '880033', '880043', '880048', '880007', '880030', '880047', '880031', '880049', '880005', '880041']",b,660001
119,990009,G,2019-05-28 17:21:54,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",b,660013
120,990009,H,2019-05-29 14:30:00,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",b,660013
121,990009,J,2019-05-29 16:14:22,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",b,660013
122,990009,B,2019-05-30 19:28:01,['880029'],b,
123,990009,G,2019-05-31 19:05:24,"['880144', '880272', '880221', '880141', '880029', '880222', '880142']",b,660027
124,990009,H,2019-06-03 14:07:59,"['880144', '880272', '880221', '880141', '880029', '880222', '880142']",b,660027
125,990009,J,2019-06-04 10:32:16,"['880144', '880272', '880221', '880141', '880029', '880222', '880142']",b,660027
126,990009,F,2019-06-05 12:51:54,"['880032', '880033', '880031', '880034', '880030', '880029']",b,
127,990010,A,2019-05-21 09:58:19,"['880035', '880036']",g,
128,990010,B,2019-05-21 12:47:10,['880036'],g,
129,990010,D,2019-05-21 12:57:36,['880035'],g,
130,990010,C,2019-05-21 21:10:10,"['880035', '880036']",g,
131,990010,E,2019-05-22 17:33:36,['880035'],g,
132,990010,G,2019-05-27 11:49:13,"['880118', '880121', '880129', '880036', '880120', '880122', '880128']",g,660006
133,990010,H,2019-05-28 12:29:53,"['880118', '880121', '880129', '880036', '880120', '880122', '880128']",g,660006
134,990010,J,2019-05-28 15:50:34,"['880118', '880121', '880129', '880036', '880120', '880122', '880128']",g,660006
135,990010,B,2019-05-30 12:41:03,['880035'],g,
136,990010,G,2019-05-30 17:36:37,"['880164', '880165', '880035', '880166', '880183', '880184']",g,660022
137,990010,H,2019-06-03 11:23:31,"['880164', '880165', '880035', '880166', '880183', '880184']",g,660022
138,990010,J,2019-06-03 16:37:21,"['880164', '880165', '880035', '880166', '880183', '880184']",g,660022
139,990010,K,2019-06-10 21:10:10,"['880035', '880036']",g,
140,990010,F,2019-06-14 08:33:46,"['880035', '880036']",g,
141,990011,A,2019-05-21 12:16:25,"['880038', '880039', '880037', '880040']",b,
142,990011,C,2019-05-21 12:55:17,"['880038', '880039', '880037', '880040']",b,
143,990011,B,2019-05-22 14:18:39,['880038'],b,
144,990011,B,2019-05-23 10:45:43,['880040'],b,
145,990011,G,2019-05-23 11:00:25,"['880032', '880038', '880006', '880051', '880040', '880008', '880033', '880043', '880048', '880007', '880030', '880047', '880031', '880049', '880005', '880041']",b,660001
146,990011,B,2019-05-23 13:39:57,['880039'],b,
147,990011,H,2019-05-23 14:22:59,"['880032', '880038', '880006', '880051', '880040', '880008', '880033', '880043', '880048', '880007', '880030', '880047', '880031', '880049', '880005', '880041']",b,660001
148,990011,F,2019-05-23 14:24:31,"['880038', '880039', '880037', '880040']",b,
149,990011,I,2019-05-23 14:48:41,"['880032', '880038', '880006', '880051', '880040', '880008', '880033', '880043', '880048', '880007', '880030', '880047', '880031', '880049', '880005', '880041']",b,660001
150,990011,J,2019-05-23 19:14:00,"['880032', '880038', '880006', '880051', '880040', '880008', '880033', '880043', '880048', '880007', '880030', '880047', '880031', '880049', '880005', '880041']",b,660001
151,990011,B,2019-05-28 16:41:43,['880037'],b,
152,990011,G,2019-05-28 17:21:54,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",b,660013
153,990011,H,2019-05-29 14:30:00,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",b,660013
154,990011,J,2019-05-29 16:14:22,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",b,660013
155,990012,A,2019-05-21 13:52:38,"['880046', '880047', '880045', '880044', '880043', '880042', '880041']",b,
156,990012,C,2019-05-21 16:44:36,"['880046', '880047', '880045', '880044', '880043', '880042', '880041']",b,
157,990012,D,2019-05-21 19:19:13,['880046'],b,
158,990012,B,2019-05-22 11:00:23,['880043'],b,
159,990012,B,2019-05-22 11:36:46,['880047'],b,
160,990012,B,2019-05-22 11:47:12,['880041'],b,
161,990012,D,2019-05-23 10:19:26,['880045'],b,
162,990012,E,2019-05-23 10:27:00,['880046'],b,
163,990012,G,2019-05-23 11:00:25,"['880032', '880038', '880006', '880051', '880040', '880008', '880033', '880043', '880048', '880007', '880030', '880047', '880031', '880049', '880005', '880041']",b,660001
164,990012,H,2019-05-23 14:22:59,"['880032', '880038', '880006', '880051', '880040', '880008', '880033', '880043', '880048', '880007', '880030', '880047', '880031', '880049', '880005', '880041']",b,660001
165,990012,I,2019-05-23 14:48:41,"['880032', '880038', '880006', '880051', '880040', '880008', '880033', '880043', '880048', '880007', '880030', '880047', '880031', '880049', '880005', '880041']",b,660001
166,990012,B,2019-05-23 17:26:26,['880042'],b,
167,990012,J,2019-05-23 19:14:00,"['880032', '880038', '880006', '880051', '880040', '880008', '880033', '880043', '880048', '880007', '880030', '880047', '880031', '880049', '880005', '880041']",b,660001
168,990012,E,2019-05-27 09:35:00,['880045'],b,
169,990012,B,2019-05-28 12:19:52,['880044'],b,
170,990012,B,2019-05-28 17:21:54,['880046'],b,
171,990012,G,2019-05-28 17:21:54,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",b,660013
172,990012,H,2019-05-29 14:30:00,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",b,660013
173,990012,J,2019-05-29 16:14:22,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",b,660013
174,990012,B,2019-06-03 19:30:05,['880045'],b,
175,990012,G,2019-06-05 09:43:33,"['880045', '880178', '880340', '880342', '880284']",b,660039
176,990012,H,2019-06-05 15:08:57,"['880045', '880178', '880340', '880342', '880284']",b,660039
177,990012,I,2019-06-05 16:25:21,"['880045', '880178', '880340', '880342', '880284']",b,660039
178,990012,J,2019-06-05 21:36:36,"['880045', '880178', '880340', '880342', '880284']",b,660039
179,990012,F,2019-06-06 17:01:11,"['880046', '880047', '880045', '880044', '880043', '880042', '880041']",b,
180,990013,A,2019-05-21 16:05:03,"['880049', '880053', '880048', '880050', '880051', '880052']",b,
181,990013,B,2019-05-21 17:15:32,['880049'],b,
182,990013,C,2019-05-21 21:40:22,"['880049', '880053', '880048', '880050', '880051', '880052']",b,
183,990013,D,2019-05-22 09:29:44,['880050'],b,
184,990013,D,2019-05-22 09:31:49,['880053'],b,
185,990013,B,2019-05-22 09:37:12,['880048'],b,
186,990013,B,2019-05-22 16:07:56,['880051'],b,
187,990013,G,2019-05-23 11:00:25,"['880032', '880038', '880006', '880051', '880040', '880008', '880033', '880043', '880048', '880007', '880030', '880047', '880031', '880049', '880005', '880041']",b,660001
188,990013,E,2019-05-23 12:09:19,['880050'],b,
189,990013,H,2019-05-23 14:22:59,"['880032', '880038', '880006', '880051', '880040', '880008', '880033', '880043', '880048', '880007', '880030', '880047', '880031', '880049', '880005', '880041']",b,660001
190,990013,I,2019-05-23 14:48:41,"['880032', '880038', '880006', '880051', '880040', '880008', '880033', '880043', '880048', '880007', '880030', '880047', '880031', '880049', '880005', '880041']",b,660001
191,990013,J,2019-05-23 19:14:00,"['880032', '880038', '880006', '880051', '880040', '880008', '880033', '880043', '880048', '880007', '880030', '880047', '880031', '880049', '880005', '880041']",b,660001
192,990013,E,2019-05-24 12:01:37,['880053'],b,
193,990013,B,2019-05-27 14:01:57,['880052'],b,
194,990013,G,2019-05-28 17:21:54,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",b,660013
195,990013,F,2019-05-29 11:06:49,"['880049', '880053', '880048', '880050', '880051', '880052']",b,
196,990013,H,2019-05-29 14:30:00,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",b,660013
197,990013,J,2019-05-29 16:14:22,"['880180', '880044', '880042', '880139', '880143', '880039', '880034', '880052', '880179', '880140', '880037', '880046']",b,660013
198,990013,B,2019-06-17 14:24:54,['880050'],b,
199,990013,G,2019-06-17 15:48:31,"['880339', '880341', '880477', '880050', '880656', '880476']",b,660080
200,990013,H,2019-06-18 13:41:56,"['880339', '880341', '880477', '880050', '880656', '880476']",b,660080
201,990013,J,2019-06-18 14:55:46,"['880339', '880341', '880477', '880050', '880656', '880476']",b,660080
202,990013,B,2019-06-28 17:45:57,['880053'],b,
203,990013,G,2019-07-01 14:59:43,"['880655', '880053', '880800', '880971', '880819']",b,660134
204,990013,H,2019-07-02 09:22:35,"['880655', '880053', '880800', '880971', '880819']",b,660134
205,990013,J,2019-07-03 16:37:19,"['880655', '880053', '880800', '880971', '880819']",b,660134
206,990014,A,2019-05-21 17:29:53,"['880055', '880056', '880057', '880058', '880054']",h,
207,990014,D,2019-05-22 10:22:31,['880055'],h,
208,990014,B,2019-05-22 10:52:34,['880058'],h,
209,990014,B,2019-05-22 11:13:31,['880054'],h,
210,990014,E,2019-05-22 14:29:53,['880055'],h,
211,990014,B,2019-05-22 17:38:56,['880057'],h,
212,990014,C,2019-05-23 09:09:23,"['880055', '880056', '880057', '880058', '880054']",h,
213,990014,B,2019-05-23 12:53:00,['880056'],h,
214,990014,F,2019-05-24 09:37:42,"['880055', '880056', '880057', '880058', '880054']",h,
215,990014,G,2019-05-27 16:26:44,"['880146', '880075', '880110', '880056', '880058', '880074', '880076', '880057', '880054']",h,660008
216,990014,H,2019-05-27 18:57:39,"['880146', '880075', '880110', '880056', '880058', '880074', '880076', '880057', '880054']",h,660008
217,990014,J,2019-05-28 17:52:39,"['880146', '880075', '880110', '880056', '880058', '880074', '880076', '880057', '880054']",h,660008
218,990014,B,2019-06-05 09:17:23,['880055'],h,
219,990014,G,2019-06-05 16:31:53,"['880243', '880358', '880055', '880241']",h,660044
220,990014,H,2019-06-06 12:40:22,"['880243', '880358', '880055', '880241']",h,660044
221,990014,J,2019-06-07 10:46:15,"['880243', '880358', '880055', '880241']",h,660044
222,990015,A,2019-05-21 19:19:34,"['880062', '880060', '880064', '880061', '880059', '880063']",i,
223,990015,B,2019-05-21 20:34:29,['880059'],i,
224,990015,C,2019-05-22 12:40:14,"['880062', '880060', '880064', '880061', '880059', '880063']",i,
225,990015,B,2019-05-22 16:54:39,['880064'],i,
226,990015,B,2019-05-23 10:53:08,['880063'],i,
227,990015,D,2019-05-23 11:08:24,['880062'],i,
228,990015,E,2019-05-23 12:33:06,['880062'],i,
229,990015,B,2019-05-24 15:49:44,['880062'],i,
230,990015,G,2019-05-27 15:11:01,"['880062', '880064', '880059', '880063']",i,660007
231,990015,B,2019-05-28 09:49:33,['880061'],i,
232,990015,H,2019-05-28 11:03:28,"['880062', '880064', '880059', '880063']",i,660007
233,990015,B,2019-05-28 16:42:56,['880060'],i,
234,990015,J,2019-05-28 20:08:20,"['880062', '880064', '880059', '880063']",i,660007
235,990015,F,2019-05-30 09:05:10,"['880062', '880060', '880064', '880061', '880059', '880063']",i,
236,990015,G,2019-05-30 15:56:05,"['880060', '880168', '880172', '880170', '880174', '880061', '880173']",i,660021
237,990015,H,2019-05-31 12:07:26,"['880060', '880168', '880172', '880170', '880174', '880061', '880173']",i,660021
238,990015,J,2019-05-31 12:59:10,"['880060', '880168', '880172', '880170', '880174', '880061', '880173']",i,660021
239,990016,A,2019-05-21 22:18:43,"['880065', '880066', '880068', '880067']",f,
240,990016,D,2019-05-22 11:14:47,['880065'],f,
241,990016,B,2019-05-22 11:45:06,['880068'],f,
242,990016,E,2019-05-22 15:44:52,['880065'],f,
243,990016,B,2019-05-22 17:19:25,['880067'],f,
244,990016,D,2019-05-23 09:26:37,['880066'],f,
245,990016,C,2019-05-23 11:58:56,"['880065', '880066', '880068', '880067']",f,
246,990016,B,2019-05-23 15:34:32,['880065'],f,
247,990016,G,2019-05-25 01:00:00,"['880065', '880018', '880068', '880067', '880019', '880017']",f,660005
248,990016,E,2019-05-27 11:36:36,['880066'],f,
249,990016,B,2019-05-27 15:11:01,['880066'],f,
250,990016,H,2019-05-27 20:29:32,"['880065', '880018', '880068', '880067', '880019', '880017']",f,660005
251,990016,F,2019-05-28 09:13:13,"['880065', '880066', '880068', '880067']",f,
252,990016,J,2019-05-29 09:50:36,"['880065', '880018', '880068', '880067', '880019', '880017']",f,660005
253,990016,G,2019-05-30 01:00:00,"['880186', '880187', '880066', '880233', '880188', '880229', '880219', '880220', '880218', '880232', '880190']",f,660020
254,990016,H,2019-05-30 14:38:24,"['880186', '880187', '880066', '880233', '880188', '880229', '880219', '880220', '880218', '880232', '880190']",f,660020
255,990016,I,2019-05-30 16:34:12,"['880186', '880187', '880066', '880233', '880188', '880229', '880219', '880220', '880218', '880232', '880190']",f,660020
256,990016,I,2019-05-31 10:30:10,"['880186', '880187', '880066', '880233', '880188', '880229', '880219', '880220', '880218', '880232', '880190']",f,660020
257,990016,I,2019-05-31 14:58:13,"['880186', '880187', '880066', '880233', '880188', '880229', '880219', '880220', '880218', '880232', '880190']",f,660020
258,990016,J,2019-05-31 16:18:19,"['880186', '880187', '880066', '880233', '880188', '880229', '880219', '880220', '880218', '880232', '880190']",f,660020
259,990017,A,2019-05-22 08:29:00,"['880072', '880070', '880069', '880073', '880071']",d,
260,990017,C,2019-05-22 10:21:25,"['880072', '880070', '880069', '880073', '880071']",d,
261,990017,B,2019-05-22 11:06:36,['880070'],d,
262,990017,B,2019-05-22 11:34:42,['880069'],d,
263,990017,B,2019-05-22 16:14:21,['880071'],d,
264,990017,B,2019-05-23 08:44:21,['880072'],d,
265,990017,B,2019-05-24 10:49:32,['880073'],d,
266,990017,G,2019-05-24 10:49:32,"['880106', '880070', '880103', '880069', '880073', '880022', '880020', '880109', '880014', '880071', '880072', '880013']",d,660003
267,990017,H,2019-05-27 10:40:13,"['880106', '880070', '880103', '880069', '880073', '880022', '880020', '880109', '880014', '880071', '880072', '880013']",d,660003
268,990017,I,2019-05-27 14:56:21,"['880106', '880070', '880103', '880069', '880073', '880022', '880020', '880109', '880014', '880071', '880072', '880013']",d,660003
269,990017,J,2019-05-28 12:42:06,"['880106', '880070', '880103', '880069', '880073', '880022', '880020', '880109', '880014', '880071', '880072', '880013']",d,660003
270,990017,F,2019-05-29 10:35:55,"['880072', '880070', '880069', '880073', '880071']",d,
271,990018,A,2019-05-22 10:33:18,"['880074', '880076', '880075']",h,
272,990018,D,2019-05-22 11:39:24,['880074'],h,
273,990018,B,2019-05-22 13:53:26,['880076'],h,
274,990018,C,2019-05-22 14:44:07,"['880074', '880076', '880075']",h,
275,990018,F,2019-05-23 15:19:51,"['880074', '880076', '880075']",h,
276,990018,E,2019-05-23 15:28:01,['880074'],h,
277,990018,B,2019-05-23 16:46:01,['880075'],h,
278,990018,B,2019-05-24 14:07:48,['880074'],h,
279,990018,G,2019-05-27 16:26:44,"['880146', '880075', '880110', '880056', '880058', '880074', '880076', '880057', '880054']",h,660008
280,990018,H,2019-05-27 18:57:39,"['880146', '880075', '880110', '880056', '880058', '880074', '880076', '880057', '880054']",h,660008
281,990018,J,2019-05-28 17:52:39,"['880146', '880075', '880110', '880056', '880058', '880074', '880076', '880057', '880054']",h,660008
282,990019,A,2019-05-22 12:26:23,"['880078', '880077']",c,
283,990019,C,2019-05-22 15:42:38,"['880078', '880077']",c,
284,990019,B,2019-05-23 08:42:25,['880077'],c,
285,990019,B,2019-05-23 16:16:20,['880078'],c,
286,990019,G,2019-05-24 15:49:44,"['880026', '880078', '880024', '880028', '880010', '880113', '880012', '880011', '880023', '880025', '880077']",c,660004
287,990019,H,2019-05-27 09:50:01,"['880026', '880078', '880024', '880028', '880010', '880113', '880012', '880011', '880023', '880025', '880077']",c,660004
288,990019,J,2019-05-27 12:39:25,"['880026', '880078', '880024', '880028', '880010', '880113', '880012', '880011', '880023', '880025', '880077']",c,660004
289,990019,K,2019-06-11 15:42:38,"['880078', '880077']",c,
290,990019,F,2019-06-13 10:15:04,"['880078', '880077']",c,
291,990020,A,2019-05-22 14:12:34,"['880081', '880080', '880079']",j,
292,990020,C,2019-05-23 13:04:43,"['880081', '880080', '880079']",j,
293,990020,B,2019-05-23 13:32:53,['880080'],j,
294,990020,D,2019-05-23 16:07:36,['880079'],j,
295,990020,E,2019-05-24 09:21:25,['880079'],j,
296,990020,B,2019-05-24 14:22:07,['880081'],j,
297,990020,B,2019-05-28 14:51:35,['880079'],j,
298,990020,G,2019-05-28 16:07:01,"['880081', '880202', '880125', '880080', '880079']",j,660012
299,990020,H,2019-05-29 16:16:17,"['880081', '880202', '880125', '880080', '880079']",j,660012
300,990020,J,2019-05-29 20:01:33,"['880081', '880202', '880125', '880080', '880079']",j,660012
301,990020,F,2019-05-31 14:55:51,"['880081', '880080', '880079']",j,
302,990021,A,2019-05-22 15:44:55,"['880082', '880087', '880086', '880084', '880085', '880083']",k,
303,990021,B,2019-05-23 17:01:33,['880087'],k,
304,990021,C,2019-05-23 22:00:00,"['880082', '880087', '880086', '880084', '880085', '880083']",k,
305,990021,B,2019-05-24 09:41:01,['880084'],k,
