,Case_ID,Activity,Timestamp,Customers,Orders,Packages
72,880009,J,2019-05-31 11:00:07,c,"['990003', '990028', '990008']",660017
73,880010,A,2019-05-20 12:30:30,c,['990003'],
74,880010,C,2019-05-20 12:34:16,c,['990003'],
75,880010,B,2019-05-21 09:43:01,c,['990003'],
76,880010,F,2019-05-21 10:41:07,c,['990003'],
77,880010,G,2019-05-24 15:49:44,c,"['990028', '990019', '990003', '990008']",660004
78,880010,H,2019-05-27 09:50:01,c,"['990028', '990019', '990003', '990008']",660004
79,880010,J,2019-05-27 12:39:25,c,"['990028', '990019', '990003', '990008']",660004
80,880011,A,2019-05-20 12:30:30,c,['990003'],
81,880011,C,2019-05-20 12:34:16,c,['990003'],
82,880011,B,2019-05-20 17:51:15,c,['990003'],
83,880011,F,2019-05-21 10:41:07,c,['990003'],
84,880011,G,2019-05-24 15:49:44,c,"['990028', '990019', '990003', '990008']",660004
85,880011,H,2019-05-27 09:50:01,c,"['990028', '990019', '990003', '990008']",660004
86,880011,J,2019-05-27 12:39:25,c,"['990028', '990019', '990003', '990008']",660004
87,880012,A,2019-05-20 12:30:30,c,['990003'],
88,880012,C,2019-05-20 12:34:16,c,['990003'],
89,880012,F,2019-05-21 10:41:07,c,['990003'],
90,880012,B,2019-05-21 14:58:29,c,['990003'],
91,880012,G,2019-05-24 15:49:44,c,"['990028', '990019', '990003', '990008']",660004
92,880012,H,2019-05-27 09:50:01,c,"['990028', '990019', '990003', '990008']",660004
93,880012,J,2019-05-27 12:39:25,c,"['990028', '990019', '990003', '990008']",660004
94,880013,A,2019-05-20 14:20:47,d,['990004'],
95,880013,C,2019-05-20 18:36:37,d,['990004'],
96,880013,B,2019-05-21 12:39:01,d,['990004'],
97,880013,G,2019-05-24 10:49:32,d,"['990007', '990026', '990004', '990017']",660003
98,880013,H,2019-05-27 10:40:13,d,"['990007', '990026', '990004', '990017']",660003
99,880013,I,2019-05-27 14:56:21,d,"['990007', '990026', '990004', '990017']",660003
100,880013,J,2019-05-28 12:42:06,d,"['990007', '990026', '990004', '990017']",660003
101,880013,K,2019-06-09 18:36:37,d,['990004'],
102,880013,F,2019-06-13 10:57:55,d,['990004'],
103,880014,A,2019-05-20 14:20:47,d,['990004'],
104,880014,B,2019-05-20 16:56:02,d,['990004'],
105,880014,C,2019-05-20 18:36:37,d,['990004'],
106,880014,G,2019-05-24 10:49:32,d,"['990007', '990026', '990004', '990017']",660003
107,880014,H,2019-05-27 10:40:13,d,"['990007', '990026', '990004', '990017']",660003
108,880014,I,2019-05-27 14:56:21,d,"['990007', '990026', '990004', '990017']",660003
109,880014,J,2019-05-28 12:42:06,d,"['990007', '990026', '990004', '990017']",660003
110,880014,K,2019-06-09 18:36:37,d,['990004'],
111,880014,F,2019-06-13 10:57:55,d,['990004'],
112,880015,A,2019-05-20 16:01:22,e,['990005'],
113,880015,C,2019-05-21 10:34:23,e,['990005'],
114,880015,B,2019-05-22 11:18:26,e,['990005'],
115,880015,G,2019-05-28 09:49:33,e,"['990005', '990042']",660009
116,880015,H,2019-05-28 16:20:29,e,"['990005', '990042']",660009
117,880015,J,2019-05-29 12:01:39,e,"['990005', '990042']",660009
118,880015,K,2019-06-10 10:34:23,e,['990005'],
119,880015,K,2019-06-30 10:34:23,e,['990005'],
120,880015,F,2019-07-03 17:07:23,e,['990005'],
121,880016,A,2019-05-20 16:01:22,e,['990005'],
122,880016,C,2019-05-21 10:34:23,e,['990005'],
123,880016,B,2019-05-22 15:24:59,e,['990005'],
124,880016,G,2019-05-28 09:49:33,e,"['990005', '990042']",660009
125,880016,H,2019-05-28 16:20:29,e,"['990005', '990042']",660009
126,880016,J,2019-05-29 12:01:39,e,"['990005', '990042']",660009
127,880016,K,2019-06-10 10:34:23,e,['990005'],
128,880016,K,2019-06-30 10:34:23,e,['990005'],
129,880016,F,2019-07-03 17:07:23,e,['990005'],
130,880017,A,2019-05-20 17:22:31,f,['990006'],
131,880017,B,2019-05-21 12:15:15,f,['990006'],
132,880017,C,2019-05-21 14:55:05,f,['990006'],
133,880017,G,2019-05-25 01:00:00,f,"['990016', '990006']",660005
134,880017,H,2019-05-27 20:29:32,f,"['990016', '990006']",660005
135,880017,J,2019-05-29 09:50:36,f,"['990016', '990006']",660005
136,880017,F,2019-05-31 21:05:52,f,['990006'],
137,880018,A,2019-05-20 17:22:31,f,['990006'],
138,880018,C,2019-05-21 14:55:05,f,['990006'],
139,880018,B,2019-05-22 10:17:48,f,['990006'],
140,880018,G,2019-05-25 01:00:00,f,"['990016', '990006']",660005
141,880018,H,2019-05-27 20:29:32,f,"['990016', '990006']",660005
142,880018,J,2019-05-29 09:50:36,f,"['990016', '990006']",660005
143,880018,F,2019-05-31 21:05:52,f,['990006'],
144,880019,A,2019-05-20 17:22:31,f,['990006'],
145,880019,B,2019-05-21 08:55:41,f,['990006'],
146,880019,C,2019-05-21 14:55:05,f,['990006'],
147,880019,G,2019-05-25 01:00:00,f,"['990016', '990006']",660005
148,880019,H,2019-05-27 20:29:32,f,"['990016', '990006']",660005
149,880019,J,2019-05-29 09:50:36,f,"['990016', '990006']",660005
150,880019,F,2019-05-31 21:05:52,f,['990006'],
151,880020,A,2019-05-20 19:04:49,d,['990007'],
152,880020,C,2019-05-21 14:33:48,d,['990007'],
153,880020,B,2019-05-21 17:02:33,d,['990007'],
154,880020,G,2019-05-24 10:49:32,d,"['990007', '990026', '990004', '990017']",660003
155,880020,H,2019-05-27 10:40:13,d,"['990007', '990026', '990004', '990017']",660003
156,880020,I,2019-05-27 14:56:21,d,"['990007', '990026', '990004', '990017']",660003
157,880020,J,2019-05-28 12:42:06,d,"['990007', '990026', '990004', '990017']",660003
158,880020,K,2019-06-10 14:33:48,d,['990007'],
159,880020,F,2019-06-14 09:57:38,d,['990007'],
160,880021,A,2019-05-20 19:04:49,d,['990007'],
161,880021,C,2019-05-21 14:33:48,d,['990007'],
162,880021,B,2019-05-27 09:53:59,d,['990007'],
163,880021,G,2019-05-29 15:38:06,d,"['990007', '990026']",660016
164,880021,H,2019-05-30 10:10:22,d,"['990007', '990026']",660016
165,880021,J,2019-05-30 12:02:46,d,"['990007', '990026']",660016
166,880021,K,2019-06-10 14:33:48,d,['990007'],
167,880021,F,2019-06-14 09:57:38,d,['990007'],
168,880022,A,2019-05-20 19:04:49,d,['990007'],
169,880022,B,2019-05-21 10:49:44,d,['990007'],
170,880022,C,2019-05-21 14:33:48,d,['990007'],
171,880022,G,2019-05-24 10:49:32,d,"['990007', '990026', '990004', '990017']",660003
172,880022,H,2019-05-27 10:40:13,d,"['990007', '990026', '990004', '990017']",660003
173,880022,I,2019-05-27 14:56:21,d,"['990007', '990026', '990004', '990017']",660003
174,880022,J,2019-05-28 12:42:06,d,"['990007', '990026', '990004', '990017']",660003
175,880022,K,2019-06-10 14:33:48,d,['990007'],
176,880022,F,2019-06-14 09:57:38,d,['990007'],
177,880023,A,2019-05-20 21:49:13,c,['990008'],
178,880023,C,2019-05-22 10:34:00,c,['990008'],
179,880023,F,2019-05-22 13:31:24,c,['990008'],
180,880023,B,2019-05-22 17:13:56,c,['990008'],
181,880023,G,2019-05-24 15:49:44,c,"['990028', '990019', '990003', '990008']",660004
182,880023,H,2019-05-27 09:50:01,c,"['990028', '990019', '990003', '990008']",660004
183,880023,J,2019-05-27 12:39:25,c,"['990028', '990019', '990003', '990008']",660004
184,880024,A,2019-05-20 21:49:13,c,['990008'],
185,880024,B,2019-05-21 13:42:40,c,['990008'],
186,880024,C,2019-05-22 10:34:00,c,['990008'],
187,880024,F,2019-05-22 13:31:24,c,['990008'],
188,880024,G,2019-05-24 15:49:44,c,"['990028', '990019', '990003', '990008']",660004
189,880024,H,2019-05-27 09:50:01,c,"['990028', '990019', '990003', '990008']",660004
190,880024,J,2019-05-27 12:39:25,c,"['990028', '990019', '990003', '990008']",660004
191,880025,A,2019-05-20 21:49:13,c,['990008'],
192,880025,B,2019-05-21 14:56:24,c,['990008'],
193,880025,C,2019-05-22 10:34:00,c,['990008'],
194,880025,F,2019-05-22 13:31:24,c,['990008'],
195,880025,G,2019-05-24 15:49:44,c,"['990028', '990019', '990003', '990008']",660004
196,880025,H,2019-05-27 09:50:01,c,"['990028', '990019', '990003', '990008']",660004
197,880025,J,2019-05-27 12:39:25,c,"['990028', '990019', '990003', '990008']",660004
198,880026,A,2019-05-20 21:49:13,c,['990008'],
199,880026,B,2019-05-21 15:02:54,c,['990008'],
200,880026,C,2019-05-22 10:34:00,c,['990008'],
201,880026,F,2019-05-22 13:31:24,c,['990008'],
202,880026,G,2019-05-24 15:49:44,c,"['990028', '990019', '990003', '990008']",660004
203,880026,H,2019-05-27 09:50:01,c,"['990028', '990019', '990003', '990008']",660004
204,880026,J,2019-05-27 12:39:25,c,"['990028', '990019', '990003', '990008']",660004
205,880027,A,2019-05-20 21:49:13,c,['990008'],
206,880027,D,2019-05-21 15:51:03,c,['990008'],
207,880027,E,2019-05-21 16:51:49,c,['990008'],
208,880027,C,2019-05-22 10:34:00,c,['990008'],
209,880027,F,2019-05-22 13:31:24,c,['990008'],
210,880027,B,2019-05-27 10:33:28,c,['990008'],
211,880027,G,2019-05-29 16:14:37,c,"['990003', '990028', '990008']",660017
212,880027,H,2019-05-30 10:19:45,c,"['990003', '990028', '990008']",660017
213,880027,J,2019-05-31 11:00:07,c,"['990003', '990028', '990008']",660017
214,880028,A,2019-05-20 21:49:13,c,['990008'],
215,880028,B,2019-05-21 15:26:17,c,['990008'],
216,880028,C,2019-05-22 10:34:00,c,['990008'],
217,880028,F,2019-05-22 13:31:24,c,['990008'],
218,880028,G,2019-05-24 15:49:44,c,"['990028', '990019', '990003', '990008']",660004
219,880028,H,2019-05-27 09:50:01,c,"['990028', '990019', '990003', '990008']",660004
220,880028,J,2019-05-27 12:39:25,c,"['990028', '990019', '990003', '990008']",660004
221,880029,A,2019-05-21 07:13:12,b,['990009'],
222,880029,D,2019-05-21 09:14:32,b,['990009'],
223,880029,C,2019-05-21 13:40:12,b,['990009'],
224,880029,E,2019-05-23 18:54:48,b,['990009'],
225,880029,B,2019-05-30 19:28:01,b,['990009'],
226,880029,G,2019-05-31 19:05:24,b,"['990057', '990070', '990036', '990009']",660027
227,880029,H,2019-06-03 14:07:59,b,"['990057', '990070', '990036', '990009']",660027
228,880029,J,2019-06-04 10:32:16,b,"['990057', '990070', '990036', '990009']",660027
229,880029,F,2019-06-05 12:51:54,b,['990009'],
230,880030,A,2019-05-21 07:13:12,b,['990009'],
231,880030,B,2019-05-21 08:23:42,b,['990009'],
232,880030,C,2019-05-21 13:40:12,b,['990009'],
233,880030,G,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
234,880030,H,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
235,880030,I,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
236,880030,J,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
237,880030,F,2019-06-05 12:51:54,b,['990009'],
238,880031,A,2019-05-21 07:13:12,b,['990009'],
239,880031,C,2019-05-21 13:40:12,b,['990009'],
240,880031,B,2019-05-21 14:14:14,b,['990009'],
241,880031,G,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
242,880031,H,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
243,880031,I,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
244,880031,J,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
245,880031,F,2019-06-05 12:51:54,b,['990009'],
246,880032,A,2019-05-21 07:13:12,b,['990009'],
247,880032,C,2019-05-21 13:40:12,b,['990009'],
248,880032,B,2019-05-21 15:32:29,b,['990009'],
249,880032,G,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
250,880032,H,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
251,880032,I,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
252,880032,J,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
253,880032,F,2019-06-05 12:51:54,b,['990009'],
254,880033,A,2019-05-21 07:13:12,b,['990009'],
255,880033,C,2019-05-21 13:40:12,b,['990009'],
256,880033,B,2019-05-22 09:49:11,b,['990009'],
257,880033,G,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
258,880033,H,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
259,880033,I,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
260,880033,J,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
261,880033,F,2019-06-05 12:51:54,b,['990009'],
262,880034,A,2019-05-21 07:13:12,b,['990009'],
263,880034,C,2019-05-21 13:40:12,b,['990009'],
264,880034,B,2019-05-23 16:07:14,b,['990009'],
265,880034,G,2019-05-28 17:21:54,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
266,880034,H,2019-05-29 14:30:00,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
267,880034,J,2019-05-29 16:14:22,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
268,880034,F,2019-06-05 12:51:54,b,['990009'],
269,880035,A,2019-05-21 09:58:19,g,['990010'],
270,880035,D,2019-05-21 12:57:36,g,['990010'],
271,880035,C,2019-05-21 21:10:10,g,['990010'],
272,880035,E,2019-05-22 17:33:36,g,['990010'],
273,880035,B,2019-05-30 12:41:03,g,['990010'],
274,880035,G,2019-05-30 17:36:37,g,"['990010', '990047', '990043']",660022
275,880035,H,2019-06-03 11:23:31,g,"['990010', '990047', '990043']",660022
276,880035,J,2019-06-03 16:37:21,g,"['990010', '990047', '990043']",660022
277,880035,K,2019-06-10 21:10:10,g,['990010'],
278,880035,F,2019-06-14 08:33:46,g,['990010'],
279,880036,A,2019-05-21 09:58:19,g,['990010'],
280,880036,B,2019-05-21 12:47:10,g,['990010'],
281,880036,C,2019-05-21 21:10:10,g,['990010'],
282,880036,G,2019-05-27 11:49:13,g,"['990033', '990010', '990030']",660006
283,880036,H,2019-05-28 12:29:53,g,"['990033', '990010', '990030']",660006
284,880036,J,2019-05-28 15:50:34,g,"['990033', '990010', '990030']",660006
285,880036,K,2019-06-10 21:10:10,g,['990010'],
286,880036,F,2019-06-14 08:33:46,g,['990010'],
287,880037,A,2019-05-21 12:16:25,b,['990011'],
288,880037,C,2019-05-21 12:55:17,b,['990011'],
289,880037,F,2019-05-23 14:24:31,b,['990011'],
290,880037,B,2019-05-28 16:41:43,b,['990011'],
291,880037,G,2019-05-28 17:21:54,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
292,880037,H,2019-05-29 14:30:00,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
293,880037,J,2019-05-29 16:14:22,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
294,880038,A,2019-05-21 12:16:25,b,['990011'],
295,880038,C,2019-05-21 12:55:17,b,['990011'],
296,880038,B,2019-05-22 14:18:39,b,['990011'],
297,880038,G,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
298,880038,H,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
299,880038,F,2019-05-23 14:24:31,b,['990011'],
300,880038,I,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
301,880038,J,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
302,880039,A,2019-05-21 12:16:25,b,['990011'],
303,880039,C,2019-05-21 12:55:17,b,['990011'],
304,880039,B,2019-05-23 13:39:57,b,['990011'],
305,880039,F,2019-05-23 14:24:31,b,['990011'],
306,880039,G,2019-05-28 17:21:54,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
307,880039,H,2019-05-29 14:30:00,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
308,880039,J,2019-05-29 16:14:22,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
309,880040,A,2019-05-21 12:16:25,b,['990011'],
310,880040,C,2019-05-21 12:55:17,b,['990011'],
311,880040,B,2019-05-23 10:45:43,b,['990011'],
312,880040,G,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
313,880040,H,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
314,880040,F,2019-05-23 14:24:31,b,['990011'],
315,880040,I,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
316,880040,J,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
317,880041,A,2019-05-21 13:52:38,b,['990012'],
318,880041,C,2019-05-21 16:44:36,b,['990012'],
319,880041,B,2019-05-22 11:47:12,b,['990012'],
320,880041,G,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
321,880041,H,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
322,880041,I,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
323,880041,J,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
324,880041,F,2019-06-06 17:01:11,b,['990012'],
325,880042,A,2019-05-21 13:52:38,b,['990012'],
326,880042,C,2019-05-21 16:44:36,b,['990012'],
327,880042,B,2019-05-23 17:26:26,b,['990012'],
328,880042,G,2019-05-28 17:21:54,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
329,880042,H,2019-05-29 14:30:00,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
330,880042,J,2019-05-29 16:14:22,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
331,880042,F,2019-06-06 17:01:11,b,['990012'],
332,880043,A,2019-05-21 13:52:38,b,['990012'],
333,880043,C,2019-05-21 16:44:36,b,['990012'],
334,880043,B,2019-05-22 11:00:23,b,['990012'],
335,880043,G,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
336,880043,H,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
337,880043,I,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
338,880043,J,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
339,880043,F,2019-06-06 17:01:11,b,['990012'],
340,880044,A,2019-05-21 13:52:38,b,['990012'],
341,880044,C,2019-05-21 16:44:36,b,['990012'],
342,880044,B,2019-05-28 12:19:52,b,['990012'],
343,880044,G,2019-05-28 17:21:54,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
344,880044,H,2019-05-29 14:30:00,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
345,880044,J,2019-05-29 16:14:22,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
346,880044,F,2019-06-06 17:01:11,b,['990012'],
347,880045,A,2019-05-21 13:52:38,b,['990012'],
348,880045,C,2019-05-21 16:44:36,b,['990012'],
349,880045,D,2019-05-23 10:19:26,b,['990012'],
350,880045,E,2019-05-27 09:35:00,b,['990012'],
351,880045,B,2019-06-03 19:30:05,b,['990012'],
352,880045,G,2019-06-05 09:43:33,b,"['990046', '990074', '990086', '990012']",660039
353,880045,H,2019-06-05 15:08:57,b,"['990046', '990074', '990086', '990012']",660039
354,880045,I,2019-06-05 16:25:21,b,"['990046', '990074', '990086', '990012']",660039
355,880045,J,2019-06-05 21:36:36,b,"['990046', '990074', '990086', '990012']",660039
356,880045,F,2019-06-06 17:01:11,b,['990012'],
357,880046,A,2019-05-21 13:52:38,b,['990012'],
358,880046,C,2019-05-21 16:44:36,b,['990012'],
359,880046,D,2019-05-21 19:19:13,b,['990012'],
360,880046,E,2019-05-23 10:27:00,b,['990012'],
361,880046,B,2019-05-28 17:21:54,b,['990012'],
362,880046,G,2019-05-28 17:21:54,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
363,880046,H,2019-05-29 14:30:00,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
364,880046,J,2019-05-29 16:14:22,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
365,880046,F,2019-06-06 17:01:11,b,['990012'],
366,880047,A,2019-05-21 13:52:38,b,['990012'],
367,880047,C,2019-05-21 16:44:36,b,['990012'],
368,880047,B,2019-05-22 11:36:46,b,['990012'],
369,880047,G,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
370,880047,H,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
371,880047,I,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
372,880047,J,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
373,880047,F,2019-06-06 17:01:11,b,['990012'],
374,880048,A,2019-05-21 16:05:03,b,['990013'],
375,880048,C,2019-05-21 21:40:22,b,['990013'],
376,880048,B,2019-05-22 09:37:12,b,['990013'],
377,880048,G,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
378,880048,H,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
379,880048,I,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
380,880048,J,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
381,880048,F,2019-05-29 11:06:49,b,['990013'],
382,880049,A,2019-05-21 16:05:03,b,['990013'],
383,880049,B,2019-05-21 17:15:32,b,['990013'],
384,880049,C,2019-05-21 21:40:22,b,['990013'],
385,880049,G,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
386,880049,H,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
387,880049,I,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
388,880049,J,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
389,880049,F,2019-05-29 11:06:49,b,['990013'],
390,880050,A,2019-05-21 16:05:03,b,['990013'],
391,880050,C,2019-05-21 21:40:22,b,['990013'],
392,880050,D,2019-05-22 09:29:44,b,['990013'],
393,880050,E,2019-05-23 12:09:19,b,['990013'],
394,880050,F,2019-05-29 11:06:49,b,['990013'],
395,880050,B,2019-06-17 14:24:54,b,['990013'],
396,880050,G,2019-06-17 15:48:31,b,"['990164', '990086', '990013', '990117']",660080
397,880050,H,2019-06-18 13:41:56,b,"['990164', '990086', '990013', '990117']",660080
398,880050,J,2019-06-18 14:55:46,b,"['990164', '990086', '990013', '990117']",660080
399,880051,A,2019-05-21 16:05:03,b,['990013'],
400,880051,C,2019-05-21 21:40:22,b,['990013'],
401,880051,B,2019-05-22 16:07:56,b,['990013'],
