,Case_ID,Activity,Timestamp,Customers,Orders,Packages
71,880011,C,2019-05-20 12:34:16,c,['990003'],
72,880011,B,2019-05-20 17:51:15,c,['990003'],
73,880011,F,2019-05-24 15:49:44,c,"['990028', '990019', '990003', '990008']",660004
74,880011,G,2019-05-27 09:50:01,c,"['990028', '990019', '990003', '990008']",660004
75,880011,I,2019-05-27 12:39:25,c,"['990028', '990019', '990003', '990008']",660004
76,880012,A,2019-05-20 12:30:30,c,['990003'],
77,880012,C,2019-05-20 12:34:16,c,['990003'],
78,880012,B,2019-05-21 14:58:29,c,['990003'],
79,880012,F,2019-05-24 15:49:44,c,"['990028', '990019', '990003', '990008']",660004
80,880012,G,2019-05-27 09:50:01,c,"['990028', '990019', '990003', '990008']",660004
81,880012,I,2019-05-27 12:39:25,c,"['990028', '990019', '990003', '990008']",660004
82,880013,A,2019-05-20 14:20:47,d,['990004'],
83,880013,C,2019-05-20 18:36:37,d,['990004'],
84,880013,B,2019-05-21 12:39:01,d,['990004'],
85,880013,F,2019-05-24 10:49:32,d,"['990007', '990026', '990004', '990017']",660003
86,880013,G,2019-05-27 10:40:13,d,"['990007', '990026', '990004', '990017']",660003
87,880013,H,2019-05-27 14:56:21,d,"['990007', '990026', '990004', '990017']",660003
88,880013,I,2019-05-28 12:42:06,d,"['990007', '990026', '990004', '990017']",660003
89,880014,A,2019-05-20 14:20:47,d,['990004'],
90,880014,B,2019-05-20 16:56:02,d,['990004'],
91,880014,C,2019-05-20 18:36:37,d,['990004'],
92,880014,F,2019-05-24 10:49:32,d,"['990007', '990026', '990004', '990017']",660003
93,880014,G,2019-05-27 10:40:13,d,"['990007', '990026', '990004', '990017']",660003
94,880014,H,2019-05-27 14:56:21,d,"['990007', '990026', '990004', '990017']",660003
95,880014,I,2019-05-28 12:42:06,d,"['990007', '990026', '990004', '990017']",660003
96,880015,A,2019-05-20 16:01:22,e,['990005'],
97,880015,C,2019-05-21 10:34:23,e,['990005'],
98,880015,B,2019-05-22 11:18:26,e,['990005'],
99,880015,F,2019-05-28 09:49:33,e,"['990005', '990042']",660009
100,880015,G,2019-05-28 16:20:29,e,"['990005', '990042']",660009
101,880015,I,2019-05-29 12:01:39,e,"['990005', '990042']",660009
102,880016,A,2019-05-20 16:01:22,e,['990005'],
103,880016,C,2019-05-21 10:34:23,e,['990005'],
104,880016,B,2019-05-22 15:24:59,e,['990005'],
105,880016,F,2019-05-28 09:49:33,e,"['990005', '990042']",660009
106,880016,G,2019-05-28 16:20:29,e,"['990005', '990042']",660009
107,880016,I,2019-05-29 12:01:39,e,"['990005', '990042']",660009
108,880017,A,2019-05-20 17:22:31,f,['990006'],
109,880017,B,2019-05-21 12:15:15,f,['990006'],
110,880017,C,2019-05-21 14:55:05,f,['990006'],
111,880017,F,2019-05-25 01:00:00,f,"['990016', '990006']",660005
112,880017,G,2019-05-27 20:29:32,f,"['990016', '990006']",660005
113,880017,I,2019-05-29 09:50:36,f,"['990016', '990006']",660005
114,880018,A,2019-05-20 17:22:31,f,['990006'],
115,880018,C,2019-05-21 14:55:05,f,['990006'],
116,880018,B,2019-05-22 10:17:48,f,['990006'],
117,880018,F,2019-05-25 01:00:00,f,"['990016', '990006']",660005
118,880018,G,2019-05-27 20:29:32,f,"['990016', '990006']",660005
119,880018,I,2019-05-29 09:50:36,f,"['990016', '990006']",660005
120,880019,A,2019-05-20 17:22:31,f,['990006'],
121,880019,B,2019-05-21 08:55:41,f,['990006'],
122,880019,C,2019-05-21 14:55:05,f,['990006'],
123,880019,F,2019-05-25 01:00:00,f,"['990016', '990006']",660005
124,880019,G,2019-05-27 20:29:32,f,"['990016', '990006']",660005
125,880019,I,2019-05-29 09:50:36,f,"['990016', '990006']",660005
126,880020,A,2019-05-20 19:04:49,d,['990007'],
127,880020,C,2019-05-21 14:33:48,d,['990007'],
128,880020,B,2019-05-21 17:02:33,d,['990007'],
129,880020,F,2019-05-24 10:49:32,d,"['990007', '990026', '990004', '990017']",660003
130,880020,G,2019-05-27 10:40:13,d,"['990007', '990026', '990004', '990017']",660003
131,880020,H,2019-05-27 14:56:21,d,"['990007', '990026', '990004', '990017']",660003
132,880020,I,2019-05-28 12:42:06,d,"['990007', '990026', '990004', '990017']",660003
133,880021,A,2019-05-20 19:04:49,d,['990007'],
134,880021,C,2019-05-21 14:33:48,d,['990007'],
135,880021,B,2019-05-27 09:53:59,d,['990007'],
136,880021,F,2019-05-29 15:38:06,d,"['990007', '990026']",660016
137,880021,G,2019-05-30 10:10:22,d,"['990007', '990026']",660016
138,880021,I,2019-05-30 12:02:46,d,"['990007', '990026']",660016
139,880022,A,2019-05-20 19:04:49,d,['990007'],
140,880022,B,2019-05-21 10:49:44,d,['990007'],
141,880022,C,2019-05-21 14:33:48,d,['990007'],
142,880022,F,2019-05-24 10:49:32,d,"['990007', '990026', '990004', '990017']",660003
143,880022,G,2019-05-27 10:40:13,d,"['990007', '990026', '990004', '990017']",660003
144,880022,H,2019-05-27 14:56:21,d,"['990007', '990026', '990004', '990017']",660003
145,880022,I,2019-05-28 12:42:06,d,"['990007', '990026', '990004', '990017']",660003
146,880023,A,2019-05-20 21:49:13,c,['990008'],
147,880023,C,2019-05-22 10:34:00,c,['990008'],
148,880023,B,2019-05-22 17:13:56,c,['990008'],
149,880023,F,2019-05-24 15:49:44,c,"['990028', '990019', '990003', '990008']",660004
150,880023,G,2019-05-27 09:50:01,c,"['990028', '990019', '990003', '990008']",660004
151,880023,I,2019-05-27 12:39:25,c,"['990028', '990019', '990003', '990008']",660004
152,880024,A,2019-05-20 21:49:13,c,['990008'],
153,880024,B,2019-05-21 13:42:40,c,['990008'],
154,880024,C,2019-05-22 10:34:00,c,['990008'],
155,880024,F,2019-05-24 15:49:44,c,"['990028', '990019', '990003', '990008']",660004
156,880024,G,2019-05-27 09:50:01,c,"['990028', '990019', '990003', '990008']",660004
157,880024,I,2019-05-27 12:39:25,c,"['990028', '990019', '990003', '990008']",660004
158,880025,A,2019-05-20 21:49:13,c,['990008'],
159,880025,B,2019-05-21 14:56:24,c,['990008'],
160,880025,C,2019-05-22 10:34:00,c,['990008'],
161,880025,F,2019-05-24 15:49:44,c,"['990028', '990019', '990003', '990008']",660004
162,880025,G,2019-05-27 09:50:01,c,"['990028', '990019', '990003', '990008']",660004
163,880025,I,2019-05-27 12:39:25,c,"['990028', '990019', '990003', '990008']",660004
164,880026,A,2019-05-20 21:49:13,c,['990008'],
165,880026,B,2019-05-21 15:02:54,c,['990008'],
166,880026,C,2019-05-22 10:34:00,c,['990008'],
167,880026,F,2019-05-24 15:49:44,c,"['990028', '990019', '990003', '990008']",660004
168,880026,G,2019-05-27 09:50:01,c,"['990028', '990019', '990003', '990008']",660004
169,880026,I,2019-05-27 12:39:25,c,"['990028', '990019', '990003', '990008']",660004
170,880027,A,2019-05-20 21:49:13,c,['990008'],
171,880027,D,2019-05-21 15:51:03,c,['990008'],
172,880027,E,2019-05-21 16:51:49,c,['990008'],
173,880027,C,2019-05-22 10:34:00,c,['990008'],
174,880027,B,2019-05-27 10:33:28,c,['990008'],
175,880027,F,2019-05-29 16:14:37,c,"['990003', '990028', '990008']",660017
176,880027,G,2019-05-30 10:19:45,c,"['990003', '990028', '990008']",660017
177,880027,I,2019-05-31 11:00:07,c,"['990003', '990028', '990008']",660017
178,880028,A,2019-05-20 21:49:13,c,['990008'],
179,880028,B,2019-05-21 15:26:17,c,['990008'],
180,880028,C,2019-05-22 10:34:00,c,['990008'],
181,880028,F,2019-05-24 15:49:44,c,"['990028', '990019', '990003', '990008']",660004
182,880028,G,2019-05-27 09:50:01,c,"['990028', '990019', '990003', '990008']",660004
183,880028,I,2019-05-27 12:39:25,c,"['990028', '990019', '990003', '990008']",660004
184,880029,A,2019-05-21 07:13:12,b,['990009'],
185,880029,D,2019-05-21 09:14:32,b,['990009'],
186,880029,C,2019-05-21 13:40:12,b,['990009'],
187,880029,E,2019-05-23 18:54:48,b,['990009'],
188,880029,B,2019-05-30 19:28:01,b,['990009'],
189,880029,F,2019-05-31 19:05:24,b,"['990057', '990070', '990036', '990009']",660027
190,880029,G,2019-06-03 14:07:59,b,"['990057', '990070', '990036', '990009']",660027
191,880029,I,2019-06-04 10:32:16,b,"['990057', '990070', '990036', '990009']",660027
192,880030,A,2019-05-21 07:13:12,b,['990009'],
193,880030,B,2019-05-21 08:23:42,b,['990009'],
194,880030,C,2019-05-21 13:40:12,b,['990009'],
195,880030,F,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
196,880030,G,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
197,880030,H,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
198,880030,I,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
199,880031,A,2019-05-21 07:13:12,b,['990009'],
200,880031,C,2019-05-21 13:40:12,b,['990009'],
201,880031,B,2019-05-21 14:14:14,b,['990009'],
202,880031,F,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
203,880031,G,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
204,880031,H,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
205,880031,I,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
206,880032,A,2019-05-21 07:13:12,b,['990009'],
207,880032,C,2019-05-21 13:40:12,b,['990009'],
208,880032,B,2019-05-21 15:32:29,b,['990009'],
209,880032,F,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
210,880032,G,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
211,880032,H,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
212,880032,I,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
213,880033,A,2019-05-21 07:13:12,b,['990009'],
214,880033,C,2019-05-21 13:40:12,b,['990009'],
215,880033,B,2019-05-22 09:49:11,b,['990009'],
216,880033,F,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
217,880033,G,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
218,880033,H,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
219,880033,I,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
220,880034,A,2019-05-21 07:13:12,b,['990009'],
221,880034,C,2019-05-21 13:40:12,b,['990009'],
222,880034,B,2019-05-23 16:07:14,b,['990009'],
223,880034,F,2019-05-28 17:21:54,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
224,880034,G,2019-05-29 14:30:00,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
225,880034,I,2019-05-29 16:14:22,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
226,880035,A,2019-05-21 09:58:19,g,['990010'],
227,880035,D,2019-05-21 12:57:36,g,['990010'],
228,880035,C,2019-05-21 21:10:10,g,['990010'],
229,880035,E,2019-05-22 17:33:36,g,['990010'],
230,880035,B,2019-05-30 12:41:03,g,['990010'],
231,880035,F,2019-05-30 17:36:37,g,"['990010', '990047', '990043']",660022
232,880035,G,2019-06-03 11:23:31,g,"['990010', '990047', '990043']",660022
233,880035,I,2019-06-03 16:37:21,g,"['990010', '990047', '990043']",660022
234,880036,A,2019-05-21 09:58:19,g,['990010'],
235,880036,B,2019-05-21 12:47:10,g,['990010'],
236,880036,C,2019-05-21 21:10:10,g,['990010'],
237,880036,F,2019-05-27 11:49:13,g,"['990033', '990010', '990030']",660006
238,880036,G,2019-05-28 12:29:53,g,"['990033', '990010', '990030']",660006
239,880036,I,2019-05-28 15:50:34,g,"['990033', '990010', '990030']",660006
240,880037,A,2019-05-21 12:16:25,b,['990011'],
241,880037,C,2019-05-21 12:55:17,b,['990011'],
242,880037,B,2019-05-28 16:41:43,b,['990011'],
243,880037,F,2019-05-28 17:21:54,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
244,880037,G,2019-05-29 14:30:00,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
245,880037,I,2019-05-29 16:14:22,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
246,880038,A,2019-05-21 12:16:25,b,['990011'],
247,880038,C,2019-05-21 12:55:17,b,['990011'],
248,880038,B,2019-05-22 14:18:39,b,['990011'],
249,880038,F,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
250,880038,G,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
251,880038,H,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
252,880038,I,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
253,880039,A,2019-05-21 12:16:25,b,['990011'],
254,880039,C,2019-05-21 12:55:17,b,['990011'],
255,880039,B,2019-05-23 13:39:57,b,['990011'],
256,880039,F,2019-05-28 17:21:54,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
257,880039,G,2019-05-29 14:30:00,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
258,880039,I,2019-05-29 16:14:22,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
259,880040,A,2019-05-21 12:16:25,b,['990011'],
260,880040,C,2019-05-21 12:55:17,b,['990011'],
261,880040,B,2019-05-23 10:45:43,b,['990011'],
262,880040,F,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
263,880040,G,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
264,880040,H,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
265,880040,I,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
266,880041,A,2019-05-21 13:52:38,b,['990012'],
267,880041,C,2019-05-21 16:44:36,b,['990012'],
268,880041,B,2019-05-22 11:47:12,b,['990012'],
269,880041,F,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
270,880041,G,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
271,880041,H,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
272,880041,I,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
273,880042,A,2019-05-21 13:52:38,b,['990012'],
274,880042,C,2019-05-21 16:44:36,b,['990012'],
275,880042,B,2019-05-23 17:26:26,b,['990012'],
276,880042,F,2019-05-28 17:21:54,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
277,880042,G,2019-05-29 14:30:00,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
278,880042,I,2019-05-29 16:14:22,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
279,880043,A,2019-05-21 13:52:38,b,['990012'],
280,880043,C,2019-05-21 16:44:36,b,['990012'],
281,880043,B,2019-05-22 11:00:23,b,['990012'],
282,880043,F,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
283,880043,G,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
284,880043,H,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
285,880043,I,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
286,880044,A,2019-05-21 13:52:38,b,['990012'],
287,880044,C,2019-05-21 16:44:36,b,['990012'],
288,880044,B,2019-05-28 12:19:52,b,['990012'],
289,880044,F,2019-05-28 17:21:54,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
290,880044,G,2019-05-29 14:30:00,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
291,880044,I,2019-05-29 16:14:22,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
292,880045,A,2019-05-21 13:52:38,b,['990012'],
293,880045,C,2019-05-21 16:44:36,b,['990012'],
294,880045,D,2019-05-23 10:19:26,b,['990012'],
295,880045,E,2019-05-27 09:35:00,b,['990012'],
296,880045,B,2019-06-03 19:30:05,b,['990012'],
297,880045,F,2019-06-05 09:43:33,b,"['990046', '990074', '990086', '990012']",660039
298,880045,G,2019-06-05 15:08:57,b,"['990046', '990074', '990086', '990012']",660039
299,880045,H,2019-06-05 16:25:21,b,"['990046', '990074', '990086', '990012']",660039
300,880045,I,2019-06-05 21:36:36,b,"['990046', '990074', '990086', '990012']",660039
301,880046,A,2019-05-21 13:52:38,b,['990012'],
302,880046,C,2019-05-21 16:44:36,b,['990012'],
303,880046,D,2019-05-21 19:19:13,b,['990012'],
304,880046,E,2019-05-23 10:27:00,b,['990012'],
305,880046,B,2019-05-28 17:21:54,b,['990012'],
306,880046,F,2019-05-28 17:21:54,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
307,880046,G,2019-05-29 14:30:00,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
308,880046,I,2019-05-29 16:14:22,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
309,880047,A,2019-05-21 13:52:38,b,['990012'],
310,880047,C,2019-05-21 16:44:36,b,['990012'],
311,880047,B,2019-05-22 11:36:46,b,['990012'],
312,880047,F,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
313,880047,G,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
314,880047,H,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
315,880047,I,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
316,880048,A,2019-05-21 16:05:03,b,['990013'],
317,880048,C,2019-05-21 21:40:22,b,['990013'],
318,880048,B,2019-05-22 09:37:12,b,['990013'],
319,880048,F,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
320,880048,G,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
321,880048,H,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
322,880048,I,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
323,880049,A,2019-05-21 16:05:03,b,['990013'],
324,880049,B,2019-05-21 17:15:32,b,['990013'],
325,880049,C,2019-05-21 21:40:22,b,['990013'],
326,880049,F,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
327,880049,G,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
328,880049,H,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
329,880049,I,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
330,880050,A,2019-05-21 16:05:03,b,['990013'],
331,880050,C,2019-05-21 21:40:22,b,['990013'],
332,880050,D,2019-05-22 09:29:44,b,['990013'],
333,880050,E,2019-05-23 12:09:19,b,['990013'],
334,880050,B,2019-06-17 14:24:54,b,['990013'],
335,880050,F,2019-06-17 15:48:31,b,"['990164', '990086', '990013', '990117']",660080
336,880050,G,2019-06-18 13:41:56,b,"['990164', '990086', '990013', '990117']",660080
337,880050,I,2019-06-18 14:55:46,b,"['990164', '990086', '990013', '990117']",660080
338,880051,A,2019-05-21 16:05:03,b,['990013'],
339,880051,C,2019-05-21 21:40:22,b,['990013'],
340,880051,B,2019-05-22 16:07:56,b,['990013'],
341,880051,F,2019-05-23 11:00:25,b,"['990011', '990002', '990013', '990012', '990009']",660001
342,880051,G,2019-05-23 14:22:59,b,"['990011', '990002', '990013', '990012', '990009']",660001
343,880051,H,2019-05-23 14:48:41,b,"['990011', '990002', '990013', '990012', '990009']",660001
344,880051,I,2019-05-23 19:14:00,b,"['990011', '990002', '990013', '990012', '990009']",660001
345,880052,A,2019-05-21 16:05:03,b,['990013'],
346,880052,C,2019-05-21 21:40:22,b,['990013'],
347,880052,B,2019-05-27 14:01:57,b,['990013'],
348,880052,F,2019-05-28 17:21:54,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
349,880052,G,2019-05-29 14:30:00,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
350,880052,I,2019-05-29 16:14:22,b,"['990046', '990011', '990013', '990012', '990036', '990009']",660013
351,880053,A,2019-05-21 16:05:03,b,['990013'],
352,880053,C,2019-05-21 21:40:22,b,['990013'],
353,880053,D,2019-05-22 09:31:49,b,['990013'],
354,880053,E,2019-05-24 12:01:37,b,['990013'],
355,880053,B,2019-06-28 17:45:57,b,['990013'],
356,880053,F,2019-07-01 14:59:43,b,"['990164', '990013', '990203', '990199', '990240']",660134
357,880053,G,2019-07-02 09:22:35,b,"['990164', '990013', '990203', '990199', '990240']",660134
358,880053,I,2019-07-03 16:37:19,b,"['990164', '990013', '990203', '990199', '990240']",660134
359,880054,A,2019-05-21 17:29:53,h,['990014'],
360,880054,B,2019-05-22 11:13:31,h,['990014'],
361,880054,C,2019-05-23 09:09:23,h,['990014'],
362,880054,F,2019-05-27 16:26:44,h,"['990018', '990038', '990014', '990027']",660008
363,880054,G,2019-05-27 18:57:39,h,"['990018', '990038', '990014', '990027']",660008
364,880054,I,2019-05-28 17:52:39,h,"['990018', '990038', '990014', '990027']",660008
365,880055,A,2019-05-21 17:29:53,h,['990014'],
366,880055,D,2019-05-22 10:22:31,h,['990014'],
367,880055,E,2019-05-22 14:29:53,h,['990014'],
368,880055,C,2019-05-23 09:09:23,h,['990014'],
369,880055,B,2019-06-05 09:17:23,h,['990014'],
370,880055,F,2019-06-05 16:31:53,h,"['990090', '990064', '990014']",660044
371,880055,G,2019-06-06 12:40:22,h,"['990090', '990064', '990014']",660044
372,880055,I,2019-06-07 10:46:15,h,"['990090', '990064', '990014']",660044
373,880056,A,2019-05-21 17:29:53,h,['990014'],
374,880056,C,2019-05-23 09:09:23,h,['990014'],
375,880056,B,2019-05-23 12:53:00,h,['990014'],
376,880056,F,2019-05-27 16:26:44,h,"['990018', '990038', '990014', '990027']",660008
377,880056,G,2019-05-27 18:57:39,h,"['990018', '990038', '990014', '990027']",660008
378,880056,I,2019-05-28 17:52:39,h,"['990018', '990038', '990014', '990027']",660008
379,880057,A,2019-05-21 17:29:53,h,['990014'],
380,880057,B,2019-05-22 17:38:56,h,['990014'],
381,880057,C,2019-05-23 09:09:23,h,['990014'],
382,880057,F,2019-05-27 16:26:44,h,"['990018', '990038', '990014', '990027']",660008
383,880057,G,2019-05-27 18:57:39,h,"['990018', '990038', '990014', '990027']",660008
384,880057,I,2019-05-28 17:52:39,h,"['990018', '990038', '990014', '990027']",660008
385,880058,A,2019-05-21 17:29:53,h,['990014'],
386,880058,B,2019-05-22 10:52:34,h,['990014'],
387,880058,C,2019-05-23 09:09:23,h,['990014'],
